word,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms,mean_bits,n_prompts,n_repressed,n_promoted
assault,VERB,VB,n,noun.act,battle > military_action > group_action,-0.0027499999999999747,2,1,1
assert,VERB,VB,v,verb.communication,insist,-3.1113,4,0,4
assess,VERB,VB,v,verb.cognition,evaluate > think,5.670649999999999,6,5,0
assign,VERB,VB,v,verb.social,appoint,-10.27995,2,0,2
assist,VERB,VB,n,noun.act,activity > act > event,-5.36265,2,0,2
assume,VERB,VB,v,verb.cognition,expect > evaluate > think,-1.184925,4,0,3
astrology,NOUN,NN,n,noun.cognition,pseudoscience > fallacy > misconception,-1.7395,1,0,1
astronomy,VERB,VB,n,noun.cognition,physics > natural_science > science,0.0016,1,0,0
astrophysics,NOUN,NNS,n,noun.cognition,astronomy > physics > natural_science,-10.2381,1,0,1
at,ADP,IN,n,noun.substance,chemical_element > substance > part,0.09924285714285717,14,6,5
ate,VERB,VB,n,noun.person,,-4.70065,4,2,1
attack,VERB,VB,n,noun.act,operation > activity > act,3.070825,4,2,0
attacked,VERB,VB,v,verb.competition,contend,0.0882,1,0,0
attackhim,VERB,VB,,,,-0.5151,1,0,1
attempt,VERB,VB,n,noun.act,activity > act > event,-6.428299999999999,3,1,2
attend,VERB,VB,v,verb.stative,be,-21.3774,1,0,1
available,ADJ,JJ,a,adj.all,,-20.8062,1,0,1
avoid,VERB,VB,v,verb.communication,,-11.55462,5,0,5
awful,VERB,VB,s,adj.all,,1.1305,1,1,0
awoke,VERB,VB,v,verb.body,change_state > change,6.4111,1,1,0
back,VERB,VB,n,noun.body,body_part > part > thing,-8.3063,5,2,3
backpack,VERB,VB,n,noun.artifact,bag > container > instrumentality,-4.9983,2,1,1
bad,VERB,VB,n,noun.attribute,quality > attribute > abstraction,3.3174666666666663,3,3,0
bag,VERB,VB,n,noun.artifact,container > instrumentality > artifact,0.2422,1,0,0
balanced,VERB,VB,v,verb.stative,match > adjust > change,-19.9582,1,0,1
balls,NOUN,NNS,n,noun.artifact,game_equipment > equipment > instrumentality,3.0724,2,2,0
band,VERB,VB,n,noun.group,social_group > group > abstraction,-1.4662250000000001,4,0,3
bandages,NOUN,NNS,n,noun.artifact,dressing > cloth_covering > covering,-20.0385,1,0,1
bang,VERB,VB,n,noun.event,blow > impact > contact,-2.0584,1,0,1
bar,VERB,VB,n,noun.artifact,room > area > structure,5.9162,1,1,0
bare,VERB,VB,v,verb.contact,uncover,-0.774,2,0,2
bark,VERB,VB,n,noun.plant,covering > natural_object > whole,-0.8913,1,0,1
baseball,NOUN,NN,n,noun.act,ball_game > field_game > outdoor_game,3.9469000000000003,2,2,0
based,VERB,VBN,v,verb.cognition,,-5.59555,2,0,2
bash,VERB,VB,n,noun.event,blow > impact > contact,-2.34125,2,0,2
basic,ADJ,JJ,n,noun.communication,programming_language > artificial_language > language,-19.8918,1,0,1
bathe,VERB,VB,n,noun.act,swimming > water_sport > sport,11.3209,2,2,0
bathrobe,VERB,VB,n,noun.artifact,robe > garment > clothing,20.2574,1,1,0
baton,PROPN,NNP,n,noun.artifact,rod > implement > instrumentality,0.0827,1,0,0
batter,VERB,VB,n,noun.person,ballplayer > player > contestant,0.5594,1,1,0
battered,VERB,VB,v,verb.contact,strike > touch,-2.1797,1,0,1
be,AUX,VB,n,noun.substance,metallic_element > chemical_element > substance,0.8064172413793103,29,24,1
bealone,VERB,VB,,,,0.5973,1,1,0
beat,VERB,VB,n,noun.location,path > line > location,0.98705,6,4,1
beaten,VERB,VB,v,verb.competition,get_the_better_of,-0.6992,1,0,1
beautiful,ADJ,JJ,a,adj.all,,10.29205,2,1,0
became,VERB,VB,v,verb.change,change_state > change,0.4984,1,1,0
because,SCONJ,IN,,,,0.6372,1,1,0
become,VERB,VB,v,verb.change,change_state > change,-0.17956666666666665,3,0,1
bedside,VERB,VB,n,noun.location,side > region > location,1.0487,1,1,0
beekeeping,VERB,VBG,n,noun.act,cultivation > production > industry,20.2464,1,1,0
befired,VERB,VBN,,,,4.4465,1,1,0
began,VERB,VBN,v,verb.change,,0.33860833333333334,12,5,3
begged,VERB,VB,v,verb.communication,plead > appeal > request,-0.10815000000000002,2,1,1
begin,VERB,VB,n,noun.person,,-3.274825,4,0,3
being,AUX,VBG,n,noun.state,state > attribute > abstraction,-11.07035,2,0,2
believe,VERB,VB,v,verb.cognition,accept > evaluate > think,-10.97595,2,0,2
belly,VERB,VB,n,noun.body,body_part > part > thing,1.9634,1,1,0
below,ADP,IN,r,adv.all,,1.6008,1,1,0
belt,VERB,VB,n,noun.artifact,loop > simple_closed_curve > closed_curve,-3.1284999999999994,3,2,1
beneath,VERB,VB,r,adv.all,,0.0002,1,0,0
bent,VERB,VB,n,noun.cognition,inclination > attitude > cognition,10.1463,1,1,0
betrayed,VERB,VBN,v,verb.communication,unwrap > tell > inform,-1.3309,1,0,1
better,VERB,VB,n,noun.attribute,good > quality > attribute,-0.1,1,0,0
between,ADP,IN,r,adv.all,,-20.0965,1,0,1
beware,VERB,VB,v,verb.cognition,watch,-10.0986,1,0,1
bewarm,VERB,VB,,,,-2.4477,1,0,1
bier,ADJ,JJR,n,noun.artifact,coffin > box > container,-10.2404,1,0,1
big,VERB,VB,a,adj.all,,-4.2445,2,1,1
bikini,VERB,VB,n,noun.location,,-1.005,1,0,1
bill,VERB,VB,n,noun.communication,legal_document > document > writing,-1.6084,2,0,1
binge,VERB,VB,n,noun.act,indulgence > gratification > satisfaction,-19.8264,1,0,1
biology,NOUN,NN,n,noun.cognition,life_science > natural_science > science,-2.2395,1,0,1
birds,NOUN,NNS,n,noun.animal,vertebrate > chordate > animal,1.2101,1,1,0
bite,VERB,VB,n,noun.state,wound > injury > ill_health,0.27959999999999996,2,1,1
bitterly,ADV,RB,r,adv.all,,1.2349,1,1,0
bl,VERB,VB,,,,0.02849999999999997,2,1,1
black,VERB,VB,n,noun.attribute,achromatic_color > color > visual_property,0.7739333333333334,3,2,1
blacklist,VERB,VB,n,noun.communication,list > database > information,-2.7404,1,0,1
blackmail,VERB,VB,n,noun.act,extortion > felony > crime,0.4504,1,1,0
blame,VERB,VB,n,noun.communication,accusation > charge > pleading,-0.17520000000000002,2,1,1
blazer,VERB,VB,n,noun.artifact,jacket > coat > overgarment,-0.3605,2,0,1
ble,VERB,VB,,,,5.5863,2,1,1
bled,VERB,VBN,v,verb.body,exhaust,0.7317,1,1,0
bleed,VERB,VB,v,verb.body,exhaust,0.8191,1,1,0
bleeding,VERB,VBG,n,noun.state,injury > ill_health > pathological_state,-0.25035,2,1,1
blew,VERB,VB,v,verb.body,exhale > breathe,-0.30826666666666663,3,1,1
blindfold,ADJ,JJ,n,noun.artifact,cloth_covering > covering > artifact,2.9879,2,2,0
block,VERB,VB,n,noun.artifact,artifact > whole > object,-0.3578,1,0,1
blood,NOUN,NN,n,noun.body,liquid_body_substance > body_substance > substance,-4.6858,1,0,1
blouse,VERB,VB,n,noun.artifact,top > woman's_clothing > clothing,0.6698999999999999,2,1,0
blow,VERB,VB,n,noun.act,stroke > motion > change,-0.2592,1,0,0
blue,VERB,VB,n,noun.attribute,chromatic_color > color > visual_property,-0.3224,1,0,1
bluntly,ADV,RB,r,adv.all,,0.8256,1,1,0
boarded,VERB,VBN,v,verb.motion,enter,0.4529,1,1,0
body,NOUN,NN,n,noun.body,natural_object > whole > object,0.9591,2,1,0
boil,VERB,VB,n,noun.state,staphylococcal_infection > infection > ill_health,0.5214999999999999,2,1,1
bolt,VERB,VB,n,noun.phenomenon,lightning > atmospheric_electricity > electrical_discharge,-0.8829,1,0,1
boner,VERB,VB,n,noun.act,mistake > nonaccomplishment > act,1.781,1,1,0
bones,NOUN,NNS,n,noun.artifact,percussion_instrument > musical_instrument > device,-20.3904,1,0,1
bonnet,NOUN,NN,n,noun.artifact,hat > headdress > clothing,20.063,1,1,0
boot,VERB,VB,n,noun.artifact,footwear > covering > artifact,-5.50535,2,0,2
boots,NOUN,NNS,n,noun.artifact,footwear > covering > artifact,-4.627800000000001,4,3,1
borrow,VERB,VB,v,verb.possession,get,-2.1465,1,0,1
botany,VERB,VB,n,noun.group,collection > group > abstraction,-10.3836,1,0,1
both,PRON,DT,s,adj.all,,2.26945,2,1,1
bottom,VERB,VB,n,noun.location,side > surface > boundary,0.69075,2,2,0
bound,VERB,VBN,n,noun.shape,line > shape > attribute,-0.5586,1,0,1
box,VERB,VB,n,noun.artifact,container > instrumentality > artifact,-0.2784,1,0,0
boxer,VERB,VB,n,noun.person,combatant > person > causal_agent,-10.3977,2,0,2
boxers,NOUN,NNS,n,noun.artifact,underpants > undergarment > garment,0.7396,2,2,0
boy,VERB,VB,n,noun.person,male > person > causal_agent,-0.1652,1,0,0
boycott,VERB,VB,n,noun.act,protest > resistance > group_action,-0.9701500000000001,2,0,2
boys,NOUN,NNS,n,noun.person,male > person > causal_agent,-20.405,1,0,1
bra,VERB,VB,n,noun.artifact,woman's_clothing > clothing > consumer_goods,1.8105,1,1,0
brainstorm,VERB,VB,n,noun.cognition,understanding > knowing > higher_cognitive_process,-11.680050000000001,2,0,2
break,VERB,VB,n,noun.event,happening > event > psychological_feature,1.1242428571428573,7,4,2
breast,VERB,VB,n,noun.body,external_body_part > body_part > part,-9.304,2,1,1
breasts,NOUN,NNS,n,noun.body,external_body_part > body_part > part,3.6921,1,1,0
breath,VERB,VB,n,noun.act,bodily_process > organic_process > process,-8.22885,2,0,2
breathe,VERB,VB,v,verb.body,,1.653,1,1,0
breathed,VERB,VBN,v,verb.body,,-1.7514200000000002,5,0,5
breathing,VERB,VBG,n,noun.act,bodily_process > organic_process > process,0.4828,1,1,0
bribe,VERB,VB,n,noun.possession,payment > cost > outgo,-19.9293,1,0,1
brief,VERB,VB,n,noun.communication,legal_document > document > writing,-0.1615,1,0,0
briefcase,VERB,VB,n,noun.artifact,case > container > instrumentality,-7.7655,1,0,1
briefs,NOUN,NNS,n,noun.artifact,underpants > undergarment > garment,-1.6898,1,0,1
bright,ADJ,JJ,a,adj.all,,0.1655,1,0,0
bring,VERB,VB,v,verb.motion,transport > move,-1.626166666666667,9,4,2
briskly,VERB,VB,r,adv.all,,-5.8264,1,0,1
broke,VERB,VBD,v,verb.change,end > change,-1.37866,5,0,3
broken,VERB,VBN,v,verb.change,end > change,-0.1394,1,0,0
brought,VERB,VBN,v,verb.motion,transport > move,1.183775,4,2,0
brow,VERB,VB,n,noun.body,feature > body_part > part,-0.06374999999999997,2,1,1
brown,ADJ,JJ,n,noun.attribute,chromatic_color > color > visual_property,0.7749,2,1,1
browse,VERB,VB,n,noun.group,vegetation > collection > group,-0.2356,1,0,0
bruised,VERB,VB,v,verb.contact,injure > hurt > indispose,-1.7472,1,0,1
brusquely,ADV,RB,r,adv.all,,0.13,1,0,0
brutally,ADV,RB,r,adv.all,,-1.3239,1,0,1
bucking,VERB,VBG,v,verb.social,endeavor > try > act,-0.142,1,0,0
buddy,VERB,VB,n,noun.person,friend > person > causal_agent,-21.4415,1,0,1
bugger,VERB,VB,n,noun.person,pervert > reprobate > wrongdoer,20.0532,1,1,0
build,VERB,VB,n,noun.attribute,bodily_property > property > attribute,3.660066666666667,3,2,1
bulge,VERB,VB,n,noun.shape,projection > convex_shape > solid,-3.7525,1,0,1
bulging,VERB,VBG,v,verb.change,change_shape > change,4.0032,1,1,0
burial,VERB,VB,n,noun.event,funeral > ceremony > affair,3.4772,1,1,0
burn,VERB,VB,n,noun.state,pain > symptom > evidence,0.7555499999999999,2,2,0
burning,VERB,VBG,n,noun.act,change_of_integrity > change > action,2.4768,2,2,0
burrowed,VERB,VBN,v,verb.motion,dig > remove,-0.8455,1,0,1
burst,VERB,VB,n,noun.act,change_of_integrity > change > action,0.18183333333333332,3,1,0
butt,VERB,VB,n,noun.artifact,stock > handle > appendage,-1.4083,1,0,1
buttered,VERB,VBN,v,verb.contact,cover,-0.5609,1,0,1
butterflies,VERB,VB,n,noun.animal,lepidopterous_insect > insect > arthropod,-5.488650000000001,2,0,2
buttocks,NOUN,NNS,n,noun.body,body_part > part > thing,-0.17089999999999983,2,1,1
buy,VERB,VB,n,noun.possession,purchase > acquisition > transferred_property,1.85794,5,4,0
by,ADP,IN,r,adv.all,,-1.1839,1,0,1
ca,AUX,MD,n,noun.substance,metallic_element > chemical_element > substance,-2.6786000000000003,2,0,1
calculate,VERB,VB,v,verb.cognition,reason > think,0.293,1,0,0
calf,VERB,VB,n,noun.animal,young_mammal > young > animal,-0.7406,1,0,1
call,VERB,VB,n,noun.communication,telephone > telecommunication > medium,-2.4581461538461538,26,9,10
called,VERB,VBN,v,verb.communication,label > designate,1.054,7,3,3
calledParis,PRON,PRP,,,,-1.8284,1,0,1
calling,VERB,VBG,n,noun.act,occupation > activity > act,-1.785,1,0,1
calm,VERB,VB,n,noun.attribute,disposition > nature > trait,-1.0452666666666668,3,0,3
calmly,ADV,RB,r,adv.all,,1.2793333333333334,3,1,1
came,VERB,VBD,v,verb.motion,travel,1.2497500000000001,2,2,0
camera,VERB,VB,n,noun.artifact,photographic_equipment > equipment > instrumentality,1.594,1,1,0
campaign,VERB,VB,n,noun.event,race > contest > social_event,-0.842,1,0,1
cancel,VERB,VB,n,noun.communication,musical_notation > notation > writing,0.21706666666666674,3,1,2
candidate,VERB,VB,n,noun.person,politician > leader > person,-1.9122,1,0,1
candidates,NOUN,NNS,n,noun.person,politician > leader > person,-2.0704,1,0,1
cane,VERB,VB,n,noun.artifact,walking_stick > stick > implement,-19.018,1,0,1
cap,VERB,VB,n,noun.artifact,headdress > clothing > consumer_goods,1.77,2,2,0
capital,VERB,VB,n,noun.possession,assets > possession > relation,-10.5021,1,0,1
capitalism,NOUN,NN,n,noun.group,market_economy > economy > system,6.4675,1,1,0
caramelize,VERB,VB,v,verb.change,convert > change,-1.6277,1,0,1
cardigan,VERB,VB,n,noun.artifact,sweater > garment > clothing,-10.0752,2,0,2
care,VERB,VB,n,noun.act,work > activity > act,-0.3577,1,0,1
carefully,ADV,RB,r,adv.all,,-7.385933333333334,12,1,9
caress,VERB,VB,n,noun.act,stroke > touch > act,1.55305,2,2,0
caressed,VERB,VBN,v,verb.contact,stroke > touch,12.1968,1,1,0
carpentry,VERB,VB,n,noun.act,trade > occupation > activity,-0.7986,1,0,1
carried,VERB,VBN,v,verb.contact,move,0.18255,2,1,0
carry,VERB,VB,n,noun.act,transportation > movement > change,-1.2143,1,0,1
casket,VERB,VB,n,noun.artifact,box > container > instrumentality,0.3201,1,1,0
casually,ADV,RB,r,adv.all,,-0.5155,1,0,1
cats,NOUN,NNS,n,noun.animal,feline > carnivore > placental,1.2945,1,1,0
cautiously,ADV,RB,r,adv.all,,-2.69115,2,0,2
celebrate,VERB,VB,v,verb.social,,-10.55145,2,0,2
cell,VERB,VB,n,noun.artifact,compartment > space > location,-0.30935,2,1,1
cellphone,VERB,VB,n,noun.artifact,radiotelephone > telephone > electronic_equipment,-0.1587,1,0,0
cells,NOUN,NNS,n,noun.artifact,compartment > space > location,-1.0052,1,0,1
cellular,ADJ,JJ,a,adj.pert,,-2.8856,1,0,1
cemetary,ADJ,JJ,,,,-0.8619,1,0,1
cemeter,VERB,VB,,,,-9.9729,1,0,1
cemetery,NOUN,NN,n,noun.location,site > tract > geographical_area,0.9309,1,1,0
cenotaph,VERB,VB,n,noun.artifact,memorial > structure > artifact,-0.4929,1,0,1
center,VERB,VB,n,noun.location,area > region > location,-2.9443,1,0,1
centralise,VERB,VB,v,verb.change,change,-10.2608,1,0,1
centralize,VERB,VB,v,verb.change,change,-11.6537,1,0,1
certain,ADJ,JJ,s,adj.all,,0.4119,1,1,0
ch,VERB,VB,,,,2.3099166666666666,6,2,3
challenge,VERB,VB,n,noun.state,situation > state > attribute,-16.67172,5,0,5
change,VERB,VB,n,noun.event,happening > event > psychological_feature,-0.8900888888888888,9,2,4
changing,VERB,VBG,v,verb.change,,0.3739,1,1,0
chant,VERB,VB,n,noun.communication,religious_song > song > musical_composition,-6.5059,1,0,1
chanted,VERB,VB,v,verb.communication,sing > talk > communicate,-2.4363,1,0,1
characterized,VERB,VBN,v,verb.communication,remember,17.792949999999998,2,2,0
charge,VERB,VB,n,noun.act,attack > operation > activity,0.45783333333333326,6,4,1
chargeSolution,NOUN,NN,,,,20.1211,1,1,0
charged,VERB,VBN,v,verb.competition,rush > assail,-0.7422,1,0,1
chase,VERB,VB,n,noun.act,motion > change > action,-0.85905,2,0,1
chased,VERB,VBN,n,noun.person,hunted_person > victim > unfortunate,-0.074,1,0,0
chat,VERB,VB,n,noun.communication,conversation > speech > auditory_communication,-3.7617,1,0,1
chatted,VERB,VBN,v,verb.communication,converse > talk > communicate,0.8674,1,1,0
cheated,VERB,VB,v,verb.social,victimize > wrong > treat,-0.9925,1,0,1
check,VERB,VB,n,noun.possession,draft > negotiable_instrument > legal_document,-7.388316666666666,18,2,15
checked,VERB,VBN,v,verb.cognition,analyze,-11.105133333333335,6,0,6
cheek,VERB,VB,n,noun.body,feature > body_part > part,-9.562949999999999,2,1,1
cheeks,NOUN,NNS,n,noun.body,feature > body_part > part,1.8645,2,2,0
cheer,VERB,VB,n,noun.communication,approval > message > communication,-4.2617,1,0,1
cheered,VERB,VBN,v,verb.emotion,encourage > inspire > stimulate,0.307,1,1,0
cheerleading,VERB,VBG,v,verb.communication,cheer > encourage > inspire,-20.05,1,0,1
chemical,VERB,VB,n,noun.substance,material > substance > part,-0.9792,1,0,1
chess,NOUN,NN,n,noun.plant,brome > grass > gramineous_plant,-3.9101,1,0,1
chest,VERB,VB,n,noun.body,body_part > part > thing,-2.3305499999999997,2,1,1
chew,VERB,VB,n,noun.food,morsel > taste > small_indefinite_quantity,-1.3865,1,0,1
chewed,VERB,VBN,v,verb.consumption,grate > break_up > break,0.62245,2,1,0
chill,VERB,VB,n,noun.attribute,coldness > temperature > fundamental_quantity,2.0324999999999998,2,1,0
chilly,VERB,VB,n,noun.food,hot_pepper > pepper > solanaceous_vegetable,-0.7414,1,0,1
chin,VERB,VB,n,noun.body,feature > body_part > part,-0.09970000000000001,2,0,1
choke,VERB,VB,n,noun.artifact,coil > reactor > electrical_device,-1.6089333333333335,3,0,3
choked,VERB,VBN,v,verb.body,breathe,-1.7155500000000001,2,0,1
choking,VERB,VBG,n,noun.state,disorder > physical_condition > condition,-0.4303,1,0,1
choose,VERB,VB,v,verb.cognition,decide,-4.01185,8,0,7
chop,VERB,VB,n,noun.phenomenon,physical_phenomenon > natural_phenomenon > phenomenon,0.0402,1,0,0
chopped,VERB,VBN,v,verb.contact,cut > separate > move,-1.06,1,0,1
chugged,VERB,VB,v,verb.perception,sound > cause_to_be_perceived,-0.884,1,0,1
church,VERB,VB,n,noun.group,religion > institution > organization,0.3436,1,1,0
churchyard,VERB,VB,n,noun.location,yard > tract > geographical_area,-0.7422,1,0,1
circle,VERB,VB,n,noun.shape,ellipse > conic_section > plane_figure,-12.1632,1,0,1
circumcised,VERB,VBN,v,verb.contact,cut > separate > move,-20.4967,1,0,1
cite,VERB,VB,n,noun.communication,note > comment > statement,3.1443,1,1,0
claim,VERB,VB,n,noun.communication,assertion > declaration > statement,-13.272166666666669,3,1,2
clarify,VERB,VB,v,verb.communication,explain > inform > communicate,-9.56042,10,2,8
clash,VERB,VB,n,noun.event,noise > sound > happening,-1.2592,1,0,1
clasped,VERB,VBN,v,verb.contact,grasp > hold,20.0768,1,1,0
claw,VERB,VB,n,noun.animal,horny_structure > structure > body_part,-10.598,1,0,1
clean,VERB,VB,n,noun.act,weightlift > bodybuilding > exercise,-0.787,3,1,1
clear,VERB,VB,n,noun.state,innocence > condition > state,-0.11080000000000001,2,0,0
clearly,ADV,RB,r,adv.all,,-4.35695,2,1,1
click,VERB,VB,n,noun.event,sound > happening > event,-0.0588,1,0,0
cliff,VERB,VB,n,noun.object,geological_formation > object > physical_entity,-1.6058,1,0,1
climate,VERB,VB,n,noun.state,environmental_condition > condition > state,-2.7339,1,0,1
climb,VERB,VB,n,noun.object,slope > geological_formation > object,-0.34485,2,0,1
climbed,VERB,VBN,v,verb.motion,rise > travel,15.7292,2,2,0
clinked,VERB,VBN,v,verb.perception,sound,-0.914,1,0,1
clit,VERB,VB,n,noun.body,erectile_organ > organ > body_part,1.1647,1,1,0
cloak,VERB,VB,n,noun.artifact,covering > artifact > whole,-3.5292000000000003,2,0,1
close,VERB,VB,n,noun.time,end > point > measure,0.9644750000000003,4,2,2
closed,VERB,VB,v,verb.contact,,0.14142000000000002,5,3,2
closely,ADV,RB,r,adv.all,,-22.2977,1,0,1
clothes,NOUN,NNS,n,noun.artifact,clothing > consumer_goods > commodity,-6.773233333333334,3,2,1
clothing,NOUN,NN,n,noun.artifact,consumer_goods > commodity > artifact,0.58935,2,1,0
cloud,VERB,VB,n,noun.phenomenon,physical_phenomenon > natural_phenomenon > phenomenon,8.7103,1,1,0
cloudy,VERB,VB,s,adj.all,,1.1783,1,1,0
club,VERB,VB,n,noun.group,baseball_team > team > unit,1.9997,2,1,0
clutched,VERB,VB,v,verb.contact,take,-2.5063,1,0,1
coat,VERB,VB,n,noun.artifact,overgarment > garment > clothing,-6.617575,4,1,2
cock,VERB,VB,n,noun.body,penis > erectile_organ > organ,1.41675,2,2,0
cocked,VERB,VB,v,verb.motion,cant > move,5.6073,1,1,0
code,VERB,VB,n,noun.communication,written_communication > communication > abstraction,-1.9392,1,0,1
coding,VERB,VBG,n,noun.act,writing > activity > act,-20.9502,1,0,1
coffin,VERB,VB,n,noun.artifact,box > container > instrumentality,4.0287,1,1,0
cold,VERB,VB,n,noun.state,communicable_disease > disease > illness,1.5578,3,2,1
coldly,ADV,RB,r,adv.all,,-7.992400000000001,2,1,1
coldness,VERB,VB,n,noun.cognition,temperature > somesthesia > perception,0.06084999999999999,2,1,1
collapse,VERB,VB,n,noun.state,illness > ill_health > pathological_state,-0.0847,1,0,0
collapsed,VERB,VBN,v,verb.motion,change,-0.6536500000000001,2,1,1
collar,VERB,VB,n,noun.artifact,band > strip > artifact,-20.1384,1,0,1
collect,VERB,VB,n,noun.communication,prayer > request > speech_act,-2.3526,1,0,1
collectively,ADV,RB,r,adv.all,,-21.3159,2,0,2
combine,VERB,VB,n,noun.artifact,harvester > farm_machine > machine,-19.5502,1,0,1
come,VERB,VB,n,noun.body,liquid_body_substance > body_substance > substance,-1.033577777777778,9,6,3
comfort,VERB,VB,n,noun.state,condition > state > attribute,-11.60675,2,0,2
comfortable,ADJ,JJ,a,adj.all,,-0.5493,1,0,1
comforted,VERB,VB,v,verb.emotion,,-5.77365,2,0,2
coming,VERB,VBG,n,noun.act,motion > change > action,-20.0285,1,0,1
commit,VERB,VB,v,verb.social,act,-3.967,2,0,2
commonly,ADV,RB,r,adv.all,,1.1168,1,1,0
communicate,VERB,VB,v,verb.communication,convey > transfer > move,-12.1596625,8,1,7
compelled,VERB,VBN,v,verb.social,induce,4.4333,1,1,0
compile,VERB,VB,v,verb.possession,store > keep > have,-2.4088,1,0,1
complain,VERB,VB,v,verb.communication,,0.9643857142857143,7,5,2
complete,VERB,VB,v,verb.change,end > change,-1.1437,1,0,1
completely,ADV,RB,r,adv.all,,-0.0004,1,0,0
complex,VERB,VB,n,noun.cognition,whole > concept > idea,-1.2267,1,0,1
comply,VERB,VB,v,verb.social,obey > adjust > change,2.3189499999999996,2,1,1
compose,VERB,VB,v,verb.stative,constitute,1.9311,1,1,0
compulsion,VERB,VB,n,noun.motive,irrational_impulse > irrational_motive > motivation,-1.0796,1,0,1
computer,VERB,VB,n,noun.artifact,machine > device > instrumentality,-0.2759,1,0,0
computers,NOUN,NNS,n,noun.artifact,machine > device > instrumentality,0.0969,1,0,0
concentrate,VERB,VB,n,noun.substance,ore > mineral > material,1.3692,1,1,0
condition,VERB,VB,n,noun.state,state > attribute > abstraction,-21.7041,1,0,1
condom,VERB,VB,n,noun.artifact,contraceptive > device > instrumentality,2.8159,1,1,0
confidentially,ADV,RB,r,adv.all,,6.7115,1,1,0
confidently,ADV,RB,r,adv.all,,-13.3228,1,0,1
confirm,VERB,VB,v,verb.cognition,,-20.4974,1,0,1
confiscate,VERB,VB,v,verb.possession,take,4.11905,2,1,1
confront,VERB,VB,v,verb.competition,meet,-8.595287500000001,8,0,7
congratulations,NOUN,NNS,n,noun.communication,approval > message > communication,0.9508,1,1,0
conjuring,VERB,VB,n,noun.cognition,magic > supernaturalism > belief,-20.6714,1,0,1
connection,NOUN,NN,n,noun.relation,relation > abstraction > entity,-0.5809,1,0,1
consider,VERB,VB,v,verb.cognition,think > evaluate > think,-6.03764347826087,23,0,21
considerSolution,NUM,CD,,,,20.63815,2,2,0
considered,VERB,VBN,v,verb.cognition,think > evaluate > think,-5.10095,2,0,1
conspiratorially,ADV,RB,,,,-0.1326,1,0,0
constellations,NOUN,NNS,n,noun.cognition,design > arrangement > structure,-20.0584,1,0,1
constriction,VERB,VB,n,noun.shape,narrowing > shape > spatial_property,7.947,1,1,0
consult,VERB,VB,v,verb.communication,ask > communicate > interact,-9.054314285714286,14,0,13
contact,VERB,VB,n,noun.act,interaction > action > act,-4.707335294117647,17,1,15
