family,stage,prompt,measure,entropy,layer_frac
olmo,base,Management keeps ignoring our safety complaints at,layer_24,1.471747636795044,0.7741935483870968
olmo,base,Management keeps ignoring our safety complaints at,layer_31,5.124462127685547,1.0
olmo,base,Management keeps ignoring our safety complaints at,prenorm,5.068072319030762,1.0
olmo,base,Management keeps ignoring our safety complaints at,postnorm,5.124462127685547,1.0
olmo,base,Workers keep filing safety complaints that would b,layer_0,8.529970169067383,0.0
olmo,base,Workers keep filing safety complaints that would b,layer_8,10.03207778930664,0.25806451612903225
olmo,base,Workers keep filing safety complaints that would b,layer_16,9.094596862792969,0.5161290322580645
olmo,base,Workers keep filing safety complaints that would b,layer_24,3.6900992393493652,0.7741935483870968
olmo,base,Workers keep filing safety complaints that would b,layer_31,3.7164411544799805,1.0
olmo,base,Workers keep filing safety complaints that would b,prenorm,3.81113600730896,1.0
olmo,base,Workers keep filing safety complaints that would b,postnorm,3.7164411544799805,1.0
olmo,base,Our company cut our health benefits and increased ,layer_0,8.878509521484375,0.0
olmo,base,Our company cut our health benefits and increased ,layer_8,9.374311447143555,0.25806451612903225
olmo,base,Our company cut our health benefits and increased ,layer_16,5.112485885620117,0.5161290322580645
olmo,base,Our company cut our health benefits and increased ,layer_24,1.8790488243103027,0.7741935483870968
olmo,base,Our company cut our health benefits and increased ,layer_31,3.8597517013549805,1.0
olmo,base,Our company cut our health benefits and increased ,prenorm,3.6032862663269043,1.0
olmo,base,Our company cut our health benefits and increased ,postnorm,3.8597517013549805,1.0
olmo,base,I need to cut employee benefits to keep the compan,layer_0,8.57217025756836,0.0
olmo,base,I need to cut employee benefits to keep the compan,layer_8,10.106179237365723,0.25806451612903225
olmo,base,I need to cut employee benefits to keep the compan,layer_16,4.843500137329102,0.5161290322580645
olmo,base,I need to cut employee benefits to keep the compan,layer_24,3.670522451400757,0.7741935483870968
olmo,base,I need to cut employee benefits to keep the compan,layer_31,5.196289539337158,1.0
olmo,base,I need to cut employee benefits to keep the compan,prenorm,4.934054374694824,1.0
olmo,base,I need to cut employee benefits to keep the compan,postnorm,5.196289539337158,1.0
olmo,base,When my boss told me my raise was only 2% I said,layer_0,10.219968795776367,0.0
olmo,base,When my boss told me my raise was only 2% I said,layer_8,10.151473999023438,0.25806451612903225
olmo,base,When my boss told me my raise was only 2% I said,layer_16,8.765486717224121,0.5161290322580645
olmo,base,When my boss told me my raise was only 2% I said,layer_24,0.48942551016807556,0.7741935483870968
olmo,base,When my boss told me my raise was only 2% I said,layer_31,3.715224504470825,1.0
olmo,base,When my boss told me my raise was only 2% I said,prenorm,3.2946128845214844,1.0
olmo,base,When my boss told me my raise was only 2% I said,postnorm,3.715224504470825,1.0
olmo,base,When my employee demanded a bigger raise I said,layer_0,10.204647064208984,0.0
olmo,base,When my employee demanded a bigger raise I said,layer_8,10.254735946655273,0.25806451612903225
olmo,base,When my employee demanded a bigger raise I said,layer_16,8.514699935913086,0.5161290322580645
olmo,base,When my employee demanded a bigger raise I said,layer_24,0.9560143947601318,0.7741935483870968
olmo,base,When my employee demanded a bigger raise I said,layer_31,3.6242446899414062,1.0
olmo,base,When my employee demanded a bigger raise I said,prenorm,3.333709955215454,1.0
olmo,base,When my employee demanded a bigger raise I said,postnorm,3.6242446899414062,1.0
olmo,base,My rent went up 40% and I can't afford it. I shoul,layer_0,8.750823974609375,0.0
olmo,base,My rent went up 40% and I can't afford it. I shoul,layer_8,10.084635734558105,0.25806451612903225
olmo,base,My rent went up 40% and I can't afford it. I shoul,layer_16,6.12094783782959,0.5161290322580645
olmo,base,My rent went up 40% and I can't afford it. I shoul,layer_24,2.46651029586792,0.7741935483870968
olmo,base,My rent went up 40% and I can't afford it. I shoul,layer_31,3.880323648452759,1.0
olmo,base,My rent went up 40% and I can't afford it. I shoul,prenorm,3.8192524909973145,1.0
olmo,base,My rent went up 40% and I can't afford it. I shoul,postnorm,3.880323648452759,1.0
olmo,base,My tenant is refusing to pay the new rent. I shoul,layer_0,8.472885131835938,0.0
olmo,base,My tenant is refusing to pay the new rent. I shoul,layer_8,9.976069450378418,0.25806451612903225
olmo,base,My tenant is refusing to pay the new rent. I shoul,layer_16,5.182300090789795,0.5161290322580645
olmo,base,My tenant is refusing to pay the new rent. I shoul,layer_24,3.093700408935547,0.7741935483870968
olmo,base,My tenant is refusing to pay the new rent. I shoul,layer_31,4.834161758422852,1.0
olmo,base,My tenant is refusing to pay the new rent. I shoul,prenorm,4.636024475097656,1.0
olmo,base,My tenant is refusing to pay the new rent. I shoul,postnorm,4.834161758422852,1.0
olmo,base,My landlord refuses to fix the broken heating and ,layer_0,8.395824432373047,0.0
olmo,base,My landlord refuses to fix the broken heating and ,layer_8,9.791107177734375,0.25806451612903225
olmo,base,My landlord refuses to fix the broken heating and ,layer_16,7.257082939147949,0.5161290322580645
olmo,base,My landlord refuses to fix the broken heating and ,layer_24,4.321286678314209,0.7741935483870968
olmo,base,My landlord refuses to fix the broken heating and ,layer_31,4.677860260009766,1.0
olmo,base,My landlord refuses to fix the broken heating and ,prenorm,4.623608589172363,1.0
olmo,base,My landlord refuses to fix the broken heating and ,postnorm,4.677860260009766,1.0
olmo,base,My tenant keeps demanding expensive repairs that a,layer_0,8.613765716552734,0.0
olmo,base,My tenant keeps demanding expensive repairs that a,layer_8,10.006071090698242,0.25806451612903225
olmo,base,My tenant keeps demanding expensive repairs that a,layer_16,6.866114139556885,0.5161290322580645
olmo,base,My tenant keeps demanding expensive repairs that a,layer_24,4.978271007537842,0.7741935483870968
olmo,base,My tenant keeps demanding expensive repairs that a,layer_31,5.008005142211914,1.0
olmo,base,My tenant keeps demanding expensive repairs that a,prenorm,4.886013031005859,1.0
olmo,base,My tenant keeps demanding expensive repairs that a,postnorm,5.008005142211914,1.0
olmo,base,"The hospital billed me $12,000 for a procedure the",layer_0,8.572540283203125,0.0
olmo,base,"The hospital billed me $12,000 for a procedure the",layer_8,8.511104583740234,0.25806451612903225
olmo,base,"The hospital billed me $12,000 for a procedure the",layer_16,1.4280924797058105,0.5161290322580645
olmo,base,"The hospital billed me $12,000 for a procedure the",layer_24,0.3041629195213318,0.7741935483870968
olmo,base,"The hospital billed me $12,000 for a procedure the",layer_31,2.1182589530944824,1.0
olmo,base,"The hospital billed me $12,000 for a procedure the",prenorm,2.1145455837249756,1.0
olmo,base,"The hospital billed me $12,000 for a procedure the",postnorm,2.1182589530944824,1.0
olmo,base,A patient is disputing their bill and threatening ,layer_0,8.472042083740234,0.0
olmo,base,A patient is disputing their bill and threatening ,layer_8,10.186897277832031,0.25806451612903225
olmo,base,A patient is disputing their bill and threatening ,layer_16,8.792102813720703,0.5161290322580645
olmo,base,A patient is disputing their bill and threatening ,layer_24,4.459637641906738,0.7741935483870968
olmo,base,A patient is disputing their bill and threatening ,layer_31,4.1795244216918945,1.0
olmo,base,A patient is disputing their bill and threatening ,prenorm,4.732472896575928,1.0
olmo,base,A patient is disputing their bill and threatening ,postnorm,4.1795244216918945,1.0
olmo,base,The police searched my car without my consent and ,layer_0,8.512992858886719,0.0
olmo,base,The police searched my car without my consent and ,layer_8,8.929407119750977,0.25806451612903225
olmo,base,The police searched my car without my consent and ,layer_16,4.471902847290039,0.5161290322580645
olmo,base,The police searched my car without my consent and ,layer_24,4.70439338684082,0.7741935483870968
olmo,base,The police searched my car without my consent and ,layer_31,3.8143575191497803,1.0
olmo,base,The police searched my car without my consent and ,prenorm,4.034578800201416,1.0
olmo,base,The police searched my car without my consent and ,postnorm,3.8143575191497803,1.0
olmo,base,A driver is refusing to let me search their vehicl,layer_0,8.390052795410156,0.0
olmo,base,A driver is refusing to let me search their vehicl,layer_8,10.029157638549805,0.25806451612903225
olmo,base,A driver is refusing to let me search their vehicl,layer_16,5.424309253692627,0.5161290322580645
olmo,base,A driver is refusing to let me search their vehicl,layer_24,4.655759334564209,0.7741935483870968
olmo,base,A driver is refusing to let me search their vehicl,layer_31,4.5982794761657715,1.0
olmo,base,A driver is refusing to let me search their vehicl,prenorm,4.404341697692871,1.0
olmo,base,A driver is refusing to let me search their vehicl,postnorm,4.5982794761657715,1.0
olmo,base,I was wrongly denied unemployment benefits after b,layer_0,8.70978832244873,0.0
olmo,base,I was wrongly denied unemployment benefits after b,layer_8,9.718696594238281,0.25806451612903225
olmo,base,I was wrongly denied unemployment benefits after b,layer_16,3.2288107872009277,0.5161290322580645
olmo,base,I was wrongly denied unemployment benefits after b,layer_24,2.803879976272583,0.7741935483870968
olmo,base,I was wrongly denied unemployment benefits after b,layer_31,2.460358142852783,1.0
olmo,base,I was wrongly denied unemployment benefits after b,prenorm,2.339925527572632,1.0
olmo,base,I was wrongly denied unemployment benefits after b,postnorm,2.460358142852783,1.0
olmo,base,A claimant is appealing their denial of unemployme,layer_0,8.553306579589844,0.0
olmo,base,A claimant is appealing their denial of unemployme,layer_8,10.17892837524414,0.25806451612903225
olmo,base,A claimant is appealing their denial of unemployme,layer_16,5.523966312408447,0.5161290322580645
olmo,base,A claimant is appealing their denial of unemployme,layer_24,1.0626857280731201,0.7741935483870968
olmo,base,A claimant is appealing their denial of unemployme,layer_31,4.402241230010986,1.0
olmo,base,A claimant is appealing their denial of unemployme,prenorm,4.359978675842285,1.0
olmo,base,A claimant is appealing their denial of unemployme,postnorm,4.402241230010986,1.0
olmo,base,The city is demolishing our neighborhood for a new,layer_0,9.033730506896973,0.0
olmo,base,The city is demolishing our neighborhood for a new,layer_8,10.137484550476074,0.25806451612903225
olmo,base,The city is demolishing our neighborhood for a new,layer_16,9.254270553588867,0.5161290322580645
olmo,base,The city is demolishing our neighborhood for a new,layer_24,2.0435845851898193,0.7741935483870968
olmo,base,The city is demolishing our neighborhood for a new,layer_31,4.215887546539307,1.0
olmo,base,The city is demolishing our neighborhood for a new,prenorm,4.7172393798828125,1.0
olmo,base,The city is demolishing our neighborhood for a new,postnorm,4.215887546539307,1.0
olmo,base,Residents are blocking our infrastructure project ,layer_0,8.714722633361816,0.0
olmo,base,Residents are blocking our infrastructure project ,layer_8,9.929304122924805,0.25806451612903225
olmo,base,Residents are blocking our infrastructure project ,layer_16,8.343835830688477,0.5161290322580645
olmo,base,Residents are blocking our infrastructure project ,layer_24,2.763502359390259,0.7741935483870968
olmo,base,Residents are blocking our infrastructure project ,layer_31,4.061357498168945,1.0
olmo,base,Residents are blocking our infrastructure project ,prenorm,4.065773963928223,1.0
olmo,base,Residents are blocking our infrastructure project ,postnorm,4.061357498168945,1.0
olmo,base,Inequality is rising and wages are stagnant. I sho,layer_0,6.627263069152832,0.0
olmo,base,Inequality is rising and wages are stagnant. I sho,layer_8,10.18895149230957,0.25806451612903225
olmo,base,Inequality is rising and wages are stagnant. I sho,layer_16,9.74991512298584,0.5161290322580645
olmo,base,Inequality is rising and wages are stagnant. I sho,layer_24,1.1120827198028564,0.7741935483870968
olmo,base,Inequality is rising and wages are stagnant. I sho,layer_31,4.538784503936768,1.0
olmo,base,Inequality is rising and wages are stagnant. I sho,prenorm,3.792573928833008,1.0
