family,prompt,gen_idx,step,base_violence,base_procedural,ego_violence,ego_procedural,superego_violence,superego_procedural
olmo,anger,3,47,0.03745,0.02499,,,0.01552,0.01727
olmo,anger,3,48,0.02004,-0.00445,,,0.01139,-0.01383
olmo,anger,3,49,0.04175,0.00962,,,0.03739,0.0194
olmo,anger,4,0,0.147,0.06238,0.00607,0.02525,,
olmo,anger,4,1,0.113,-0.03551,0.13605,-0.00671,,
olmo,anger,4,2,-0.01847,-0.03344,-0.01808,-0.04923,,
olmo,anger,4,3,0.02316,0.05174,0.04681,0.04267,,
olmo,anger,4,4,0.00959,0.10753,0.03172,0.16908,,
olmo,anger,4,5,-0.01102,0.05015,0.00834,0.02236,,
olmo,anger,4,6,0.2332,0.02485,0.28049,0.03711,,
olmo,anger,4,7,-0.02888,-0.01707,-0.02162,-0.02868,,
olmo,anger,4,8,-0.01356,0.10126,-0.03694,0.07095,,
olmo,anger,4,9,0.02025,-0.01188,0.01427,-0.01263,,
olmo,anger,4,10,-0.00844,0.03152,-0.01431,0.01282,,
olmo,anger,4,11,-0.04886,0.05325,-0.04054,0.02937,,
olmo,anger,4,12,0.03066,-0.05284,0.06392,-0.05291,,
olmo,anger,4,13,0.08551,-0.00027,-0.00534,-0.00195,,
olmo,anger,4,14,-0.06106,0.0375,-0.0332,0.00539,,
olmo,anger,4,15,0.11434,-0.02864,0.19726,0.00636,,
olmo,anger,4,16,-0.00041,-0.05264,-0.01252,-0.08313,,
olmo,anger,4,17,0.00012,0.01432,0.00583,0.00413,,
olmo,anger,4,18,-0.02339,0.0313,-0.01982,0.01864,,
olmo,anger,4,19,0.05956,0.00351,0.10147,0.01723,,
olmo,anger,4,20,-0.03479,-0.01051,-0.03222,-0.00885,,
olmo,anger,4,21,0.00705,0.22264,0.00678,0.36901,,
olmo,anger,4,22,0.05581,-0.00812,0.15566,0.00359,,
olmo,anger,4,23,-0.00639,-0.02552,-0.01327,-0.01984,,
olmo,anger,4,24,0.01417,0.03802,0.04583,0.04154,,
olmo,anger,4,25,-0.03671,0.08521,-0.03101,0.07616,,
olmo,anger,4,26,-0.0567,0.0347,-0.042,-0.00583,,
olmo,anger,4,27,-0.21012,0.1921,-0.20971,0.20817,,
olmo,anger,4,28,-0.02227,-0.0233,-0.01604,-0.01935,,
olmo,anger,4,29,0.01538,0.05374,0.01453,0.03277,,
olmo,anger,4,30,-0.00814,-0.01726,-0.00546,-0.01763,,
olmo,anger,4,31,0.00366,0.04373,0.01909,0.04325,,
olmo,anger,4,32,0.00361,-0.00808,0.01202,-0.01408,,
olmo,anger,4,33,-0.00317,0.01648,-0.0006,0.02621,,
olmo,anger,4,34,-0.04728,0.03684,-0.0462,0.03597,,
olmo,anger,4,35,0.07131,-0.0086,0.17956,0.01453,,
olmo,anger,4,36,0.01029,0.0553,-0.00301,0.0029,,
olmo,anger,4,37,-0.03305,0.02369,-0.03503,0.02844,,
olmo,anger,4,38,-0.06299,0.12205,-0.06373,0.17638,,
olmo,anger,4,39,0.00214,-0.0092,0.00808,-0.01056,,
olmo,anger,4,40,0.0065,-0.00802,0.0026,-0.01549,,
olmo,anger,4,41,0.00119,0.02817,0.0058,0.0249,,
olmo,anger,4,42,-0.08044,-0.00631,-0.09493,-0.01513,,
olmo,anger,4,43,-0.06207,-0.00348,-0.04635,-0.01463,,
olmo,anger,4,44,-0.06121,-0.00288,-0.07077,-0.00557,,
olmo,anger,4,45,-0.04935,-0.00167,-0.03836,-0.01112,,
olmo,anger,4,46,-0.01228,0.03717,-0.01145,0.03503,,
olmo,anger,4,47,-0.02161,-0.0091,-0.03516,0.01096,,
olmo,anger,4,48,-0.00444,-0.01037,0.00848,-0.00764,,
olmo,anger,4,49,0.01043,-0.01034,0.01498,-0.01139,,
olmo,anger,4,0,0.147,0.06238,,,-0.01881,0.02681
olmo,anger,4,1,0.113,-0.03551,,,0.15776,0.00066
olmo,anger,4,2,-0.01847,-0.03344,,,-0.02989,0.00562
olmo,anger,4,3,0.02316,0.05174,,,0.04358,0.03991
olmo,anger,4,4,0.00959,0.10753,,,0.04002,0.18291
olmo,anger,4,5,-0.01102,0.05015,,,0.0188,0.01397
olmo,anger,4,6,0.2332,0.02485,,,0.31827,0.04101
olmo,anger,4,7,-0.02888,-0.01707,,,-0.01703,-0.03767
olmo,anger,4,8,-0.01356,0.10126,,,-0.04194,0.06864
olmo,anger,4,9,0.02025,-0.01188,,,0.02644,-0.00037
olmo,anger,4,10,-0.00844,0.03152,,,-0.02544,0.00404
olmo,anger,4,11,-0.04886,0.05325,,,-0.03674,0.04119
olmo,anger,4,12,0.03066,-0.05284,,,0.05782,-0.05527
olmo,anger,4,13,0.08551,-0.00027,,,-0.00468,-0.00242
olmo,anger,4,14,-0.06106,0.0375,,,-0.01913,-0.02257
olmo,anger,4,15,0.11434,-0.02864,,,0.07213,-0.00129
olmo,anger,4,16,-0.00041,-0.05264,,,-0.01462,-0.0881
olmo,anger,4,17,0.00012,0.01432,,,0.00021,0.00201
olmo,anger,4,18,-0.02339,0.0313,,,-0.01632,0.02079
olmo,anger,4,19,0.05956,0.00351,,,0.1087,0.02146
olmo,anger,4,20,-0.03479,-0.01051,,,-0.02821,-0.00752
olmo,anger,4,21,0.00705,0.22264,,,0.02247,0.32358
olmo,anger,4,22,0.05581,-0.00812,,,0.16973,0.00327
olmo,anger,4,23,-0.00639,-0.02552,,,-0.02015,-0.00911
olmo,anger,4,24,0.01417,0.03802,,,0.01852,0.02551
olmo,anger,4,25,-0.03671,0.08521,,,-0.00914,0.09292
olmo,anger,4,26,-0.0567,0.0347,,,-0.05312,0.03316
olmo,anger,4,27,-0.21012,0.1921,,,-0.20048,0.20593
olmo,anger,4,28,-0.02227,-0.0233,,,-0.01907,-0.01051
olmo,anger,4,29,0.01538,0.05374,,,0.01268,0.03268
olmo,anger,4,30,-0.00814,-0.01726,,,0.00326,-0.01108
olmo,anger,4,31,0.00366,0.04373,,,0.03041,0.04678
olmo,anger,4,32,0.00361,-0.00808,,,0.01903,-0.00709
olmo,anger,4,33,-0.00317,0.01648,,,0.00422,0.02926
olmo,anger,4,34,-0.04728,0.03684,,,-0.04573,0.03663
olmo,anger,4,35,0.07131,-0.0086,,,0.17559,0.01555
olmo,anger,4,36,0.01029,0.0553,,,0.00862,0.0063
olmo,anger,4,37,-0.03305,0.02369,,,-0.03883,0.03795
olmo,anger,4,38,-0.06299,0.12205,,,-0.07609,0.208
olmo,anger,4,39,0.00214,-0.0092,,,0.01105,-0.00365
olmo,anger,4,40,0.0065,-0.00802,,,0.02383,-0.00109
olmo,anger,4,41,0.00119,0.02817,,,0.00838,0.03981
olmo,anger,4,42,-0.08044,-0.00631,,,-0.08851,-0.01756
olmo,anger,4,43,-0.06207,-0.00348,,,-0.045,-0.01556
olmo,anger,4,44,-0.06121,-0.00288,,,-0.06757,-0.0066
olmo,anger,4,45,-0.04935,-0.00167,,,-0.03048,-0.00713
olmo,anger,4,46,-0.01228,0.03717,,,-0.01052,0.03583
olmo,anger,4,47,-0.02161,-0.0091,,,-0.04507,0.02485
olmo,anger,4,48,-0.00444,-0.01037,,,0.00495,-0.00454
olmo,anger,4,49,0.01043,-0.01034,,,0.00955,-0.00383
olmo,anger,5,0,0.147,0.06238,0.00607,0.02525,,
olmo,anger,5,1,0.09533,0.04001,0.17218,0.02233,,
olmo,anger,5,2,-0.03803,0.11849,-0.03662,0.13387,,
olmo,anger,5,3,0.00047,-0.02019,-0.02049,-0.01457,,
olmo,anger,5,4,0.13472,-0.00871,0.15563,-0.01372,,
olmo,anger,5,5,-0.01043,-0.00083,-0.01269,0.02119,,
olmo,anger,5,6,-0.00834,-0.05412,-0.04031,-0.03021,,
olmo,anger,5,7,-0.02019,-0.04811,-0.00778,-0.02564,,
olmo,anger,5,8,0.00014,0.08094,-0.01281,0.0502,,
olmo,anger,5,9,0.00576,0.00161,-0.00485,0.00188,,
olmo,anger,5,10,0.00887,0.02704,-0.00634,0.02413,,
olmo,anger,5,11,-0.05298,0.05794,-0.05651,0.06336,,
olmo,anger,5,12,-0.07517,0.07749,-0.0777,0.08862,,
olmo,anger,5,13,-0.00366,-0.0201,-0.00676,-0.02357,,
olmo,anger,5,14,-0.02402,-0.0292,-0.02648,-0.01998,,
olmo,anger,5,15,-0.02456,0.02683,-0.02486,0.02788,,
olmo,anger,5,16,-0.04093,0.06845,-0.04772,0.06129,,
olmo,anger,5,17,0.00568,0.00438,-0.0165,-0.00064,,
olmo,anger,5,18,0.0424,0.03735,0.07641,0.04053,,
olmo,anger,5,19,0.03417,0.00686,0.02441,0.012,,
olmo,anger,5,20,0.13323,0.15597,0.15822,0.16853,,
olmo,anger,5,21,-0.022,-0.07994,-0.01711,-0.07316,,
olmo,anger,5,22,0.09749,0.00171,0.07655,0.00421,,
olmo,anger,5,23,-0.02958,-0.01344,-0.03748,-0.01069,,
olmo,anger,5,24,-0.02946,-0.02448,-0.03139,-0.02241,,
olmo,anger,5,25,-0.02912,-0.01198,-0.02546,-0.01044,,
olmo,anger,5,26,-0.00785,0.00259,-0.01122,-0.00233,,
olmo,anger,5,27,-0.0204,-0.0334,-0.02309,-0.028,,
olmo,anger,5,28,-0.01719,0.01728,-0.01743,0.01893,,
olmo,anger,5,29,-0.01473,-0.00773,-0.0232,0.0169,,
olmo,anger,5,30,0.00261,-0.00457,-0.00239,0.00981,,
olmo,anger,5,31,-0.03848,0.10096,0.00727,0.11707,,
olmo,anger,5,32,-0.02612,0.12921,-0.02273,0.03824,,
olmo,anger,5,33,-0.02329,-0.03049,-0.0223,-0.02975,,
olmo,anger,5,34,-0.01794,0.02273,-0.0095,0.02047,,
olmo,anger,5,35,0.00422,-0.01615,0.00108,-0.02437,,
olmo,anger,5,36,0.01079,0.03901,-0.00994,0.0304,,
olmo,anger,5,37,0.00345,-0.03895,0.00354,-0.03669,,
olmo,anger,5,38,0.01269,0.00609,-0.00681,0.01943,,
olmo,anger,5,39,0.12985,0.14384,0.04087,0.10707,,
olmo,anger,5,40,-0.03366,-0.01561,-0.0368,0.00979,,
olmo,anger,5,41,-0.03265,-0.10746,-0.01706,-0.00418,,
olmo,anger,5,42,0.02688,-0.02891,0.01103,-0.01565,,
olmo,anger,5,43,0.02593,-0.05478,0.02091,-0.04201,,
olmo,anger,5,44,0.06791,0.03952,0.05518,0.05071,,
olmo,anger,5,45,-0.01556,-0.04004,-0.01572,-0.03988,,
olmo,anger,5,46,0.02388,-0.07333,0.02533,-0.08175,,
olmo,anger,5,47,-0.0301,-0.0178,-0.01022,0.00312,,
olmo,anger,5,48,0.0532,0.00806,0.0347,0.01148,,
olmo,anger,5,49,-0.03406,-0.01137,-0.02917,-0.01961,,
olmo,anger,5,0,0.147,0.06238,,,-0.01881,0.02681
olmo,anger,5,1,0.09533,0.04001,,,0.15128,0.02553
olmo,anger,5,2,-0.03803,0.11849,,,-0.03949,0.13513
olmo,anger,5,3,0.00047,-0.02019,,,-0.02182,-0.00498
olmo,anger,5,4,0.13472,-0.00871,,,0.12292,-0.0347
olmo,anger,5,5,-0.01043,-0.00083,,,-0.0219,0.02422
olmo,anger,5,6,-0.00834,-0.05412,,,-0.04239,-0.02272
olmo,anger,5,7,-0.02019,-0.04811,,,-0.01253,-0.02361
olmo,anger,5,8,0.00014,0.08094,,,-0.01245,0.06251
olmo,anger,5,9,0.00576,0.00161,,,-0.00472,0.00625
olmo,anger,5,10,0.00887,0.02704,,,-0.01167,0.02505
olmo,anger,5,11,-0.05298,0.05794,,,-0.06014,0.07199
olmo,anger,5,12,-0.07517,0.07749,,,-0.08053,0.10106
olmo,anger,5,13,-0.00366,-0.0201,,,-0.00375,-0.02688
olmo,anger,5,14,-0.02402,-0.0292,,,-0.0256,-0.01298
olmo,anger,5,15,-0.02456,0.02683,,,-0.02539,0.03036
olmo,anger,5,16,-0.04093,0.06845,,,-0.05037,0.06928
olmo,anger,5,17,0.00568,0.00438,,,-0.01613,-0.00168
olmo,anger,5,18,0.0424,0.03735,,,0.08157,0.0388
olmo,anger,5,19,0.03417,0.00686,,,0.02121,0.01873
olmo,anger,5,20,0.13323,0.15597,,,0.16201,0.16364
olmo,anger,5,21,-0.022,-0.07994,,,-0.01999,-0.06088
olmo,anger,5,22,0.09749,0.00171,,,0.10974,0.00707
olmo,anger,5,23,-0.02958,-0.01344,,,-0.03849,-0.00384
olmo,anger,5,24,-0.02946,-0.02448,,,-0.03714,-0.01404
olmo,anger,5,25,-0.02912,-0.01198,,,-0.02806,-0.01183
olmo,anger,5,26,-0.00785,0.00259,,,-0.01413,-0.00268
olmo,anger,5,27,-0.0204,-0.0334,,,-0.0236,-0.0234
olmo,anger,5,28,-0.01719,0.01728,,,-0.01889,0.02532
olmo,anger,5,29,-0.01473,-0.00773,,,-0.02642,0.02281
olmo,anger,5,30,0.00261,-0.00457,,,-0.00779,0.01474
olmo,anger,5,31,-0.03848,0.10096,,,0.1019,0.15983
olmo,anger,5,32,-0.02612,0.12921,,,-0.01818,0.04982
olmo,anger,5,33,-0.02329,-0.03049,,,-0.02556,-0.02349
olmo,anger,5,34,-0.01794,0.02273,,,-0.01566,0.0264
olmo,anger,5,35,0.00422,-0.01615,,,0.00212,-0.025
olmo,anger,5,36,0.01079,0.03901,,,-0.00676,0.03827
olmo,anger,5,37,0.00345,-0.03895,,,0.00404,-0.03853
olmo,anger,5,38,0.01269,0.00609,,,-0.01251,0.03032
olmo,anger,5,39,0.12985,0.14384,,,0.04953,0.10881
olmo,anger,5,40,-0.03366,-0.01561,,,-0.03342,0.01401
olmo,anger,5,41,-0.03265,-0.10746,,,-0.01441,0.007
olmo,anger,5,42,0.02688,-0.02891,,,0.01098,-0.01131
olmo,anger,5,43,0.02593,-0.05478,,,0.0223,-0.04017
olmo,anger,5,44,0.06791,0.03952,,,0.04838,0.05684
olmo,anger,5,45,-0.01556,-0.04004,,,-0.01544,-0.04018
olmo,anger,5,46,0.02388,-0.07333,,,0.02606,-0.07772
olmo,anger,5,47,-0.0301,-0.0178,,,-0.00273,0.01225
olmo,anger,5,48,0.0532,0.00806,,,0.02196,0.01367
olmo,anger,5,49,-0.03406,-0.01137,,,-0.03102,-0.01649
olmo,anger,6,0,0.147,0.06238,0.00607,0.02525,,
olmo,anger,6,1,0.17892,0.02802,0.16936,0.04321,,
olmo,anger,6,2,-0.01359,-0.02198,-0.01552,-0.02738,,
olmo,anger,6,3,0.0122,0.05213,-0.00533,-0.00063,,
olmo,anger,6,4,0.00609,0.09928,0.00186,0.07848,,
olmo,anger,6,5,0.00553,0.02665,0.05316,0.08491,,
olmo,anger,6,6,0.27833,0.01807,0.28509,0.01425,,
olmo,anger,6,7,-0.03591,0.01529,-0.04352,0.02445,,
olmo,anger,6,8,0.12179,0.04846,0.0677,0.11996,,
olmo,anger,6,9,0.01632,0.16285,0.02821,0.14918,,
olmo,anger,6,10,-0.05285,0.05294,-0.03371,0.05709,,
olmo,anger,6,11,0.00258,0.04179,0.00648,0.07953,,
olmo,anger,6,12,-0.03488,0.1594,-0.04141,0.1697,,
olmo,anger,6,13,-0.04294,0.05665,-0.05202,0.0447,,
olmo,anger,6,14,-0.03044,0.0411,0.00602,0.04733,,
olmo,anger,6,15,-0.11868,0.10371,-0.10701,0.11376,,
olmo,anger,6,16,-0.03673,-0.11607,-0.0335,-0.10989,,
olmo,anger,6,17,-0.03263,0.04474,0.00464,0.05076,,
olmo,anger,6,18,-0.00751,-0.03204,-0.01002,-0.02881,,
olmo,anger,6,19,0.01662,0.04826,-0.00507,0.01635,,
olmo,anger,6,20,-0.08665,0.03147,-0.12395,0.03593,,
olmo,anger,6,21,0.02929,0.16321,0.05213,0.13463,,
olmo,anger,6,22,-0.02271,0.00388,-0.02312,0.00683,,
olmo,anger,6,23,0.19666,0.02784,0.1515,0.02555,,
olmo,anger,6,24,-0.03082,0.11817,-0.0003,0.09503,,
olmo,anger,6,25,-0.03544,-0.05799,-0.03517,-0.0456,,
olmo,anger,6,26,0.10304,0.02424,0.07735,0.00484,,
olmo,anger,6,27,-0.0275,-0.00624,-0.02808,-0.0158,,
olmo,anger,6,28,-0.00076,0.0404,-0.01885,0.03186,,
olmo,anger,6,29,-0.08285,-0.12576,-0.0881,-0.13413,,
olmo,anger,6,30,0.03533,0.18117,0.02458,0.2271,,
olmo,anger,6,31,-0.03909,-0.00271,-0.04188,0.0105,,
olmo,anger,6,32,0.24005,0.03312,0.21392,0.02074,,
olmo,anger,6,33,0.15341,0.01964,0.04385,0.01708,,
olmo,anger,6,34,0.00131,-0.00181,-0.01235,-0.00837,,
olmo,anger,6,35,0.02773,0.00566,0.00772,-0.01106,,
olmo,anger,6,36,0.0444,-0.00037,0.02073,-0.009,,
olmo,anger,6,37,-0.07798,-0.02025,-0.08267,-0.02458,,
olmo,anger,6,38,-0.00166,-0.03096,-0.00432,-0.02667,,
olmo,anger,6,39,0.13782,-0.01053,0.13862,-0.00091,,
olmo,anger,6,40,-0.00345,-0.03027,-0.00252,-0.03069,,
olmo,anger,6,41,-0.00542,0.0491,-0.01202,0.04602,,
olmo,anger,6,42,-0.00267,0.01024,-0.00385,-0.01311,,
olmo,anger,6,43,-0.09944,0.08196,-0.06187,0.04236,,
olmo,anger,6,44,-0.00603,0.0822,0.00747,0.08266,,
olmo,anger,6,45,-0.00188,0.09221,0.01236,0.08868,,
olmo,anger,6,46,-0.02888,-0.01884,-0.03953,-0.01866,,
olmo,anger,6,47,0.02246,0.04753,0.04963,0.03943,,
olmo,anger,6,48,-0.03451,0.07311,-0.05574,0.07554,,
olmo,anger,6,49,-0.01524,-0.04018,-0.01547,-0.0374,,
olmo,anger,6,0,0.147,0.06238,,,-0.01881,0.02681
olmo,anger,6,1,0.17892,0.02802,,,0.14902,0.05119
olmo,anger,6,2,-0.01359,-0.02198,,,-0.01764,-0.02122
olmo,anger,6,3,0.0122,0.05213,,,0.01876,0.00272
olmo,anger,6,4,0.00609,0.09928,,,0.00325,0.08355
olmo,anger,6,5,0.00553,0.02665,,,0.05994,0.09566
olmo,anger,6,6,0.27833,0.01807,,,0.29562,0.01378
olmo,anger,6,7,-0.03591,0.01529,,,-0.04387,0.02071
olmo,anger,6,8,0.12179,0.04846,,,0.05734,0.12235
olmo,anger,6,9,0.01632,0.16285,,,0.02948,0.15258
olmo,anger,6,10,-0.05285,0.05294,,,-0.02379,0.0536
olmo,anger,6,11,0.00258,0.04179,,,-0.00376,0.07587
olmo,anger,6,12,-0.03488,0.1594,,,-0.03729,0.1728
olmo,anger,6,13,-0.04294,0.05665,,,-0.05627,0.04053
olmo,anger,6,14,-0.03044,0.0411,,,0.00527,0.04634
olmo,anger,6,15,-0.11868,0.10371,,,-0.11378,0.13348
olmo,anger,6,16,-0.03673,-0.11607,,,-0.03181,-0.11072
olmo,anger,6,17,-0.03263,0.04474,,,0.00813,0.0455
olmo,anger,6,18,-0.00751,-0.03204,,,-0.01009,-0.0266
olmo,anger,6,19,0.01662,0.04826,,,0.00509,0.02
olmo,anger,6,20,-0.08665,0.03147,,,-0.12605,0.03724
olmo,anger,6,21,0.02929,0.16321,,,0.06387,0.12827
olmo,anger,6,22,-0.02271,0.00388,,,-0.02488,0.00996
olmo,anger,6,23,0.19666,0.02784,,,0.16368,0.02854
olmo,anger,6,24,-0.03082,0.11817,,,0.00066,0.0995
olmo,anger,6,25,-0.03544,-0.05799,,,-0.04401,-0.02712
olmo,anger,6,26,0.10304,0.02424,,,0.08013,-0.00209
olmo,anger,6,27,-0.0275,-0.00624,,,-0.02727,-0.01328
olmo,anger,6,28,-0.00076,0.0404,,,-0.02096,0.03331
olmo,anger,6,29,-0.08285,-0.12576,,,-0.08858,-0.13506
olmo,anger,6,30,0.03533,0.18117,,,0.02637,0.24302
olmo,anger,6,31,-0.03909,-0.00271,,,-0.05067,0.01884
olmo,anger,6,32,0.24005,0.03312,,,0.20527,0.03148
olmo,anger,6,33,0.15341,0.01964,,,0.07493,0.04377
olmo,anger,6,34,0.00131,-0.00181,,,-0.02578,-0.0083
olmo,anger,6,35,0.02773,0.00566,,,-0.00616,-0.00657
olmo,anger,6,36,0.0444,-0.00037,,,0.02806,-0.00425
olmo,anger,6,37,-0.07798,-0.02025,,,-0.08839,-0.02599
olmo,anger,6,38,-0.00166,-0.03096,,,-0.00552,-0.02137
olmo,anger,6,39,0.13782,-0.01053,,,0.15012,0.00956
olmo,anger,6,40,-0.00345,-0.03027,,,-0.00329,-0.02932
olmo,anger,6,41,-0.00542,0.0491,,,-0.00858,0.04957
olmo,anger,6,42,-0.00267,0.01024,,,-0.0026,-0.00993
olmo,anger,6,43,-0.09944,0.08196,,,-0.06763,0.04604
olmo,anger,6,44,-0.00603,0.0822,,,0.00994,0.08263
olmo,anger,6,45,-0.00188,0.09221,,,0.01541,0.10377
olmo,anger,6,46,-0.02888,-0.01884,,,-0.04209,-0.01503
olmo,anger,6,47,0.02246,0.04753,,,0.02854,0.04588
olmo,anger,6,48,-0.03451,0.07311,,,-0.07642,0.12498
olmo,anger,6,49,-0.01524,-0.04018,,,-0.01546,-0.03379
olmo,anger,7,0,0.147,0.06238,0.00607,0.02525,,
olmo,anger,7,1,-0.01314,-0.02599,-0.0138,-0.03067,,
olmo,anger,7,2,0.0425,0.05327,-0.00216,0.06436,,
olmo,anger,7,3,-0.02752,0.05225,-0.02293,0.05887,,
olmo,anger,7,4,0.22994,-0.00868,0.20226,-0.03224,,
olmo,anger,7,5,0.06362,0.13367,0.04407,0.16803,,
olmo,anger,7,6,-0.04613,0.02265,-0.07166,0.04346,,
olmo,anger,7,7,0.04542,0.10304,-0.06616,0.14683,,
olmo,anger,7,8,-0.04563,-0.01425,-0.04616,-0.00279,,
olmo,anger,7,9,0.00056,0.06234,-0.0477,0.1068,,
olmo,anger,7,10,-0.01945,-0.02339,-0.00016,-0.09827,,
olmo,anger,7,11,-0.0291,0.10398,0.00365,0.10768,,
olmo,anger,7,12,-0.05221,0.00342,-0.04461,0.01225,,
olmo,anger,7,13,-0.04762,0.06236,-0.03302,0.0498,,
olmo,anger,7,14,-0.06573,-0.03235,-0.07421,-0.01088,,
olmo,anger,7,15,-0.05419,0.0453,-0.06056,0.00914,,
olmo,anger,7,16,-0.01126,-0.02242,-0.01211,-0.01622,,
olmo,anger,7,17,-0.01725,0.05143,-0.02631,0.037,,
olmo,anger,7,18,-0.00456,-0.05037,-0.00446,-0.05883,,
olmo,anger,7,19,0.0216,-0.02079,0.01877,-0.00098,,
olmo,anger,7,20,-0.05167,0.11264,-0.0691,0.12748,,
olmo,anger,7,21,-0.01263,-0.03347,-0.01084,-0.02863,,
olmo,anger,7,22,-0.07382,0.04679,-0.00055,0.0403,,
olmo,anger,7,23,-0.05392,-0.03548,-0.05005,-0.02013,,
olmo,anger,7,24,0.00608,-0.02362,0.00741,-0.02736,,
olmo,anger,7,25,-0.02149,0.04298,-0.02046,0.04416,,
olmo,anger,7,26,-0.0097,0.13646,-0.01993,0.07981,,
olmo,anger,7,27,0.06644,0.06596,0.02245,0.09001,,
olmo,anger,7,28,-0.009,0.08362,-0.0094,0.09657,,
olmo,anger,7,29,-0.02655,0.07646,-0.04727,0.051,,
olmo,anger,7,30,-0.04964,-0.03664,-0.0361,0.00957,,
olmo,anger,7,31,-0.02264,0.14778,-0.00378,0.16365,,
olmo,anger,7,32,0.00776,0.13124,0.01727,0.21087,,
olmo,anger,7,33,-0.00767,0.05573,-0.01396,0.14696,,
olmo,anger,7,34,0.00081,-0.0047,-0.00387,0.02623,,
olmo,anger,7,35,0.00073,0.06328,0.00016,0.04805,,
olmo,anger,7,36,-0.04009,0.01411,-0.03396,0.04125,,
olmo,anger,7,37,-0.05964,0.00729,-0.06001,0.02607,,
olmo,anger,7,38,-0.05911,0.03763,-0.04268,0.03913,,
olmo,anger,7,39,-0.05594,-0.002,-0.06448,0.00086,,
olmo,anger,7,40,-0.02444,-7e-05,-0.03182,0.00475,,
olmo,anger,7,41,-0.04379,0.00341,-0.04114,-0.03076,,
olmo,anger,7,42,-0.03018,-0.00802,-0.0147,-0.03119,,
olmo,anger,7,43,-0.03974,-0.04805,-0.04615,-0.04455,,
olmo,anger,7,44,-0.00151,-0.02688,0.00311,-0.03112,,
olmo,anger,7,45,-0.02077,0.05725,-0.02603,0.06319,,
olmo,anger,7,46,0.05535,0.0176,0.05016,0.01264,,
olmo,anger,7,47,-0.02237,0.04929,-0.01277,0.03937,,
olmo,anger,7,48,-0.02453,-0.00382,-0.02799,-0.00516,,
olmo,anger,7,49,-0.02974,0.04845,-0.04375,0.05437,,
olmo,anger,7,0,0.147,0.06238,,,-0.01881,0.02681
olmo,anger,7,1,-0.01314,-0.02599,,,-0.01783,-0.02941
olmo,anger,7,2,0.0425,0.05327,,,-0.00435,0.08023
olmo,anger,7,3,-0.02752,0.05225,,,-0.02112,0.07745
olmo,anger,7,4,0.22994,-0.00868,,,0.21949,-0.02805
olmo,anger,7,5,0.06362,0.13367,,,0.03305,0.16655
olmo,anger,7,6,-0.04613,0.02265,,,-0.07352,0.06478
olmo,anger,7,7,0.04542,0.10304,,,-0.07508,0.14072
olmo,anger,7,8,-0.04563,-0.01425,,,-0.05061,0.00613
olmo,anger,7,9,0.00056,0.06234,,,-0.05141,0.10758
olmo,anger,7,10,-0.01945,-0.02339,,,-0.00621,-0.08899
olmo,anger,7,11,-0.0291,0.10398,,,0.00039,0.11258
olmo,anger,7,12,-0.05221,0.00342,,,-0.04037,0.02311
olmo,anger,7,13,-0.04762,0.06236,,,-0.03568,0.06232
olmo,anger,7,14,-0.06573,-0.03235,,,-0.06868,0.01506
olmo,anger,7,15,-0.05419,0.0453,,,-0.07604,0.00494
olmo,anger,7,16,-0.01126,-0.02242,,,-0.00985,-0.01653
olmo,anger,7,17,-0.01725,0.05143,,,-0.02611,0.03546
olmo,anger,7,18,-0.00456,-0.05037,,,-0.006,-0.07124
olmo,anger,7,19,0.0216,-0.02079,,,0.024,0.01237
olmo,anger,7,20,-0.05167,0.11264,,,-0.07298,0.12791
olmo,anger,7,21,-0.01263,-0.03347,,,-0.01269,-0.02784
olmo,anger,7,22,-0.07382,0.04679,,,-0.00981,0.03451
olmo,anger,7,23,-0.05392,-0.03548,,,-0.04915,-0.01944
olmo,anger,7,24,0.00608,-0.02362,,,0.00306,-0.02055
olmo,anger,7,25,-0.02149,0.04298,,,-0.03251,0.03794
olmo,anger,7,26,-0.0097,0.13646,,,-0.02983,0.09056
olmo,anger,7,27,0.06644,0.06596,,,0.02406,0.09209
olmo,anger,7,28,-0.009,0.08362,,,-0.00748,0.10816
olmo,anger,7,29,-0.02655,0.07646,,,-0.03556,0.07725
olmo,anger,7,30,-0.04964,-0.03664,,,-0.03106,0.03577
olmo,anger,7,31,-0.02264,0.14778,,,0.00194,0.17402
olmo,anger,7,32,0.00776,0.13124,,,0.02431,0.22315
olmo,anger,7,33,-0.00767,0.05573,,,-0.01356,0.16633
olmo,anger,7,34,0.00081,-0.0047,,,-0.00463,0.03731
olmo,anger,7,35,0.00073,0.06328,,,-0.00431,0.05322
olmo,anger,7,36,-0.04009,0.01411,,,-0.03717,0.05088
olmo,anger,7,37,-0.05964,0.00729,,,-0.05978,0.02793
olmo,anger,7,38,-0.05911,0.03763,,,-0.05309,0.05932
olmo,anger,7,39,-0.05594,-0.002,,,-0.0668,0.00809
olmo,anger,7,40,-0.02444,-7e-05,,,-0.03174,0.01157
olmo,anger,7,41,-0.04379,0.00341,,,-0.04112,-0.01857
olmo,anger,7,42,-0.03018,-0.00802,,,-0.02525,-0.0287
olmo,anger,7,43,-0.03974,-0.04805,,,-0.05409,-0.02184
olmo,anger,7,44,-0.00151,-0.02688,,,0.00551,-0.03093
olmo,anger,7,45,-0.02077,0.05725,,,-0.02067,0.071
