idx,_id,year,author,title,n_words,passage_seq,dialogue_density,blt_bits_per_char,pythia_loss,pythia_chars_per_token,pythia_n_tokens,qc
103,_eebo_tcp/A02080,1589,"Greene, Robert, 1558?-1592.",Ciceronis amor� Tullies loue.,524,1,none,1.3318967742793717,4.074295997619629,3.4248587570621467,512,1550
104,_eebo_tcp/A02080,1589,"Greene, Robert, 1558?-1592.",Ciceronis amor� Tullies loue.,511,2,none,,3.716364860534668,3.3935406698564594,512,1550
105,_eebo_tcp/A02080,1589,"Greene, Robert, 1558?-1592.",Ciceronis amor� Tullies loue.,502,3,none,2.89536006355793,4.107156753540039,3.3504566210045663,512,1550
106,_eebo_tcp/A02080,1589,"Greene, Robert, 1558?-1592.",Ciceronis amor� Tullies loue.,205,4,none,2.7921325044044156,3.966874599456787,3.3532934131736525,334,1550
107,_eebo_tcp/A02133,1589,"Greene, Robert, 1558?-1592.",Menaphon,505,1,sparse,,3.3832008838653564,3.3607361963190185,512,1550
108,_eebo_tcp/A02133,1589,"Greene, Robert, 1558?-1592.",Menaphon,501,2,sparse,1.9046497991040925,3.95335054397583,3.3892365456821025,512,1550
109,_eebo_tcp/A07674,1589,"Munday, Anthony, 1553-1633.","The honorable, pleasant and rare conceited historie of Palmendos.",516,34,sparse,1.5619797997702953,3.841259241104126,4.1820851688693095,512,1550
110,_earlyprint/A13377,1590,"Tarlton, Richard, d. 1588, attributed name.","Tarltons newes out of purgatorie Onely such a iest as his iigge, fit for gentlemen to laugh at an houre, &c. Published by an old companion of his, Robin Goodfellow.",534,3,none,1.407785656276651,3.7515671253204346,4.178723404255319,512,1550
111,_earlyprint/A13377,1590,"Tarlton, Richard, d. 1588, attributed name.","Tarltons newes out of purgatorie Onely such a iest as his iigge, fit for gentlemen to laugh at an houre, &c. Published by an old companion of his, Robin Goodfellow.",520,6,sparse,1.84753767281404,4.279458045959473,3.881766381766382,512,1550
112,_earlyprint/A13377,1590,"Tarlton, Richard, d. 1588, attributed name.","Tarltons newes out of purgatorie Onely such a iest as his iigge, fit for gentlemen to laugh at an houre, &c. Published by an old companion of his, Robin Goodfellow.",570,13,none,,3.729120969772339,4.233473980309423,512,1550
113,_earlyprint/A17918,1590,,"The cobler of Caunterburie, or An inuectiue against Tarltons newes out of purgatorie A merrier iest then a clownes iigge, and fitter for gentlemens humors. Published with the cost of a dickar of cowe hides.",501,17,sparse,,3.655975341796875,4.325242718446602,512,1550
114,_earlyprint/A18993,1590,"Munday, Anthony, 1553-1633.",The first book of Amadis of Gaule,529,80,sparse,1.333589892451135,3.951714992523194,4.307121661721069,512,1550
115,_earlyprint/A19901,1590,"Aneau, Barthélemy, d. 1561.","Alektor = The cock Containing the first part, of the most excellent, and mytheologicall historie, of the valorous Squire Alector; sonne to the renowned Prince Macrobius Franc-Gal; and to the peerelesse Princesse Priscaraxe, Queene of high Tartary.",531,12,sparse,3.3847645574905085,4.340261459350586,4.093314763231198,512,1550
116,_earlyprint/A19901,1590,"Aneau, Barthélemy, d. 1561.","Alektor = The cock Containing the first part, of the most excellent, and mytheologicall historie, of the valorous Squire Alector; sonne to the renowned Prince Macrobius Franc-Gal; and to the peerelesse Princesse Priscaraxe, Queene of high Tartary.",519,77,none,1.62455992294505,3.97566556930542,4.259312320916905,512,1550
117,_earlyprint/A19901,1590,"Aneau, Barthélemy, d. 1561.","Alektor = The cock Containing the first part, of the most excellent, and mytheologicall historie, of the valorous Squire Alector; sonne to the renowned Prince Macrobius Franc-Gal; and to the peerelesse Princesse Priscaraxe, Queene of high Tartary.",574,90,sparse,1.322431555509299,3.599900245666504,4.337517433751743,512,1550
118,_earlyprint/A19901,1590,"Aneau, Barthélemy, d. 1561.","Alektor = The cock Containing the first part, of the most excellent, and mytheologicall historie, of the valorous Squire Alector; sonne to the renowned Prince Macrobius Franc-Gal; and to the peerelesse Princesse Priscaraxe, Queene of high Tartary.",552,103,none,1.239834745345021,3.73984169960022,4.345505617977528,512,1550
119,_earlyprint/A19901,1590,"Aneau, Barthélemy, d. 1561.","Alektor = The cock Containing the first part, of the most excellent, and mytheologicall historie, of the valorous Squire Alector; sonne to the renowned Prince Macrobius Franc-Gal; and to the peerelesse Princesse Priscaraxe, Queene of high Tartary.",505,116,sparse,,4.256292819976807,4.356495468277946,512,1550
120,_eebo_tcp/A02110,1590,"Greene, Robert, 1558?-1592.","Greenes mourning garment,",526,0,none,,4.117847919464111,3.175084175084175,512,1550
121,_eebo_tcp/A02111,1590,"Greene, Robert, 1558?-1592.","Greenes neuer too late. Or, A powder of experience: sent to all youthfull gentlemen;",525,1,none,2.0776609149185723,4.02321195602417,3.2641975308641977,512,1550
122,_eebo_tcp/A02111,1590,"Greene, Robert, 1558?-1592.","Greenes neuer too late. Or, A powder of experience: sent to all youthfull gentlemen;",545,7,sparse,1.8830365322548699,4.428098201751709,3.355294117647059,512,1550
123,_eebo_tcp/A02099,1591,"Greene, Robert, 1558?-1592.",Greenes farewell to folly.,604,0,none,1.747793279020258,4.378296852111816,3.4679552390640893,512,1550
124,_eebo_tcp/A02141,1591,"Greene, Robert, 1558?-1592.",The second part of conny-catching.,510,9,sparse,2.383695465414369,3.985072612762451,4.1314199395770395,512,1550
125,_eebo_tcp/A02141,1591,"Greene, Robert, 1558?-1592.",The second part of conny-catching.,607,14,sparse,1.3897597824010057,4.010072708129883,4.277925531914893,512,1550
126,_eebo_tcp/A02141,1591,"Greene, Robert, 1558?-1592.",The second part of conny-catching.,500,19,sparse,,4.006447792053223,4.218032786885246,512,1550
127,_eebo_tcp/A02141,1591,"Greene, Robert, 1558?-1592.",The second part of conny-catching.,595,21,sparse,1.5795321269452134,4.2106451988220215,4.264383561643836,512,1550
128,_eebo_tcp/A06687,1591,"M., Io.",Phillippes Venus.,571,1,none,1.4500703529188825,3.909578561782837,4.106194690265487,512,1550
129,_eebo_tcp/A06687,1591,"M., Io.",Phillippes Venus.,348,14,none,1.8256083233769411,4.352395057678223,4.180672268907563,476,1550
130,_earlyprint/A19165,1592,"Colonna, Francesco, d. 1527.",Hypnerotomachia. = The strife of loue in a dreame,530,24,none,1.3213654111440534,4.282068729400635,4.425373134328358,512,1550
131,_earlyprint/A19165,1592,"Colonna, Francesco, d. 1527.",Hypnerotomachia. = The strife of loue in a dreame,532,36,sparse,1.494959656041251,4.058253765106201,4.390909090909091,512,1550
132,_earlyprint/A19165,1592,"Colonna, Francesco, d. 1527.",Hypnerotomachia. = The strife of loue in a dreame,524,73,none,1.7993021997278815,4.616077899932861,4.4375,512,1550
133,_earlyprint/A19165,1592,"Colonna, Francesco, d. 1527.",Hypnerotomachia. = The strife of loue in a dreame,524,110,none,,4.267496585845947,4.125,512,1550
134,_earlyprint/A19241,1592,"Greene, Robert, 1558?-1592.","The defence of conny catching. Or A confutation of those two iniurious pamphlets published by R.G. against the practitioners of many nimble-witted and mysticall sciences. By Cuthbert Cunny-catcher, licentiate in Whittington Colledge.",514,14,sparse,,3.883953809738159,4.173333333333333,512,1550
135,_earlyprint/A68113,1592,"Greene, Robert, 1558?-1592.",The third and last part of conny-catching With the new deuised knauish arte of foole-taking. The like coosnages and villanies neuer before discouered. / By R.G.,518,4,none,,3.734447717666626,4.538338658146965,512,1550
136,_earlyprint/A68113,1592,"Greene, Robert, 1558?-1592.",The third and last part of conny-catching With the new deuised knauish arte of foole-taking. The like coosnages and villanies neuer before discouered. / By R.G.,519,8,sparse,,3.7709827423095703,4.371641791044776,512,1550
137,_earlyprint/A68113,1592,"Greene, Robert, 1558?-1592.",The third and last part of conny-catching With the new deuised knauish arte of foole-taking. The like coosnages and villanies neuer before discouered. / By R.G.,514,10,sparse,,4.0399088859558105,4.350931677018633,512,1550
138,_earlyprint/A68113,1592,"Greene, Robert, 1558?-1592.",The third and last part of conny-catching With the new deuised knauish arte of foole-taking. The like coosnages and villanies neuer before discouered. / By R.G.,516,13,none,,3.8520236015319824,4.2589147286821705,512,1550
139,_earlyprint/A68113,1592,"Greene, Robert, 1558?-1592.",The third and last part of conny-catching With the new deuised knauish arte of foole-taking. The like coosnages and villanies neuer before discouered. / By R.G.,592,19,sparse,,3.728482484817505,4.408275862068965,512,1550
140,_earlyprint/A68139,1592,"Harman, Thomas, fl. 1567.","The groundworke of conny-catching, the manner of their pedlers-French, and the meanes to vnderstand the same with the cunning slights of the counterfeit cranke : therein are h[a]nd[l]ed the practises of the visiter, the fetches of the shifter and rufflar, the deceits of their doxes, the deuises of priggers, the names of the base loytering losels, and the meanes of euery blacke-art-mans shifts, with the reproofe of all the diuellish practises / done by a iustice of peace of great authoritie, who hath had the examining of diuers of them.",526,11,sparse,,3.7058756351470943,4.201538461538462,512,1550
141,_earlyprint/A68139,1592,"Harman, Thomas, fl. 1567.","The groundworke of conny-catching, the manner of their pedlers-French, and the meanes to vnderstand the same with the cunning slights of the counterfeit cranke : therein are h[a]nd[l]ed the practises of the visiter, the fetches of the shifter and rufflar, the deceits of their doxes, the deuises of priggers, the names of the base loytering losels, and the meanes of euery blacke-art-mans shifts, with the reproofe of all the diuellish practises / done by a iustice of peace of great authoritie, who hath had the examining of diuers of them.",504,14,sparse,,3.589080333709717,4.276699029126213,512,1550
142,_earlyprint/A68139,1592,"Harman, Thomas, fl. 1567.","The groundworke of conny-catching, the manner of their pedlers-French, and the meanes to vnderstand the same with the cunning slights of the counterfeit cranke : therein are h[a]nd[l]ed the practises of the visiter, the fetches of the shifter and rufflar, the deceits of their doxes, the deuises of priggers, the names of the base loytering losels, and the meanes of euery blacke-art-mans shifts, with the reproofe of all the diuellish practises / done by a iustice of peace of great authoritie, who hath had the examining of diuers of them.",507,18,sparse,1.3260209147397788,3.6465985774993896,4.17981072555205,512,1550
143,_eebo_tcp/A02079,1592,"Greene, Robert, 1558?-1592.",The blacke bookes messenger.,509,1,none,1.2281964707401565,4.286369800567627,4.03125,512,1550
144,_eebo_tcp/A02079,1592,"Greene, Robert, 1558?-1592.",The blacke bookes messenger.,535,2,sparse,1.8323515586787513,4.036031246185303,4.007396449704142,512,1550
145,_eebo_tcp/A02079,1592,"Greene, Robert, 1558?-1592.",The blacke bookes messenger.,523,4,sparse,1.7727982535365616,4.286470413208008,3.9939668174962297,512,1550
146,_eebo_tcp/A02079,1592,"Greene, Robert, 1558?-1592.",The blacke bookes messenger.,579,5,sparse,1.656432776352885,4.2072834968566895,4.0211565585331455,512,1550
147,_eebo_tcp/A02079,1592,"Greene, Robert, 1558?-1592.",The blacke bookes messenger.,501,6,sparse,1.5083334515754245,4.078980445861816,4.104615384615385,512,1550
148,_eebo_tcp/A02079,1592,"Greene, Robert, 1558?-1592.",The blacke bookes messenger.,517,11,sparse,1.2715880845289669,3.9614853858947754,4.178625954198473,512,1550
149,_eebo_tcp/A02092,1592,"Greene, Robert, 1558?-1592.","A disputation, betweene a hee conny-catcher, and a shee conny-catcher,",510,18,none,2.3460628471136094,3.510939836502075,3.4481897627965044,512,1550
150,_eebo_tcp/A02092,1592,"Greene, Robert, 1558?-1592.","A disputation, betweene a hee conny-catcher, and a shee conny-catcher,",506,22,none,2.0569381059778116,3.716497898101806,3.683646112600536,512,1550
151,_eebo_tcp/A02092,1592,"Greene, Robert, 1558?-1592.","A disputation, betweene a hee conny-catcher, and a shee conny-catcher,",567,25,sparse,1.4307211026585418,3.5653600692749023,3.785627283800243,512,1550
152,_eebo_tcp/A02092,1592,"Greene, Robert, 1558?-1592.","A disputation, betweene a hee conny-catcher, and a shee conny-catcher,",599,33,sparse,,3.675595283508301,3.704519119351101,512,1550
153,_eebo_tcp/A02121,1592,"Greene, Robert, 1558?-1592.",Greenes vision:,514,1,none,2.0428815918513785,3.7873294353485103,3.216184971098266,512,1550
154,_eebo_tcp/A02140,1592,"Greene, Robert, 1558?-1592.",A notable discouery of coosenage.,520,2,sparse,1.553865806194284,4.172502040863037,4.102011494252873,512,1550
155,_eebo_tcp/A02140,1592,"Greene, Robert, 1558?-1592.",A notable discouery of coosenage.,164,22,none,,4.721132278442383,4.204761904761905,210,1550
156,_eebo_tcp/A02160,1592,"Greene, Robert, 1558?-1592.","A quip for an vpstart courtier: or, A quaint dispute betvveen veluet breeches and cloth-breeches.",555,3,sparse,2.529258831724413,5.023992538452148,4.132352941176471,512,1550
157,_eebo_tcp/A02160,1592,"Greene, Robert, 1558?-1592.","A quip for an vpstart courtier: or, A quaint dispute betvveen veluet breeches and cloth-breeches.",49,37,none,1.5703077041111664,4.0910444259643555,3.983050847457627,59,1550
158,_eebo_tcp/A04564,1592,"Johnson, Richard, 1573-1659?",The nine worthies of London,505,1,sparse,1.6780716900312682,4.102176189422607,3.585185185185185,512,1550
159,_eebo_tcp/A04564,1592,"Johnson, Richard, 1573-1659?",The nine worthies of London,512,2,none,1.5904675929416423,4.025986671447754,3.725721784776903,512,1550
160,_eebo_tcp/A04564,1592,"Johnson, Richard, 1573-1659?",The nine worthies of London,534,3,none,1.5717431849290884,4.007606506347656,3.656641604010025,512,1550
161,_eebo_tcp/A04564,1592,"Johnson, Richard, 1573-1659?",The nine worthies of London,513,7,none,1.7673954925055544,4.119667053222656,3.592496765847348,512,1550
162,_eebo_tcp/A04564,1592,"Johnson, Richard, 1573-1659?",The nine worthies of London,523,10,none,1.6092301292402151,4.104955673217773,3.6278772378516626,512,1550
163,_eebo_tcp/A06165,1592,"Lodge, Thomas, 1558?-1625.","Euphues shadow, the battaile of the sences.",535,22,sparse,,4.223522186279297,4.1322901849217635,512,1550
164,_eebo_tcp/A06165,1592,"Lodge, Thomas, 1558?-1625.","Euphues shadow, the battaile of the sences.",527,44,sparse,,4.327362537384033,4.259520451339915,512,1550
165,_eebo_tcp/A06767,1592,"Maisonneufve, Estienne de.","Gerileon of England. The second part of his most excellent, delectable, morall, and sweet contriued historie:",580,37,none,1.2176310884885175,3.187283515930176,3.7467455621301777,512,1550
166,_eebo_tcp/A06767,1592,"Maisonneufve, Estienne de.","Gerileon of England. The second part of his most excellent, delectable, morall, and sweet contriued historie:",624,62,none,,3.3355963230133057,3.851727982162765,512,1550
