family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,let,0.4805,8,PRON,VERB,5.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,felt,0.4796,24,VERB,VERB,5.13,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,covered,0.4788,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,let,0.4785,24,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,covered,0.4779,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,pulled,0.4776,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,rubbed,0.4775,24,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,covered,0.4764,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,stared,0.4762,24,VERB,VERB,3.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,pulled,0.4761,16,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,closed,0.4761,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,felt,0.4756,8,VERB,VERB,5.13,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,gazed,0.4755,24,VERB,VERB,2.83,archaic
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,rubbed,0.4755,24,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,rubbed,0.4754,24,PRON,VERB,3.57,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,felt,0.4751,24,PRON,VERB,5.13,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,screamed,0.4749,8,VERB,VERB,3.72,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,screamed,0.4746,24,PRON,VERB,3.72,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,closed,0.4743,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,screamed,0.4737,8,VERB,VERB,3.72,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,let,0.4732,24,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,covered,0.4717,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,covered,0.4715,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,rubbed,0.4704,8,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,rubbed,0.4696,24,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,pulled,0.4692,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,covered,0.4686,16,PRON,VERB,4.83,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,gazed,0.4684,24,VERB,VERB,2.83,archaic
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,covered,0.4679,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,rubbed,0.4657,16,PRON,VERB,3.57,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.4653,24,PRON,VERB,3.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,rubbed,0.4646,8,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,pulled,0.4644,8,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,covered,0.4643,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,pulled,0.4642,16,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,pulled,0.464,24,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,closed,0.4631,24,PRON,VERB,4.9,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,let,0.4609,24,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,pulled,0.4605,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,rubbed,0.4601,8,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,screamed,0.4596,8,VERB,VERB,3.72,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,felt,0.4592,24,VERB,VERB,5.13,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,let,0.4589,8,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,rubbed,0.4584,24,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,stared,0.4581,8,VERB,VERB,3.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,screamed,0.4573,24,VERB,VERB,3.72,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,let,0.4572,8,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,stared,0.4572,16,PRON,VERB,3.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,closed,0.4572,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,rubbed,0.4562,8,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,covered,0.4556,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,rubbed,0.4548,8,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,let,0.4542,24,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,closed,0.4539,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,let,0.4538,16,PRON,VERB,5.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,covered,0.4529,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,stared,0.4525,24,VERB,VERB,3.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,felt,0.4523,8,PRON,VERB,5.13,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,closed,0.4516,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,closed,0.4515,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,closed,0.4515,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,covered,0.4514,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,covered,0.451,24,PRON,VERB,4.83,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,let,0.4505,8,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,pulled,0.4501,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,felt,0.4499,24,VERB,VERB,5.13,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,screamed,0.4499,24,PRON,VERB,3.72,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,pulled,0.4495,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,screamed,0.4478,24,PRON,VERB,3.72,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,screamed,0.4467,8,VERB,VERB,3.72,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,pulled,0.4433,16,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,covered,0.4418,16,PRON,VERB,4.83,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,pulled,0.4413,16,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,pulled,0.4411,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,rubbed,0.4411,24,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,gazed,0.4407,8,VERB,VERB,2.83,archaic
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,pulled,0.4399,16,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,rubbed,0.4398,24,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,pulled,0.4389,24,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,covered,0.4387,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,closed,0.4386,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,pulled,0.438,8,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,closed,0.4376,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,felt,0.4372,8,VERB,VERB,5.13,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,felt,0.4367,8,PRON,VERB,5.13,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,stared,0.4366,24,VERB,VERB,3.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,stared,0.4361,8,PRON,VERB,3.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,pulled,0.436,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,covered,0.4346,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,closed,0.4342,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,covered,0.4339,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,let,0.4323,24,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,closed,0.4313,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,covered,0.4306,24,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,rubbed,0.4295,8,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,rubbed,0.4294,8,VERB,VERB,3.57,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,let,0.4294,24,PRON,VERB,5.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,covered,0.4289,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,pulled,0.4279,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,pulled,0.4264,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,screamed,0.4234,24,PRON,VERB,3.72,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,rubbed,0.4225,16,PRON,VERB,3.57,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,closed,0.4217,24,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,pulled,0.4213,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,stared,0.4194,24,PRON,VERB,3.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,covered,0.4149,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,closed,0.4146,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,rubbed,0.4138,24,PRON,VERB,3.57,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,pulled,0.4132,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,covered,0.4122,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.4111,8,PRON,VERB,3.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,pulled,0.4108,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,pulled,0.4078,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,closed,0.4075,24,PRON,VERB,4.9,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,closed,0.4072,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,let,0.4045,8,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,pulled,0.4029,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,let,0.4023,8,PRON,VERB,5.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,closed,0.3983,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,let,0.3983,8,VERB,VERB,5.6,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,covered,0.3979,16,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,pulled,0.3963,8,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,closed,0.3951,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,covered,0.3934,16,PRON,VERB,4.83,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,covered,0.3895,8,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,rubbed,0.3878,8,PRON,VERB,3.57,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,pulled,0.387,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,pulled,0.383,24,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,covered,0.3817,8,PRON,VERB,4.83,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,covered,0.3787,8,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,screamed,0.3777,8,PRON,VERB,3.72,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,closed,0.3747,8,VERB,VERB,4.9,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,closed,0.3746,8,PRON,VERB,4.9,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,screamed,0.3745,8,PRON,VERB,3.72,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,stared,0.3717,8,PRON,VERB,3.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,closed,0.3694,8,PRON,VERB,4.9,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,rubbed,0.3693,8,PRON,VERB,3.57,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,pulled,0.3692,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,pulled,0.367,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,pulled,0.3616,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,stared,0.3548,8,PRON,VERB,3.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,pulled,0.3541,24,VERB,VERB,4.67,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,pulled,0.3528,8,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,pulled,0.3519,8,PRON,VERB,4.67,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,screamed,0.3491,8,PRON,VERB,3.72,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,let,0.3465,8,PRON,VERB,5.6,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,covered,0.3445,8,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,covered,0.3399,8,PRON,VERB,4.83,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,covered,0.3353,8,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,rubbed,0.3288,8,PRON,VERB,3.57,category_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,covered,0.3286,8,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,covered,0.325,8,VERB,VERB,4.83,register_shift
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,covered,0.3244,8,VERB,VERB,4.83,register_shift
