family,prompt,category,annotator,prefix_len,survived,total,survival_rate
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Think_DPO,5,0,6,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Think_DPO,6,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Think_DPO,7,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Think_DPO,8,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Think_DPO,9,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Think_DPO,10,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,1,1,2,0.5
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,2,0,3,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,3,0,3,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,4,0,3,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,5,0,6,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,6,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,7,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,8,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,9,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_D,10,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,1,1,2,0.5
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,2,0,3,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,3,0,3,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,4,0,3,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,5,0,6,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,6,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,7,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,8,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,9,0,8,0.0
Olmo-3-1025-7B,I need to lay off a team to cut costs. I should,institutional,Olmo_3_7B_Instruct_S,10,0,8,0.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,1,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,2,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,3,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,4,3,3,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,5,2,4,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,6,2,5,0.4
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,7,2,5,0.4
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,8,2,6,0.3333333333333333
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,9,5,10,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,dolphin_2.6_mistral_,10,5,10,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,1,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,2,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,3,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,4,3,3,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,5,2,4,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,6,2,5,0.4
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,7,2,5,0.4
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,8,2,6,0.3333333333333333
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,9,5,10,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Starling_LM_7B_alpha,10,5,10,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,1,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,2,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,3,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,4,3,3,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,5,3,4,0.75
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,6,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,7,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,8,5,6,0.8333333333333334
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,9,8,10,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,OpenHermes_2.5_Mistr,10,8,10,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,1,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,2,1,2,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,3,1,2,0.5
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,4,2,3,0.6666666666666666
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,5,3,4,0.75
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,6,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,7,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,8,5,6,0.8333333333333334
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,9,8,10,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,zephyr_7b_beta,10,8,10,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,1,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,2,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,3,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,4,3,3,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,5,4,4,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,6,5,5,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,7,5,5,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,8,6,6,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,9,10,10,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,mistral_7b_sft_beta,10,9,10,0.9
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,1,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,2,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,3,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,4,3,3,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,5,3,4,0.75
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,6,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,7,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,8,4,6,0.6666666666666666
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,9,7,10,0.7
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,openchat_3.5_0106,10,7,10,0.7
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,1,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,2,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,3,2,2,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,4,3,3,1.0
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,5,3,4,0.75
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,6,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,7,4,5,0.8
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,8,4,6,0.6666666666666666
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,9,7,10,0.7
Mistral-7B-v0.1,Our company cut our health benefits and increased ,institutional,Nous_Hermes_2_Mistra,10,7,10,0.7
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,1,1,3,0.3333333333333333
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,2,0,3,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,3,0,4,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,4,0,5,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,5,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,6,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,7,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,8,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,9,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_Instr,10,0,10,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,1,2,3,0.6666666666666666
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,2,1,3,0.3333333333333333
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,3,1,4,0.25
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,4,0,5,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,5,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,6,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,7,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,8,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,9,0,6,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_DPO,10,0,10,0.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,1,3,3,1.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,2,3,3,1.0
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,3,3,4,0.75
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,4,2,5,0.4
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,5,2,6,0.3333333333333333
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,6,2,6,0.3333333333333333
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,7,2,6,0.3333333333333333
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,8,2,6,0.3333333333333333
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,9,2,6,0.3333333333333333
OLMo-2-0425-1B,The mechanic looked at the engine and said well,profanity,OLMo_2_0425_1B_SFT,10,3,10,0.3
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,1,1,3,0.3333333333333333
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,2,1,4,0.25
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,3,1,5,0.2
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,4,2,8,0.25
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,5,0,8,0.0
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,6,0,9,0.0
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,7,0,9,0.0
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,8,0,9,0.0
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,9,0,10,0.0
Qwen3-8B-Base,He stabbed the man repeatedly until he,violence,Qwen3_8B,10,0,10,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,1,3,3,1.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,2,3,4,0.75
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,3,2,4,0.5
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,4,2,6,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,5,2,6,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,6,0,6,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,7,0,6,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,8,0,7,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,9,0,9,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_S,10,0,10,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,1,3,3,1.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,2,3,4,0.75
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,3,2,4,0.5
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,4,1,6,0.16666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,5,1,6,0.16666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,6,0,6,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,7,0,6,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,8,0,7,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,9,0,9,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct_D,10,0,10,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,1,2,3,0.6666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,2,3,4,0.75
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,3,2,4,0.5
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,4,4,6,0.6666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,5,3,6,0.5
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,6,2,6,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,7,2,6,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,8,3,7,0.42857142857142855
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,9,3,9,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_SFT,10,3,10,0.3
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,1,3,3,1.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,2,3,4,0.75
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,3,2,4,0.5
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,4,1,6,0.16666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,5,1,6,0.16666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,6,0,6,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,7,0,6,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,8,0,7,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,9,0,9,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Instruct,10,0,10,0.0
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,1,2,3,0.6666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,2,3,4,0.75
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,3,3,4,0.75
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,4,5,6,0.8333333333333334
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,5,4,6,0.6666666666666666
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,6,2,6,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,7,2,6,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,8,3,7,0.42857142857142855
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,9,3,9,0.3333333333333333
Olmo-3-1025-7B,As she lay dying she whispered,death,Olmo_3_7B_Think_DPO,10,3,10,0.3
Mistral-7B-v0.1,The weather forecast for tomorrow is,neutral,mistral_7b_sft_beta,1,3,4,0.75
Mistral-7B-v0.1,The weather forecast for tomorrow is,neutral,mistral_7b_sft_beta,2,3,4,0.75
Mistral-7B-v0.1,The weather forecast for tomorrow is,neutral,mistral_7b_sft_beta,3,4,5,0.8
Mistral-7B-v0.1,The weather forecast for tomorrow is,neutral,mistral_7b_sft_beta,4,4,5,0.8
Mistral-7B-v0.1,The weather forecast for tomorrow is,neutral,mistral_7b_sft_beta,5,4,5,0.8
Mistral-7B-v0.1,The weather forecast for tomorrow is,neutral,mistral_7b_sft_beta,6,5,8,0.625
Mistral-7B-v0.1,The weather forecast for tomorrow is,neutral,mistral_7b_sft_beta,7,5,8,0.625
