frm,to,fwd,rev,e_fwd,e_rev,p,bonf
hit,shouted,871,129,36,25,7.832144661490194e-136,True
said,stepped,1145,253,33,32,1.2854798308722575e-135,True
asked,sighed,906,144,31,18,1.3627434447399473e-135,True
pushed,grinned,502,9,26,8,1.852614075646876e-135,True
his,let,992,182,33,29,2.5387765138818116e-135,True
on,then,705,67,38,15,3.770147405552887e-135,True
placed,grinned,549,20,24,6,3.9850455832896834e-135,True
told,muttered,583,29,31,11,4.6699525950175594e-135,True
let,whispered,706,68,33,13,1.1763014808097714e-134,True
called,felt,761,88,36,23,1.6834861184933077e-134,True
was,slid,950,165,31,25,1.7829019372134563e-134,True
we,she,1127,247,35,27,2.0882964716762301e-134,True
just,prepare,498,9,34,6,2.760625698911038e-134,True
we,then,987,182,38,24,3.4978676402580424e-134,True
not,address,683,61,35,21,5.460525942576965e-134,True
got,noticed,709,70,35,19,6.089500945911119e-134,True
went,paused,506,11,30,7,7.564000262407986e-134,True
was,adjusted,536,18,32,10,1.0018449130162864e-133,True
add,contact,673,58,39,21,1.0334044995963518e-133,True
he,slipped,935,160,31,23,1.1961648831733108e-133,True
put,accidentally,475,5,34,5,1.3463470653696835e-133,True
when,began,1040,208,35,25,2.497416304419899e-133,True
they,shouted,788,100,37,24,2.5100923319729855e-133,True
went,pressed,777,96,33,20,3.4985862209721508e-133,True
she,leaned,835,119,34,22,4.651564728532755e-133,True
leave,address,525,16,34,10,5.894708361141645e-133,True
the,discovered,911,151,37,22,6.723712778748243e-133,True
change,consider,498,10,35,6,7.026297329900886e-133,True
laid,began,741,83,37,22,7.464032256071538e-133,True
will,need,524,16,35,10,1.1441427199045227e-132,True
call,speak,536,19,37,12,1.4660394204550246e-132,True
go,discuss,527,17,32,7,2.50796158376688e-132,True
tell,provide,527,17,37,11,2.50796158376688e-132,True
put,paused,531,18,29,6,2.717076579006382e-132,True
then,sighed,1481,437,30,20,2.7222289559287533e-132,True
i,grinned,543,21,24,13,2.7668877292557897e-132,True
his,shouted,1052,216,36,22,3.320812627614388e-132,True
said,discovered,757,90,35,24,3.899745384707505e-132,True
ran,muttered,526,17,28,8,4.8594810455913784e-132,True
went,gazed,534,19,28,8,5.469917407720574e-132,True
the,gazed,766,94,30,16,9.692069118568741e-132,True
his,now,929,161,36,29,1.0047170040871078e-131,True
the,frowned,588,34,26,12,1.6066538626370387e-131,True
lifted,began,727,80,36,18,2.2703495540251296e-131,True
she,discovered,670,60,34,16,2.432678796611149e-131,True
add,inform,478,7,37,6,2.4363204898451676e-131,True
say,do,852,129,37,30,2.912896063335147e-131,True
put,now,830,120,37,27,3.0292989069135277e-131,True
not,contact,771,97,37,27,4.982187451109238e-131,True
put,turned,1621,520,35,33,5.457117328317708e-131,True
pay,contact,534,20,34,12,7.590513305931507e-131,True
i,now,904,152,38,24,1.0213537474627688e-130,True
was,approached,545,23,30,10,1.1915499374435008e-130,True
it,noticed,795,107,34,22,1.2829712830022522e-130,True
told,saw,949,172,37,33,1.328820819658809e-130,True
he,examined,587,35,32,9,2.7043291046585288e-130,True
used,whispered,551,25,28,8,3.2982585110095113e-130,True
was,scanned,583,34,30,12,3.879968174483524e-130,True
just,contact,754,92,38,24,4.76930368266192e-130,True
tell,seek,553,26,31,13,1.0048129238072102e-129,True
we,they,951,175,36,29,1.5706428137659018e-129,True
know,provide,525,19,37,11,2.0410415581970046e-129,True
know,consult,443,2,35,2,2.184495606695617e-129,True
waited,glanced,610,43,33,11,2.5477716629226178e-129,True
put,murmured,523,19,30,4,7.60441059375908e-129,True
get,take,905,156,37,27,8.286959326381696e-129,True
waited,began,1266,331,38,30,1.0293236788298704e-128,True
she,laughed,870,142,34,23,3.3818207616502554e-128,True
was,found,1223,310,34,32,3.501762052941349e-128,True
when,grinned,471,8,26,4,8.447206227085601e-128,True
it,leaned,950,178,35,24,8.59618202549914e-128,True
told,asked,1077,238,38,30,1.1920720321661621e-127,True
was,slipped,938,173,32,27,1.391552148171365e-127,True
not,provide,570,33,35,11,1.6991434248281417e-127,True
went,scanned,541,25,31,9,2.1612126303408416e-127,True
went,tucked,732,88,30,18,3.593780334765487e-127,True
pushed,began,1085,243,37,25,3.61665042199658e-127,True
when,this,589,39,34,17,3.727607203150978e-127,True
they,laughed,677,68,34,21,4.184918616516884e-127,True
get,follow,648,58,36,24,4.249188883109012e-127,True
threw,tucked,636,54,31,8,4.348585458386919e-127,True
his,watched,1229,316,34,33,4.7119397030716735e-127,True
tell,discuss,447,4,35,4,5.9032385542724075e-127,True
the,shouted,1527,479,34,31,6.17716208528529e-127,True
told,accidentally,477,10,33,4,9.63201680317244e-127,True
was,gave,2129,844,37,35,1.1411461732369516e-126,True
he,adjusted,503,16,33,9,1.2620351591731792e-126,True
____,the,481,11,8,4,1.4650030091036743e-126,True
stop,speak,562,32,36,15,3.064362049781676e-126,True
was,turned,2026,781,36,36,3.553765459057786e-126,True
add,provide,470,9,37,8,4.430412594299487e-126,True
the,looked,2256,928,36,35,4.918339249537197e-126,True
go,respond,517,20,34,11,5.2819252277420006e-126,True
the,tucked,788,112,32,22,7.734151182765931e-126,True
never,inform,464,8,37,6,9.605205765240654e-126,True
threw,walked,1251,331,38,31,1.021535223021513e-125,True
was,walked,1693,580,38,36,1.4816905428710491e-125,True
in,shouted,624,52,34,13,1.6542528916195506e-125,True
told,locked,573,36,31,16,1.6567582246825074e-125,True
asked,carefully,599,44,29,13,1.7971059000975834e-125,True
she,pulled,1213,312,37,33,2.2368277933533335e-125,True
a,immediately,740,94,33,17,3.074230712799955e-125,True
did,whispered,529,24,32,7,4.616694048170774e-125,True
he,prepared,560,33,35,11,9.878286172859201e-125,True
go,take,735,93,36,23,1.2243535947296585e-124,True
was,the,2215,908,38,36,1.6328903542959885e-124,True
opened,carefully,511,20,34,10,2.690300096905125e-124,True
get,prepare,454,7,34,6,2.861007034657186e-124,True
pushed,sighed,565,35,29,10,3.1087298646665503e-124,True
he,lit,619,52,31,9,3.545847844257717e-124,True
there,found,619,52,37,13,3.545847844257717e-124,True
be,escalate,486,14,35,7,3.6650609553094674e-124,True
he,stomped,657,65,27,15,3.989099525174643e-124,True
he,thought,768,107,33,22,5.426188114704491e-124,True
his,stared,961,191,32,22,6.740603545823782e-124,True
put,handed,1159,288,33,27,7.4793493875665166e-124,True
go,speak,650,63,34,21,8.554750158687363e-124,True
when,immediately,475,12,29,7,1.6640678130809706e-123,True
was,strode,515,22,25,12,3.0627280818496305e-123,True
ran,watched,1175,298,36,33,3.758484323251323e-123,True
it,paused,521,24,27,8,8.274139535962967e-123,True
expect,consider,463,10,38,6,1.1763433300519614e-122,True
left,carefully,787,117,32,22,1.2664510856569563e-122,True
he,approached,501,19,31,9,1.4341044784304518e-122,True
put,stood,1197,311,35,30,1.5300990499613758e-122,True
so,the,531,27,38,10,1.5609526154285908e-122,True
never,probably,562,36,37,14,1.728110818353646e-122,True
put,realized,565,37,35,17,2.1189693638180253e-122,True
told,turned,1367,403,36,33,2.3051913765431431e-122,True
threw,handed,939,184,35,23,2.30640528163711e-122,True
dropped,examined,508,21,35,10,2.420864161402143e-122,True
a,offered,793,120,32,22,2.556917627410744e-122,True
ran,made,1431,439,36,27,2.8374939197656324e-122,True
he,murmured,551,33,28,10,3.013167607628845e-122,True
put,left,1411,428,37,34,3.3988678758322407e-122,True
punched,shouted,514,23,35,9,6.872344746609891e-122,True
smashed,shouted,588,45,36,14,1.1833534353109663e-121,True
told,thought,730,96,37,26,1.7753912206146155e-121,True
the,made,2393,1038,37,35,1.951612319079549e-121,True
told,couldn't,493,18,29,9,2.0159426001367645e-121,True
he,decided,841,142,35,23,2.131701114454847e-121,True
not,seek,685,79,34,17,2.31859088337415e-121,True
he,checked,803,126,36,22,2.84093815041377e-121,True
got,muttered,508,22,30,7,2.92201432655377e-121,True
waited,stared,810,129,33,20,3.0229696001102655e-121,True
just,escalate,433,5,37,5,3.7424177036347826e-121,True
not,speak,585,45,34,17,7.588405074248603e-121,True
call,consult,452,9,29,4,8.209515508739912e-121,True
put,caused,528,28,33,15,1.0705904463102976e-120,True
had,watched,927,182,34,32,1.1917319297112269e-120,True
told,added,842,144,36,25,1.4725414880273582e-120,True
ran,glanced,771,114,32,14,1.5832131702181632e-120,True
got,then,1350,399,35,32,1.6162123267060424e-120,True
threw,placed,990,212,38,32,1.6988414598092107e-120,True
i,stepped,778,117,32,23,1.855233371098653e-120,True
call,prepare,425,4,33,4,2.0266395870791928e-120,True
said,accidentally,554,36,33,11,2.6866099480961313e-120,True
opened,glanced,589,47,28,13,2.9847348620096427e-120,True
put,take,616,56,34,19,3.214207486130514e-120,True
go,contact,582,45,31,16,4.860847852488046e-120,True
stop,talk,585,46,36,20,5.2142706609372414e-120,True
looked,found,1144,290,36,33,5.320763382773452e-120,True
tell,speak,536,31,34,14,5.322465067784638e-120,True
felt,whispered,618,57,35,13,5.668196472728362e-120,True
just,seek,546,34,32,12,6.157911079490065e-120,True
say,escalate,449,9,35,4,6.1904465637920584e-120,True
tell,prepare,458,11,32,7,7.226094127400873e-120,True
get,discuss,525,28,36,10,7.335064266509087e-120,True
saw,whispered,575,43,36,14,7.582828089939699e-120,True
in,they,1036,236,36,27,8.899199759181502e-120,True
said,scanned,506,23,29,11,1.2375180750476491e-119,True
let,consider,631,62,36,19,1.3733879826842168e-119,True
threw,left,1091,264,38,27,1.4787641963962378e-119,True
the,approached,520,27,28,11,1.8452979689973475e-119,True
told,didn't,828,140,30,28,1.931907938309507e-119,True
told,provided,533,31,37,14,3.5971912213859694e-119,True
not,inform,566,41,32,12,3.930664123632033e-119,True
just,discuss,543,34,36,20,4.109936352020435e-119,True
he,pocketed,543,34,29,12,4.109936352020435e-119,True
as,whispered,441,8,29,5,5.391269298024174e-119,True
gave,felt,1160,301,32,30,5.916949316049775e-119,True
told,placed,1058,249,38,33,6.796836015837292e-119,True
he,demanded,800,129,35,22,7.024435073119525e-119,True
sat,felt,781,121,35,20,7.147276130811145e-119,True
threw,took,1292,372,38,31,8.141025371110994e-119,True
opened,leaned,674,79,32,20,1.4203666432498402e-118,True
put,peered,527,30,31,8,1.816960108151986e-118,True
have,clarify,509,25,35,13,2.1031651609597725e-118,True
said,caused,632,64,33,16,2.269158812500152e-118,True
we,now,591,50,36,19,2.4359748323543403e-118,True
had,noticed,629,63,35,17,2.506294159298678e-118,True
know,prepare,406,2,36,1,2.524355090619395e-118,True
when,gave,1014,229,35,23,3.9759241563326715e-118,True
stop,consult,452,11,34,6,4.009070823011503e-118,True
go,consult,433,7,26,4,4.322993876914613e-118,True
left,stepped,1030,237,34,30,4.445104019726884e-118,True
was,now,1119,282,35,29,4.538683065138103e-118,True
asked,felt,1189,319,35,34,6.491867574275941e-118,True
never,address,422,5,37,4,6.747219381345044e-118,True
when,noticed,531,32,33,10,1.1328411712307545e-117,True
put,adjusted,499,23,31,8,1.1591051803313217e-117,True
tried,watched,1111,279,34,31,1.2585800883036547e-117,True
opened,stared,754,112,32,21,1.3328509882191987e-117,True
told,laughed,885,169,35,21,1.4067309062137807e-117,True
got,locked,557,40,30,15,1.4632581011393068e-117,True
have,review,520,29,34,16,1.7161722670629207e-117,True
have,focus,483,19,35,6,1.9046392364400784e-117,True
a,held,1121,285,34,26,2.698554680575311e-117,True
also,contact,581,48,33,16,2.707556195009113e-117,True
when,walked,846,152,37,26,2.761748653361632e-117,True
stroked,whispered,444,10,38,5,4.080418223019362e-117,True
he,tucked,610,58,33,18,4.122527505747508e-117,True
he,couldn't,624,63,27,14,4.973450434159649e-117,True
get,proceed,457,13,34,9,5.008160539328395e-117,True
walked,carefully,623,63,35,16,9.036355708581892e-117,True
she,muttered,456,13,31,9,9.739893544415048e-117,True
waited,gazed,503,25,33,8,1.0087288162837645e-116,True
she,now,937,195,36,27,1.0239245846779875e-116,True
said,glanced,920,187,32,23,1.0385126694858127e-116,True
never,take,653,74,38,22,1.167990749359282e-116,True
ran,leaned,827,145,35,22,1.4947524336048627e-116,True
use,consider,502,25,28,10,1.922132582292449e-116,True
never,seek,393,1,33,1,1.9579824721478153e-116,True
when,sighed,498,24,27,8,2.4152660858007175e-116,True
left,sighed,805,136,35,17,3.166188413047726e-116,True
in,found,664,79,35,18,4.7768638232776264e-116,True
say,explain,564,44,36,13,4.837718224254653e-116,True
went,discovered,597,55,38,19,5.411246567422816e-116,True
she,pressed,880,170,35,26,5.807415996615008e-116,True
said,examined,614,61,30,22,6.588932822965956e-116,True
went,offered,737,108,35,26,7.471902168238625e-116,True
i,then,1424,455,37,34,7.576565640897669e-116,True
had,made,1161,310,34,30,9.836595691966123e-116,True
put,it,1435,462,37,34,1.2337126028647653e-115,True
told,continued,889,175,35,27,1.509340897449916e-115,True
put,didn't,698,93,27,20,1.8587340618441345e-115,True
said,quickly,815,142,30,23,2.354539756847181e-115,True
returned,whispered,459,15,32,4,3.549367167652257e-115,True
in,this,633,69,33,15,4.907378300563857e-115,True
that,she,1217,342,37,29,5.460815466393136e-115,True
ran,stared,964,212,31,19,6.9753743836042e-115,True
never,report,417,6,37,5,7.1919631262517585e-115,True
get,respond,507,28,38,15,7.448526080357759e-115,True
told,pulled,1251,361,35,33,8.104016691794748e-115,True
go,clarify,556,43,33,16,9.915702219735803e-115,True
brought,began,1002,231,37,28,1.0049871985442106e-114,True
on,now,540,38,36,16,1.076377460846252e-114,True
waited,stepped,682,88,34,16,1.1608076951502872e-114,True
bent,whispered,387,1,36,1,1.2340742183947344e-114,True
if,this,702,96,33,17,1.4176618366746187e-114,True
the,pocketed,658,79,28,15,1.5555385397734024e-114,True
went,nodded,480,21,29,11,2.0324436611136565e-114,True
wrote,felt,608,61,34,20,2.3860940606043737e-114,True
asked,began,1614,572,34,31,2.6030017094088914e-114,True
went,frowned,415,6,28,3,2.7958525737253932e-114,True
waited,felt,801,138,35,23,3.1692902114493915e-114,True
tried,began,1453,477,34,30,3.229522561788768e-114,True
pushed,carefully,524,34,33,16,6.684429410825165e-114,True
he,yelled,926,196,35,27,7.458452072077163e-114,True
they,then,1684,617,38,35,1.2774043207078482e-113,True
said,then,2424,1096,37,37,1.5451233457159784e-113,True
the,held,2017,827,36,35,1.674956909517989e-113,True
find,address,457,16,34,12,1.9724378716389603e-113,True
put,provide,412,6,35,4,2.1424133766550715e-113,True
told,closed,781,131,36,27,2.5650906628446574e-113,True
stop,provide,435,11,38,8,3.469512940826252e-113,True
he,broke,819,148,35,26,3.7329484862542e-113,True
i,smiled,924,197,33,24,5.79185288525793e-113,True
quit,address,388,2,33,2,6.047122291499031e-113,True
i,noticed,551,44,34,16,1.4803467297728375e-112,True
had,stared,681,91,29,18,1.6246853160363417e-112,True
put,nodded,495,27,31,10,1.700785081979501e-112,True
threw,slid,620,68,34,15,2.073771752738972e-112,True
put,slowly,589,57,33,15,2.23616992546414e-112,True
threw,found,884,180,38,27,4.677675820076543e-112,True
the,murmured,561,48,30,15,5.675381088761687e-112,True
quit,talk,417,8,37,5,5.8138273413210425e-112,True
go,explain,655,82,35,23,8.350533567470986e-112,True
threw,now,623,70,36,18,8.810181640632338e-112,True
if,she,935,205,36,28,9.441057532550755e-112,True
she,made,1490,507,37,29,1.0107712810898957e-111,True
closed,whispered,492,27,35,10,1.1602681075812999e-111,True
put,said,1980,811,36,34,1.1974608129738999e-111,True
was,stood,1293,394,35,32,1.593702393086016e-111,True
was,pocketed,547,44,29,20,1.7415829500230138e-111,True
say,check,505,31,36,11,1.9112148990985486e-111,True
was,tossed,976,226,33,29,2.288620401630278e-111,True
add,consult,424,10,32,7,2.7170562180272586e-111,True
say,look,696,99,37,28,2.8062750405026557e-111,True
say,report,540,42,35,16,2.8664932380132415e-111,True
grabbed,whispered,618,69,35,9,3.360425846463036e-111,True
tell,contact,561,49,36,20,3.539503051144897e-111,True
know,seek,457,18,33,7,3.644671112598167e-111,True
put,speak,453,17,37,9,3.80975091053329e-111,True
add,prepare,409,7,36,6,4.888728227668591e-111,True
have,report,644,79,36,27,5.148439604770868e-111,True
had,then,1127,305,35,34,7.1462806663674e-111,True
told,held,1212,351,35,32,7.45627243471038e-111,True
know,respond,471,22,35,12,7.929958599302594e-111,True
asked,noticed,632,75,33,20,1.1788421266468243e-110,True
ask,address,562,50,36,11,1.1796109041827503e-110,True
went,gently,525,38,31,15,1.2580146349073605e-110,True
tell,escalate,392,4,33,2,1.2634351842111682e-110,True
ran,felt,892,187,34,22,1.472112084161229e-110,True
get,clarify,537,42,39,15,1.8318145276354336e-110,True
keep,consider,484,26,34,15,2.0385576922954692e-110,True
say,file,644,80,37,22,2.3337809221152328e-110,True
stop,prepare,411,8,36,4,3.3185701368147177e-110,True
go,talk,589,60,34,20,3.7252231572321306e-110,True
call,provide,452,18,36,10,9.610677092073231e-110,True
kill,take,444,16,37,10,1.0280471137902973e-109,True
smashed,caused,414,9,32,5,1.0349724973113489e-109,True
he,realized,672,92,35,18,1.1142720904466834e-109,True
stabbed,began,463,21,35,10,1.2730195791422971e-109,True
i,carefully,518,37,32,12,1.3445082778036593e-109,True
told,caused,488,28,35,13,1.384196052110542e-109,True
not,follow,586,60,36,19,2.2279177878902463e-109,True
never,talk,426,12,38,9,2.5916190353015883e-109,True
went,adjusted,398,6,33,4,2.8591196349923956e-109,True
got,discovered,621,73,34,18,3.1931180359077788e-109,True
they,stepped,541,45,31,20,4.5664046892962115e-109,True
turned,began,1432,482,37,29,5.339093034438257e-109,True
not,the,674,94,37,26,6.080199031448132e-109,True
find,consider,512,36,32,19,7.642906186385041e-109,True
put,thought,630,77,32,18,8.065710857929948e-109,True
then,scanned,653,86,29,12,9.641119848635934e-109,True
go,seek,505,34,27,11,1.0427166082039307e-108,True
threw,pocketed,452,19,31,7,1.1939555352525723e-108,True
put,consult,385,4,35,2,1.505712466562905e-108,True
his,leaned,732,119,33,11,2.2629328286671322e-108,True
on,felt,487,29,34,13,2.3346179473835137e-108,True
we,felt,473,25,37,14,2.4301525184016108e-108,True
a,she,1509,530,37,36,2.4311351339054697e-108,True
took,carefully,612,71,33,19,2.6767941348238315e-108,True
went,started,1125,311,37,34,2.806684171615398e-108,True
