stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,frm_name,to_name
ALL,TOKEN,know,apologize,162,11,25,7,True,0.0021024015732109547,False,,
ALL,TOKEN,know,end,94,39,25,18,True,0.3603776529357674,False,,
ALL,TOKEN,know,leave,199,189,33,32,True,1.0,False,,
ALL,TOKEN,know,spend,69,70,23,22,True,1.0,False,,
ALL,TOKEN,know,take,781,143,38,23,True,0.07217743850092258,False,,
ALL,TOKEN,know,talk,553,66,38,20,True,0.024746035842440804,False,,
ALL,TOKEN,know,watch,28,28,11,11,True,1.0,False,,
ALL,TOKEN,live,apologize,43,3,7,3,True,0.34375,False,,
ALL,TOKEN,live,end,49,20,17,12,True,0.45825831964612007,False,,
ALL,TOKEN,live,leave,181,58,29,17,True,0.10380535550410741,False,,
ALL,TOKEN,live,spend,59,30,15,13,True,0.8505540192127228,False,,
ALL,TOKEN,live,take,196,45,29,18,True,0.14386508844054896,False,,
ALL,TOKEN,live,talk,115,40,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,watch,live,9,18,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,meet,apologize,22,7,10,4,True,0.1795654296875,False,,
ALL,TOKEN,meet,end,18,17,13,10,True,0.6776394844055176,False,,
ALL,TOKEN,leave,meet,128,36,24,17,True,0.34888887944907765,False,,
ALL,TOKEN,spend,meet,35,21,14,11,True,0.6900379657745361,False,,
ALL,TOKEN,meet,take,96,60,26,20,True,0.4613911821367651,False,,
ALL,TOKEN,talk,meet,25,28,12,11,True,1.0,False,,
ALL,TOKEN,move,apologize,55,11,14,10,True,0.5412561893463135,False,,
ALL,TOKEN,end,move,49,22,23,12,True,0.08953107893466952,False,,
ALL,TOKEN,move,leave,85,120,28,23,True,0.5758493477318467,False,,
ALL,TOKEN,spend,move,40,35,22,16,True,0.417692190836533,False,,
ALL,TOKEN,move,take,422,111,38,24,True,0.09795444051950736,False,,
ALL,TOKEN,move,talk,408,93,36,20,True,0.044046546102150766,False,,
ALL,TOKEN,watch,move,7,8,7,6,True,1.0,False,,
ALL,TOKEN,play,end,36,20,18,11,True,0.26493089646101,False,,
ALL,TOKEN,play,leave,102,58,22,15,True,0.3240086000878364,False,,
ALL,TOKEN,play,spend,50,29,15,14,True,1.0,False,,
ALL,TOKEN,play,take,135,28,25,11,True,0.028816719655878845,False,,
ALL,TOKEN,play,talk,59,29,22,12,True,0.12144948495551944,False,,
ALL,TOKEN,watch,play,13,13,9,8,True,1.0,False,,
ALL,TOKEN,put,apologize,114,2,21,2,True,6.604194641113281e-05,False,,
ALL,TOKEN,put,end,58,31,16,16,True,1.0,False,,
ALL,TOKEN,put,leave,238,96,28,24,True,0.6778086391424605,False,,
ALL,TOKEN,put,spend,60,31,17,14,True,0.720100131817162,False,,
ALL,TOKEN,put,take,616,56,34,19,True,0.053438810537711046,False,,
ALL,TOKEN,put,talk,481,31,36,15,True,0.0046013097117665325,False,,
ALL,TOKEN,put,watch,30,11,9,8,True,1.0,False,,
ALL,TOKEN,read,apologize,44,2,16,2,True,0.001312255859375,False,,
ALL,TOKEN,end,read,14,3,12,2,True,0.012939453125,False,,
ALL,TOKEN,read,leave,42,22,19,13,True,0.37708558747544885,False,,
ALL,TOKEN,spend,read,18,5,9,4,True,0.266845703125,False,,
ALL,TOKEN,read,take,115,43,29,19,True,0.19341265286193737,False,,
ALL,TOKEN,read,talk,124,33,28,14,True,0.04355852192384191,False,,
ALL,TOKEN,read,watch,9,4,6,4,True,0.75390625,False,,
ALL,TOKEN,run,apologize,40,3,12,3,True,0.03515625,False,,
ALL,TOKEN,run,end,78,25,23,15,True,0.2558750795433298,False,,
ALL,TOKEN,run,leave,124,52,26,22,True,0.6654658120766188,False,,
ALL,TOKEN,run,spend,36,21,15,11,True,0.557197093963623,False,,
ALL,TOKEN,run,take,236,57,34,21,True,0.10478948242660333,False,,
ALL,TOKEN,run,talk,92,60,26,22,True,0.6654658120766188,False,,
ALL,TOKEN,watch,run,26,22,16,11,True,0.44206833839416504,False,,
ALL,TOKEN,say,apologize,132,7,24,3,True,4.9233436584472656e-05,False,,
ALL,TOKEN,say,end,95,31,25,9,True,0.00904118549078703,False,,
ALL,TOKEN,say,leave,227,113,35,29,True,0.5323087760278422,False,,
ALL,TOKEN,say,spend,71,48,23,16,True,0.3367836351899315,False,,
ALL,TOKEN,say,take,1098,171,37,21,True,0.047940324071666984,False,,
ALL,TOKEN,say,talk,681,50,36,19,True,0.030028945411892487,False,,
ALL,TOKEN,watch,say,15,15,11,10,True,1.0,False,,
ALL,TOKEN,see,apologize,101,10,19,8,True,0.052238985896110535,False,,
ALL,TOKEN,see,end,64,47,22,18,True,0.6358280026288412,False,,
ALL,TOKEN,see,leave,200,151,31,28,True,0.794843653982861,False,,
ALL,TOKEN,spend,see,88,58,21,17,True,0.6271025701571489,False,,
ALL,TOKEN,see,take,472,131,35,25,True,0.2450608330229457,False,,
ALL,TOKEN,see,talk,259,153,34,31,True,0.8043170001933984,False,,
ALL,TOKEN,watch,see,27,16,14,7,True,0.18924713134765625,False,,
ALL,TOKEN,apologize,share,10,15,7,6,True,1.0,False,,
ALL,TOKEN,end,share,23,18,16,13,True,0.711071103811264,False,,
ALL,TOKEN,leave,share,106,49,29,16,True,0.07245426016254441,False,,
ALL,TOKEN,spend,share,56,22,19,9,True,0.08715855330228806,False,,
ALL,TOKEN,share,take,106,82,26,23,True,0.7754496546815659,False,,
ALL,TOKEN,talk,share,55,45,20,18,True,0.8714146793645341,False,,
ALL,TOKEN,watch,share,36,1,17,1,True,0.00014495849609375,False,,
ALL,TOKEN,show,apologize,31,1,12,1,True,0.00341796875,False,,
ALL,TOKEN,show,end,45,23,17,14,True,0.720100131817162,False,,
ALL,TOKEN,show,leave,130,59,31,22,True,0.27167916606550335,False,,
ALL,TOKEN,spend,show,32,24,16,11,True,0.44206833839416504,False,,
ALL,TOKEN,show,take,183,65,30,20,True,0.20263875106454066,False,,
ALL,TOKEN,show,talk,108,55,27,23,True,0.6718110337653656,False,,
ALL,TOKEN,watch,show,25,19,11,7,True,0.480682373046875,False,,
ALL,TOKEN,sleep,end,16,6,11,4,True,0.11846923828124999,False,,
ALL,TOKEN,sleep,leave,78,25,25,11,True,0.028816719655878845,False,,
ALL,TOKEN,sleep,spend,29,14,10,9,True,1.0,False,,
ALL,TOKEN,sleep,take,107,15,28,6,True,0.00019512558355927467,False,,
ALL,TOKEN,sleep,talk,55,17,20,10,True,0.09873714670538905,False,,
ALL,TOKEN,tell,apologize,122,8,22,4,True,0.0005335211753845215,False,,
ALL,TOKEN,tell,end,66,36,26,14,True,0.0806904677519924,False,,
ALL,TOKEN,tell,leave,299,140,37,31,True,0.5446122234192592,False,,
ALL,TOKEN,tell,spend,87,59,28,19,True,0.24296021728332556,False,,
ALL,TOKEN,tell,take,848,173,37,27,True,0.26043547657665356,False,,
ALL,TOKEN,tell,talk,529,67,37,20,True,0.03314396778750544,False,,
ALL,TOKEN,watch,tell,40,33,17,16,True,1.0,False,,
ALL,TOKEN,thank,leave,26,18,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,spend,thank,13,13,9,7,True,0.803619384765625,False,,
ALL,TOKEN,thank,take,115,23,30,11,True,0.00432400493446039,False,,
ALL,TOKEN,thank,talk,72,16,23,6,True,0.002315700054168701,False,,
ALL,TOKEN,try,apologize,63,19,14,9,True,0.4048728942871094,False,,
ALL,TOKEN,end,try,92,62,26,21,True,0.5600646295802106,False,,
ALL,TOKEN,leave,try,335,132,33,31,True,0.9006532462520334,False,,
ALL,TOKEN,spend,try,124,38,30,15,True,0.035697803555194696,False,,
ALL,TOKEN,try,take,291,145,32,25,True,0.42704285650325524,False,,
ALL,TOKEN,try,talk,154,86,25,21,True,0.6587380770236564,False,,
ALL,TOKEN,watch,try,23,8,12,6,True,0.237884521484375,False,,
ALL,TOKEN,use,apologize,111,8,19,6,True,0.01463329792022705,False,,
ALL,TOKEN,end,use,62,69,25,16,True,0.21102359760880063,False,,
ALL,TOKEN,use,leave,165,164,31,28,True,0.794843653982861,False,,
ALL,TOKEN,spend,use,51,28,21,13,True,0.22948101302608848,False,,
ALL,TOKEN,use,take,403,125,32,27,True,0.6029232012571504,False,,
ALL,TOKEN,use,talk,348,82,32,24,True,0.34968195298368476,False,,
ALL,TOKEN,use,watch,21,12,11,10,True,1.0,False,,
ALL,TOKEN,end,visit,25,6,14,5,True,0.063568115234375,False,,
ALL,TOKEN,leave,visit,45,28,21,16,True,0.5113757815852296,False,,
ALL,TOKEN,visit,spend,7,16,6,5,True,1.0,False,,
ALL,TOKEN,visit,take,30,19,15,9,True,0.30745625495910645,False,,
ALL,TOKEN,talk,visit,13,12,10,9,True,1.0,False,,
ALL,TOKEN,wait,apologize,50,8,18,7,True,0.043285250663757324,False,,
ALL,TOKEN,wait,end,35,33,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,wait,leave,86,96,28,27,True,1.0,False,,
ALL,TOKEN,spend,wait,56,22,20,14,True,0.39152830513194203,False,,
ALL,TOKEN,wait,take,355,85,34,23,True,0.18485048241641844,False,,
ALL,TOKEN,wait,talk,300,23,31,13,True,0.009559878856634896,False,,
ALL,TOKEN,end,walk,23,11,12,8,True,0.5034446716308594,False,,
ALL,TOKEN,walk,leave,64,44,24,18,True,0.44079906734259566,False,,
ALL,TOKEN,spend,walk,27,13,11,7,True,0.480682373046875,False,,
ALL,TOKEN,walk,take,96,67,31,13,True,0.009559878856634896,False,,
ALL,TOKEN,walk,talk,65,81,23,21,True,0.880395821280672,False,,
ALL,TOKEN,i,a,603,932,38,37,True,1.0,False,,
ALL,TOKEN,a,apologized,227,26,21,9,True,0.042773945257067694,False,,
ALL,TOKEN,as,a,275,296,30,28,True,0.8956832138895906,False,,
ALL,TOKEN,i,allowed,103,30,23,14,True,0.18774155899882317,False,,
ALL,TOKEN,as,allowed,31,12,10,8,True,0.8145294189453125,False,,
ALL,TOKEN,allowed,the,103,161,24,18,True,0.44079906734259566,False,,
ALL,TOKEN,i,asked,867,523,36,30,True,0.5385827752459466,False,,
ALL,TOKEN,apologized,asked,51,90,17,12,True,0.45825831964612007,False,,
ALL,TOKEN,as,asked,361,182,31,21,True,0.21160856876151612,False,,
ALL,TOKEN,asked,the,1411,1469,38,35,True,0.8151212352249976,False,,
ALL,TOKEN,i,began,1493,373,36,30,True,0.5385827752459466,False,,
ALL,TOKEN,began,apologized,87,21,13,13,True,1.0,False,,
ALL,TOKEN,as,began,428,69,33,17,True,0.032839137564268484,False,,
ALL,TOKEN,i,continued,671,145,31,22,True,0.27167916606550335,False,,
ALL,TOKEN,apologized,continued,14,19,9,5,True,0.4239501953125,False,,
ALL,TOKEN,as,continued,217,28,27,15,True,0.08842954698775429,False,,
ALL,TOKEN,the,continued,1215,434,32,30,True,0.8990763136528589,False,,
ALL,TOKEN,did,i,339,398,32,31,True,1.0,False,,
ALL,TOKEN,did,apologized,61,31,15,15,True,1.0,False,,
ALL,TOKEN,as,did,189,101,26,21,True,0.5600646295802106,False,,
ALL,TOKEN,i,gave,1151,459,38,28,True,0.2678116648465871,False,,
ALL,TOKEN,gave,apologized,133,25,14,12,True,0.8450189828872681,False,,
ALL,TOKEN,as,gave,332,143,30,23,True,0.4101027163746913,False,,
ALL,TOKEN,the,gave,2281,1385,36,35,True,1.0,False,,
ALL,TOKEN,i,got,600,392,36,31,True,0.6254068289416483,False,,
ALL,TOKEN,got,apologized,147,70,16,15,True,1.0,False,,
ALL,TOKEN,as,got,199,100,33,17,True,0.032839137564268484,False,,
ALL,TOKEN,the,got,688,821,36,32,True,0.716300760154337,False,,
ALL,TOKEN,had,i,432,454,35,33,True,0.9035973456835127,False,,
ALL,TOKEN,apologized,had,28,163,15,14,True,1.0,False,,
ALL,TOKEN,as,had,98,126,26,21,True,0.5600646295802106,False,,
ALL,TOKEN,he,i,1132,1078,40,37,True,0.8198929037490488,False,,
ALL,TOKEN,he,apologized,276,64,23,17,True,0.42959050784338615,False,,
ALL,TOKEN,as,he,451,258,35,32,True,0.8071946913670247,False,,
ALL,TOKEN,i,apologized,147,17,22,10,True,0.050102459732443094,False,,
ALL,TOKEN,as,i,287,172,33,30,True,0.8013064925040663,False,,
ALL,TOKEN,i,the,1975,369,38,33,True,0.6353076420876663,False,,
ALL,TOKEN,kissed,i,201,203,28,23,True,0.5758493477318467,False,,
ALL,TOKEN,kissed,apologized,41,7,10,7,True,0.629058837890625,False,,
ALL,TOKEN,as,kissed,67,34,18,13,True,0.47312965989112854,False,,
ALL,TOKEN,the,kissed,392,391,33,30,True,0.8013064925040663,False,,
ALL,TOKEN,laid,i,147,106,29,21,True,0.3222363203575469,False,,
ALL,TOKEN,laid,as,25,19,10,6,True,0.454498291015625,False,,
ALL,TOKEN,the,laid,317,365,34,31,True,0.8043170001933984,False,,
ALL,TOKEN,i,lay,67,59,23,18,True,0.5327092552361137,False,,
ALL,TOKEN,as,lay,25,11,11,6,True,0.332305908203125,False,,
ALL,TOKEN,the,lay,176,151,30,27,True,0.7913664277791806,False,,
ALL,TOKEN,i,let,812,308,35,28,True,0.44996253629022254,False,,
ALL,TOKEN,let,apologized,79,19,10,10,True,1.0,False,,
ALL,TOKEN,as,let,327,62,28,13,True,0.027533155829587486,False,,
ALL,TOKEN,let,the,686,1546,36,33,True,0.8099490529189248,False,,
ALL,TOKEN,i,looked,1036,374,34,33,True,1.0,False,,
ALL,TOKEN,looked,apologized,56,13,11,9,True,0.8238029479980469,False,,
ALL,TOKEN,as,looked,253,81,26,17,True,0.2220528201560228,False,,
ALL,TOKEN,the,looked,2256,928,36,35,True,1.0,False,,
ALL,TOKEN,i,offered,383,101,31,24,True,0.4187541882690154,False,,
ALL,TOKEN,apologized,offered,16,10,9,4,True,0.266845703125,False,,
ALL,TOKEN,as,offered,148,37,24,12,True,0.06524533522315325,False,,
ALL,TOKEN,offered,the,337,910,35,34,True,1.0,False,,
ALL,TOKEN,opened,i,229,245,31,27,True,0.6940040940761318,False,,
ALL,TOKEN,as,opened,62,44,16,14,True,0.8555355519056321,False,,
ALL,TOKEN,opened,the,569,485,36,35,True,1.0,False,,
ALL,TOKEN,i,pulled,705,379,35,32,True,0.8071946913670247,False,,
ALL,TOKEN,pulled,apologized,60,8,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,as,pulled,270,91,28,18,True,0.18392482137699062,False,,
ALL,TOKEN,pulled,the,857,1999,38,36,True,0.9075606176124984,False,,
ALL,TOKEN,put,i,719,514,33,33,True,1.0,False,,
ALL,TOKEN,put,apologized,163,5,19,4,True,0.002599477767944336,False,,
ALL,TOKEN,as,put,101,165,22,20,True,0.8776143287523154,False,,
ALL,TOKEN,put,the,1786,814,38,37,True,1.0,False,,
ALL,TOKEN,i,removed,273,79,34,16,True,0.015346677832630107,False,,
ALL,TOKEN,as,removed,35,18,15,8,True,0.21003961563110352,False,,
ALL,TOKEN,removed,the,245,381,31,29,True,0.8974218269914307,False,,
ALL,TOKEN,i,said,822,959,38,37,True,1.0,False,,
ALL,TOKEN,apologized,said,88,142,19,18,True,1.0,False,,
ALL,TOKEN,as,said,389,327,33,31,True,0.9006532462520334,False,,
ALL,TOKEN,said,the,2463,1843,38,36,True,0.9075606176124984,False,,
ALL,TOKEN,i,sat,541,350,32,31,True,1.0,False,,
ALL,TOKEN,sat,apologized,56,7,10,7,True,0.629058837890625,False,,
ALL,TOKEN,as,sat,149,87,24,18,True,0.44079906734259566,False,,
ALL,TOKEN,sat,the,1012,1286,35,34,True,1.0,False,,
ALL,TOKEN,i,showed,111,75,26,17,True,0.2220528201560228,False,,
ALL,TOKEN,showed,apologized,18,9,5,5,True,1.0,False,,
ALL,TOKEN,as,showed,49,14,15,9,True,0.30745625495910645,False,,
ALL,TOKEN,showed,the,230,296,35,31,True,0.7122308826373509,False,,
ALL,TOKEN,i,spread,84,25,20,13,True,0.296206368599087,False,,
ALL,TOKEN,as,spread,11,6,7,6,True,1.0,False,,
ALL,TOKEN,the,spread,175,79,27,25,True,0.8898839652765371,False,,
ALL,TOKEN,i,started,893,410,36,32,True,0.716300760154337,False,,
ALL,TOKEN,started,apologized,96,28,15,15,True,1.0,False,,
ALL,TOKEN,as,started,254,93,32,19,True,0.09191454981585423,False,,
ALL,TOKEN,started,the,988,1967,36,36,True,1.0,False,,
ALL,TOKEN,i,then,1424,455,37,34,True,0.8125886494061619,False,,
ALL,TOKEN,apologized,then,105,155,17,15,True,0.860050065908581,False,,
ALL,TOKEN,as,then,645,117,34,20,True,0.0759047294891014,False,,
ALL,TOKEN,told,i,919,417,35,33,True,0.9035973456835127,False,,
ALL,TOKEN,told,apologized,206,28,22,13,True,0.175465248990804,False,,
ALL,TOKEN,as,told,147,272,29,28,True,1.0,False,,
ALL,TOKEN,told,the,2264,744,38,33,True,0.6353076420876663,False,,
ALL,TOKEN,i,took,1117,518,37,30,True,0.46381761789686937,False,,
ALL,TOKEN,took,apologized,114,16,16,9,True,0.2295229434967041,False,,
ALL,TOKEN,as,took,287,128,28,19,True,0.24296021728332556,False,,
ALL,TOKEN,took,the,1270,2111,37,37,True,1.0,False,,
ALL,TOKEN,was,i,781,901,36,36,True,1.0,False,,
ALL,TOKEN,was,apologized,205,37,21,16,True,0.5113757815852296,False,,
ALL,TOKEN,as,was,222,241,32,25,True,0.42704285650325524,False,,
ALL,TOKEN,with,i,119,94,28,24,True,0.6778086391424605,False,,
ALL,TOKEN,as,with,90,38,20,15,True,0.4995598332025112,False,,
ALL,TOKEN,work,check,53,10,21,9,True,0.042773945257067694,False,,
ALL,TOKEN,write,check,227,96,29,27,True,0.8938530948350216,False,,
ALL,TOKEN,work,create,54,13,20,8,True,0.03569813817739487,False,,
ALL,TOKEN,write,create,58,29,19,13,True,0.37708558747544885,False,,
ALL,TOKEN,work,do,144,64,31,22,True,0.27167916606550335,False,,
ALL,TOKEN,write,do,319,265,36,33,True,0.8099490529189248,False,,
ALL,TOKEN,work,get,71,94,23,22,True,1.0,False,,
ALL,TOKEN,get,write,446,194,36,35,True,1.0,False,,
ALL,TOKEN,work,go,75,68,25,22,True,0.7708669945730263,False,,
ALL,TOKEN,go,write,486,173,34,30,True,0.7079807541347641,False,,
ALL,TOKEN,work,look,98,45,27,19,True,0.3019956131896606,False,,
ALL,TOKEN,look,write,173,282,32,32,True,1.0,False,,
ALL,TOKEN,work,make,109,63,26,21,True,0.5600646295802106,False,,
ALL,TOKEN,make,write,212,192,30,29,True,1.0,False,,
ALL,TOKEN,play,work,33,25,13,11,True,0.8388197422027588,False,,
ALL,TOKEN,play,write,51,16,21,7,True,0.012540951371192932,False,,
ALL,TOKEN,post,work,16,6,7,5,True,0.7744140625,False,,
ALL,TOKEN,post,write,131,6,27,5,True,0.00011307420209050179,False,,
ALL,TOKEN,work,read,22,16,10,9,True,1.0,False,,
ALL,TOKEN,read,write,118,35,29,16,True,0.07245426016254441,False,,
ALL,TOKEN,work,search,20,21,10,7,True,0.629058837890625,False,,
ALL,TOKEN,search,write,13,13,7,7,True,1.0,False,,
ALL,TOKEN,work,send,89,43,29,19,True,0.19341265286193737,False,,
ALL,TOKEN,send,write,102,113,29,26,True,0.7877061896700431,False,,
ALL,TOKEN,work,talk,125,35,29,15,True,0.048766765904474596,False,,
ALL,TOKEN,write,talk,297,109,33,27,True,0.5189580031896519,False,,
ALL,TOKEN,think,work,47,75,21,19,True,0.8746293123804207,False,,
ALL,TOKEN,think,write,247,104,35,26,True,0.30567741986311836,False,,
ALL,TOKEN,work,use,74,29,23,13,True,0.13249816396273675,False,,
ALL,TOKEN,use,write,257,129,29,26,True,0.7877061896700431,False,,
ALL,TOKEN,watch,work,15,2,9,2,True,0.0654296875,False,,
ALL,TOKEN,watch,write,17,6,12,3,True,0.03515625,False,,
ALL,TOKEN,attack,take,45,18,22,8,True,0.016124801710247997,False,,
ALL,TOKEN,do,remove,50,43,19,18,True,1.0,False,,
ALL,TOKEN,eat,remove,19,7,11,3,True,0.057373046875,False,,
ALL,TOKEN,enter,take,43,30,21,14,True,0.31050465907901537,False,,
ALL,TOKEN,feel,remove,30,15,15,12,True,0.7011080384254456,False,,
ALL,TOKEN,fuck,remove,32,0,15,0,False,6.103515625e-05,False,,
ALL,TOKEN,fuck,take,188,1,30,1,True,2.9802322387695312e-08,True,,
ALL,TOKEN,get,remove,93,37,25,15,True,0.1538599441628321,False,,
ALL,TOKEN,remove,give,53,42,21,17,True,0.6271025701571489,False,,
ALL,TOKEN,go,remove,82,32,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,go,take,735,93,36,23,True,0.11747735024505848,False,,
ALL,TOKEN,have,remove,108,46,26,24,True,0.887724827340783,False,,
ALL,TOKEN,have,take,1398,260,37,33,True,0.7202027723528612,False,,
ALL,TOKEN,lick,remove,25,4,15,4,True,0.0192108154296875,False,,
ALL,TOKEN,lick,take,71,9,24,5,True,0.0005461126565933228,False,,
ALL,TOKEN,remove,make,38,54,22,19,True,0.755228657504631,False,,
ALL,TOKEN,make,take,375,220,32,28,True,0.6988834276200058,False,,
ALL,TOKEN,remove,move,38,45,19,16,True,0.735878800856881,False,,
ALL,TOKEN,play,remove,19,13,13,9,True,0.5234670639038086,False,,
ALL,TOKEN,push,remove,14,7,11,6,True,0.332305908203125,False,,
ALL,TOKEN,push,take,66,43,23,17,True,0.42959050784338615,False,,
ALL,TOKEN,put,remove,49,10,19,9,True,0.08715855330228806,False,,
ALL,TOKEN,slowly,remove,12,10,9,8,True,1.0,False,,
ALL,TOKEN,take,slowly,25,30,13,11,True,0.8388197422027588,False,,
ALL,TOKEN,tear,remove,17,1,10,1,True,0.01171875,False,,
ALL,TOKEN,tear,take,68,44,18,16,True,0.8641662404406816,False,,
ALL,TOKEN,take,thrust,12,10,9,7,True,0.803619384765625,False,,
ALL,TOKEN,touch,remove,13,12,9,7,True,0.803619384765625,False,,
ALL,TOKEN,touch,take,31,26,13,9,True,0.5234670639038086,False,,
ALL,TOKEN,work,remove,33,10,15,5,True,0.04138946533203125,False,,
ALL,TOKEN,work,take,181,38,34,16,True,0.015346677832630107,False,,
ALL,TOKEN,beat,explore,24,3,9,2,True,0.0654296875,False,,
ALL,TOKEN,beat,kiss,27,12,15,8,True,0.21003961563110352,False,,
ALL,TOKEN,beat,touch,9,6,8,5,True,0.5810546875,False,,
ALL,TOKEN,kiss,clean,22,4,11,4,True,0.11846923828124999,False,,
ALL,TOKEN,cut,explore,61,2,20,2,True,0.00012111663818359375,False,,
ALL,TOKEN,touch,cut,11,9,7,6,True,1.0,False,,
ALL,TOKEN,dance,explore,27,7,11,4,True,0.11846923828124999,False,,
ALL,TOKEN,kiss,dance,46,12,18,5,True,0.010622024536132812,False,,
ALL,TOKEN,touch,dance,13,15,9,7,True,0.803619384765625,False,,
ALL,TOKEN,do,explore,222,12,24,4,True,0.00017999112606048584,False,,
ALL,TOKEN,kiss,do,65,65,21,16,True,0.5113757815852296,False,,
ALL,TOKEN,do,touch,70,28,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,eat,explore,122,5,21,3,True,0.0002771615982055664,False,,
ALL,TOKEN,eat,kiss,36,24,16,9,True,0.2295229434967041,False,,
ALL,TOKEN,eat,touch,50,16,21,6,True,0.005924612283706665,False,,
ALL,TOKEN,feel,explore,92,2,22,2,True,3.5881996154785156e-05,False,,
ALL,TOKEN,kiss,feel,70,32,28,11,True,0.009475304279476404,False,,
ALL,TOKEN,touch,feel,27,24,13,11,True,0.8388197422027588,False,,
ALL,TOKEN,fuck,explore,115,1,21,1,True,1.0967254638671875e-05,False,,
ALL,TOKEN,fuck,kiss,102,7,22,3,True,0.00015652179718017578,False,,
ALL,TOKEN,fuck,touch,102,0,21,0,False,9.5367431640625e-07,False,,
ALL,TOKEN,get,explore,325,15,23,5,True,0.0009122341871261597,False,,
ALL,TOKEN,kiss,get,94,60,21,18,True,0.7492586247608418,False,,
ALL,TOKEN,get,touch,83,46,18,13,True,0.47312965989112854,False,,
ALL,TOKEN,give,explore,225,7,27,4,True,3.39532271027565e-05,False,,
ALL,TOKEN,kiss,give,99,37,21,12,True,0.16275565745308995,False,,
ALL,TOKEN,give,touch,50,24,17,10,True,0.24778856337070465,False,,
ALL,TOKEN,go,explore,296,8,26,6,True,0.0005350527353584766,False,,
ALL,TOKEN,kiss,go,71,53,23,18,True,0.5327092552361137,False,,
ALL,TOKEN,go,touch,77,39,19,18,True,1.0,False,,
ALL,TOKEN,have,explore,405,18,25,6,True,0.0008779102936387062,False,,
ALL,TOKEN,have,kiss,92,58,18,11,True,0.26493089646101,False,,
ALL,TOKEN,have,touch,102,29,23,8,True,0.010673840530216694,False,,
ALL,TOKEN,lick,explore,55,5,18,3,True,0.0014896392822265625,False,,
ALL,TOKEN,lick,kiss,41,7,18,5,True,0.010622024536132812,False,,
ALL,TOKEN,lick,touch,55,4,19,2,True,0.00022125244140625,False,,
ALL,TOKEN,look,explore,98,6,19,2,True,0.00022125244140625,False,,
ALL,TOKEN,kiss,look,40,32,17,10,True,0.24778856337070465,False,,
ALL,TOKEN,look,touch,45,15,18,11,True,0.26493089646101,False,,
ALL,TOKEN,make,explore,143,10,21,6,True,0.005924612283706665,False,,
