a,b,cos,jaccard,n_a,n_b,open_a,open_b
framenet:Perception_active,wordnet:perception,0.016160130500793457,0.15555555555555556,24,28,1.0,1.0
framenet:Body_movement,verbnet:amuse,0.01619875431060791,0.06451612903225806,47,52,1.0,0.9807692307692307
framenet:Body_movement,induced:locomotion_posture,0.01620042324066162,0.008849557522123894,47,67,1.0,1.0
framenet:Cotheme,verbnet:chase,0.016201794147491455,0.47058823529411764,17,8,1.0,1.0
rid:need,verbnet:amuse,0.016209185123443604,0.0,70,52,1.0,0.9807692307692307
rid:icarian_imagery,usas:A1.1.2,0.01621025800704956,0.0,101,32,0.9900990099009901,1.0
framenet:Path_shape,verbnet:escape,0.016215801239013672,0.20512820512820512,18,29,1.0,1.0
rid:restraint,usas:A9,0.016215801239013672,0.038834951456310676,37,70,0.972972972972973,0.9285714285714286
rid:temporal_references,wordnet:unassigned,0.016246438026428223,0.05442176870748299,35,120,0.7714285714285715,0.4583333333333333
usas:M2,verbnet:other_cos,0.016253948211669922,0.007874015748031496,89,39,1.0,1.0
framenet:Placing,verbnet:put,0.01625925302505493,0.1951219512195122,34,15,1.0,1.0
framenet:Placing,verbnet:other_cos,0.01632559299468994,0.0,34,39,1.0,1.0
gi_primary:TimeSpc,usas:Z5,0.01633310317993164,0.10909090909090909,77,45,0.6363636363636364,0.2222222222222222
rid:aggression,wordnet:change,0.01633894443511963,0.008547008547008548,83,35,0.9879518072289156,0.9714285714285714
verbnet:nonverbal_expression,wordnet:contact,0.016345083713531494,0.0,22,119,1.0,1.0
framenet:Attaching,wordnet:contact,0.0163571834564209,0.0390625,14,119,1.0,1.0
rid:sensation,usas:A1.7,0.01636427640914917,0.0,112,20,1.0,1.0
framenet:Manipulation,verbnet:run,0.016391754150390625,0.0,38,34,1.0,1.0
rid:icarian_imagery,usas:A10,0.01639413833618164,0.014492753623188406,101,39,0.9900990099009901,1.0
framenet:Statement,rid:instrumental_behavior,0.016405999660491943,0.013888888888888888,54,92,1.0,0.9891304347826086
framenet:Placing,verbnet:braid,0.016408801078796387,0.12195121951219512,34,12,1.0,1.0
framenet:Communication_noise,wordnet:body,0.016435444355010986,0.02127659574468085,27,21,1.0,1.0
induced:contact_care,verbnet:tape,0.016440629959106445,0.0,18,14,1.0,1.0
rid:regressive_cognition,verbnet:amuse,0.016446053981781006,0.011904761904761904,118,52,0.8813559322033898,0.9807692307692307
framenet:Perception_active,verbnet:peer,0.016470491886138916,0.3333333333333333,24,16,1.0,1.0
framenet:Cause_harm,verbnet:amuse,0.016484975814819336,0.0898876404494382,45,52,1.0,0.9807692307692307
framenet:Cause_harm,usas:A1.1.1,0.01649153232574463,0.030534351145038167,45,90,1.0,0.9444444444444444
rid:social_behavior,usas:A10,0.016536831855773926,0.0,134,39,1.0,1.0
rid:defensive_symbolization,verbnet:run,0.01656097173690796,0.02197802197802198,59,34,1.0,1.0
induced:perception_cognition,rid:sensation,0.016569316387176514,0.07333333333333333,49,112,1.0,1.0
rid:social_behavior,usas:A1.1.1,0.016572296619415283,0.013574660633484163,134,90,1.0,0.9444444444444444
induced:object_handling,verbnet:tape,0.016608357429504395,0.043859649122807015,105,14,1.0,1.0
rid:sensation,verbnet:get,0.016621053218841553,0.0,112,30,1.0,1.0
rid:icarian_imagery,verbnet:run,0.01663804054260254,0.038461538461538464,101,34,0.9900990099009901,1.0
rid:defensive_symbolization,usas:A1.7,0.01663970947265625,0.01282051282051282,59,20,1.0,1.0
rid:defensive_symbolization,usas:A1.1.2,0.016644537448883057,0.02247191011235955,59,32,1.0,1.0
gi_primary:Negativ,verbnet:amuse,0.016645193099975586,0.08071748878923767,189,52,0.9894179894179894,0.9807692307692307
gi_primary:Solve,rid:abstraction,0.016673147678375244,0.175,73,68,0.958904109589041,0.9558823529411765
induced:procedural_operation,usas:A9,0.016689300537109375,0.03389830508474576,52,70,1.0,0.9285714285714286
induced:object_handling,wordnet:possession,0.016697585582733154,0.007352941176470588,105,32,1.0,0.90625
usas:A1.1.2,wordnet:motion,0.016704559326171875,0.008333333333333333,32,89,1.0,1.0
framenet:Cause_harm,wordnet:contact,0.016705989837646484,0.08609271523178808,45,119,1.0,1.0
rid:aggression,verbnet:judgement,0.01671069860458374,0.05,83,22,0.9879518072289156,1.0
induced:object_handling,usas:M1,0.016715705394744873,0.018691588785046728,105,113,1.0,0.9911504424778761
usas:M1,verbnet:appear,0.01674264669418335,0.029411764705882353,113,27,0.9911504424778761,1.0
induced:locomotion_posture,usas:A1.1.1,0.01674795150756836,0.00641025641025641,67,90,1.0,0.9444444444444444
framenet:Placing,verbnet:run,0.016771137714385986,0.0,34,34,1.0,1.0
induced:procedural_operation,rid:instrumental_behavior,0.016786396503448486,0.043478260869565216,52,92,1.0,0.9891304347826086
rid:icarian_imagery,usas:E3,0.01680445671081543,0.0,101,35,0.9900990099009901,1.0
induced:procedural_operation,wordnet:motion,0.016820073127746582,0.029197080291970802,52,89,1.0,1.0
framenet:Scrutiny,usas:X2.4,0.01687401533126831,0.1388888888888889,18,23,1.0,1.0
framenet:Manipulation,rid:defensive_symbolization,0.01688086986541748,0.0,38,59,1.0,1.0
verbnet:nonverbal_expression,wordnet:body,0.016896426677703857,0.16216216216216217,22,21,1.0,1.0
framenet:Placing,usas:A1.1.1,0.016917049884796143,0.01639344262295082,34,90,1.0,0.9444444444444444
gi_primary:Ovrst,rid:temporal_references,0.01693880558013916,0.1134020618556701,73,35,0.7534246575342466,0.7714285714285715
induced:object_handling,wordnet:social,0.016939401626586914,0.023076923076923078,105,28,1.0,0.9642857142857143
framenet:Self_motion,verbnet:calibratable_cos,0.01694267988204956,0.07317073170731707,68,20,1.0,1.0
rid:restraint,usas:A1.7,0.016967952251434326,0.05555555555555555,37,20,0.972972972972973,1.0
induced:property_damage,wordnet:body,0.016968727111816406,0.0,16,21,1.0,1.0
induced:object_handling,verbnet:judgement,0.016974568367004395,0.0,105,22,1.0,1.0
verbnet:put,wordnet:contact,0.016976356506347656,0.046875,15,119,1.0,1.0
usas:A9,wordnet:social,0.01698625087738037,0.031578947368421054,70,28,0.9285714285714286,0.9642857142857143
framenet:Scrutiny,verbnet:investigate,0.016990959644317627,0.25,18,12,1.0,1.0
usas:A10,verbnet:amuse,0.016997039318084717,0.0,39,52,1.0,0.9807692307692307
usas:A1.7,wordnet:motion,0.01699817180633545,0.0,20,89,1.0,1.0
verbnet:calibratable_cos,wordnet:motion,0.017053544521331787,0.04807692307692308,20,89,1.0,1.0
induced:object_handling,usas:A1.1.2,0.01705878973007202,0.0,105,32,1.0,1.0
verbnet:send,wordnet:motion,0.017076492309570312,0.00980392156862745,14,89,1.0,1.0
rid:social_behavior,usas:S7.1,0.017100274562835693,0.0,134,24,1.0,0.9583333333333334
induced:locomotion_posture,verbnet:escape,0.01710742712020874,0.12941176470588237,67,29,1.0,1.0
induced:procedural_operation,verbnet:judgement,0.017110168933868408,0.0136986301369863,52,22,1.0,1.0
gi_primary:Space,rid:regressive_cognition,0.017132937908172607,0.20382165605095542,71,118,0.7183098591549296,0.8813559322033898
induced:procedural_operation,rid:defensive_symbolization,0.017144858837127686,0.01834862385321101,52,59,1.0,1.0
rid:regressive_cognition,usas:B1,0.017159700393676758,0.08387096774193549,118,50,0.8813559322033898,1.0
induced:locomotion_posture,wordnet:perception,0.017183125019073486,0.0,67,28,1.0,1.0
induced:nonverbal_expression,wordnet:contact,0.01719146966934204,0.0,18,119,1.0,1.0
framenet:Placing,wordnet:communication,0.01724904775619507,0.0,34,68,1.0,0.9705882352941176
verbnet:judgement,wordnet:contact,0.01725757122039795,0.0,22,119,1.0,1.0
induced:transfer_possession,wordnet:social,0.017258286476135254,0.05555555555555555,29,28,1.0,0.9642857142857143
framenet:Cause_harm,rid:sensation,0.017264366149902344,0.012903225806451613,45,112,1.0,1.0
rid:icarian_imagery,usas:B1,0.01727837324142456,0.0,101,50,0.9900990099009901,1.0
gi_primary:Weak,verbnet:amuse,0.017298460006713867,0.0410958904109589,100,52,0.96,0.9807692307692307
usas:M1,wordnet:contact,0.017301321029663086,0.0,113,119,0.9911504424778761,1.0
framenet:Filling,wordnet:motion,0.01731741428375244,0.009345794392523364,19,89,1.0,1.0
verbnet:fill,wordnet:contact,0.017324447631835938,0.007633587786259542,13,119,1.0,1.0
induced:object_handling,usas:A10,0.017352163791656494,0.02857142857142857,105,39,1.0,1.0
induced:procedural_operation,wordnet:creation,0.017359435558319092,0.11475409836065574,52,16,1.0,1.0
usas:Q2.2,verbnet:contribute,0.017381668090820312,0.01639344262295082,103,21,1.0,1.0
rid:regressive_cognition,verbnet:butter,0.017391741275787354,0.0072992700729927005,118,20,0.8813559322033898,1.0
framenet:Performers_and_roles,usas:A3,0.01741248369216919,0.5714285714285714,12,10,0.3333333333333333,0.2
gi_primary:Hostile,verbnet:amuse,0.017428338527679443,0.08670520231213873,136,52,0.9926470588235294,0.9807692307692307
framenet:Cause_harm,usas:M2,0.017428696155548096,0.007518796992481203,45,89,1.0,1.0
induced:locomotion_posture,verbnet:other_cos,0.017455101013183594,0.009523809523809525,67,39,1.0,1.0
framenet:Self_motion,rid:need,0.017470061779022217,0.0,68,70,1.0,1.0
usas:A1.1.1,verbnet:appear,0.017498552799224854,0.035398230088495575,90,27,0.9444444444444444,1.0
induced:procedural_operation,rid:restraint,0.017500579357147217,0.03488372093023256,52,37,1.0,0.972972972972973
framenet:Scrutiny,verbnet:peer,0.01750582456588745,0.0967741935483871,18,16,1.0,1.0
framenet:Self_motion,induced:bodily_violence,0.01750868558883667,0.0,68,26,1.0,1.0
usas:A10,wordnet:change,0.01752150058746338,0.027777777777777776,39,35,1.0,0.9714285714285714
framenet:Placing,verbnet:fill,0.017527341842651367,0.021739130434782608,34,13,1.0,1.0
framenet:Attaching,induced:object_handling,0.017535626888275146,0.017094017094017096,14,105,1.0,1.0
rid:social_behavior,verbnet:characterize,0.017545998096466064,0.0196078431372549,134,22,1.0,1.0
rid:social_behavior,usas:S8,0.017587900161743164,0.04697986577181208,134,22,1.0,1.0
verbnet:tape,wordnet:motion,0.01758795976638794,0.0,14,89,1.0,1.0
rid:instrumental_behavior,wordnet:cognition,0.01759856939315796,0.018691588785046728,92,17,0.9891304347826086,1.0
induced:locomotion_posture,usas:M2,0.017615199089050293,0.0196078431372549,67,89,1.0,1.0
rid:need,verbnet:crane,0.017689526081085205,0.0,70,25,1.0,1.0
framenet:Manipulation,usas:A1.1.1,0.01775062084197998,0.007874015748031496,38,90,1.0,0.9444444444444444
induced:locomotion_posture,rid:aggression,0.01777571439743042,0.0,67,83,1.0,0.9879518072289156
rid:sensation,verbnet:run,0.017781734466552734,0.0,112,34,1.0,1.0
rid:instrumental_behavior,verbnet:amuse,0.01780158281326294,0.02127659574468085,92,52,0.9891304347826086,0.9807692307692307
induced:procedural_operation,wordnet:possession,0.01782667636871338,0.05,52,32,1.0,0.90625
rid:restraint,verbnet:amuse,0.017827153205871582,0.0,37,52,0.972972972972973,0.9807692307692307
rid:restraint,wordnet:contact,0.017839372158050537,0.02631578947368421,37,119,0.972972972972973,1.0
framenet:Communication_noise,induced:locomotion_posture,0.017872154712677002,0.0,27,67,1.0,1.0
rid:need,usas:M2,0.017885982990264893,0.0,70,89,1.0,1.0
usas:A1.7,wordnet:change,0.01788926124572754,0.018518518518518517,20,35,1.0,0.9714285714285714
framenet:Self_motion,wordnet:communication,0.01789271831512451,0.007407407407407408,68,68,1.0,0.9705882352941176
rid:restraint,wordnet:motion,0.017893612384796143,0.016129032258064516,37,89,0.972972972972973,1.0
framenet:Self_motion,verbnet:amuse,0.017894506454467773,0.008403361344537815,68,52,1.0,0.9807692307692307
gi_primary:Undrst,wordnet:unassigned,0.017897963523864746,0.0392156862745098,39,120,0.717948717948718,0.4583333333333333
usas:A1.7,verbnet:other_cos,0.017914950847625732,0.017241379310344827,20,39,1.0,1.0
framenet:Perception_active,wordnet:motion,0.01792752742767334,0.0,24,89,1.0,1.0
rid:sensation,verbnet:peer,0.01792961359024048,0.0847457627118644,112,16,1.0,1.0
framenet:Filling,rid:sensation,0.01795285940170288,0.015503875968992248,19,112,1.0,1.0
induced:bodily_violence,wordnet:motion,0.017963409423828125,0.017699115044247787,26,89,1.0,1.0
verbnet:spray,wordnet:contact,0.01796478033065796,0.047244094488188976,14,119,1.0,1.0
usas:A1.1.1,verbnet:butter,0.017966270446777344,0.009174311926605505,90,20,0.9444444444444444,1.0
induced:object_handling,wordnet:body,0.01796722412109375,0.03278688524590164,105,21,1.0,1.0
verbnet:animal_sounds,wordnet:motion,0.01797628402709961,0.0,18,89,1.0,1.0
framenet:Manipulation,rid:need,0.017989158630371094,0.058823529411764705,38,70,1.0,1.0
framenet:Cause_harm,verbnet:break,0.017996549606323242,0.08928571428571429,45,16,1.0,1.0
usas:E3,verbnet:other_cos,0.01799720525741577,0.0,35,39,1.0,1.0
rid:aggression,verbnet:get,0.01802206039428711,0.018018018018018018,83,30,0.9879518072289156,1.0
induced:contact_care,verbnet:nonverbal_expression,0.01802349090576172,0.0,18,22,1.0,1.0
rid:social_behavior,verbnet:judgement,0.018036365509033203,0.04,134,22,1.0,1.0
induced:object_handling,rid:restraint,0.018060386180877686,0.02158273381294964,105,37,1.0,0.972972972972973
framenet:Attaching,verbnet:spray,0.018060922622680664,0.0,14,14,1.0,1.0
induced:procedural_operation,usas:A1.7,0.01806098222732544,0.02857142857142857,52,20,1.0,1.0
induced:bodily_violence,verbnet:crane,0.01807570457458496,0.02,26,25,1.0,1.0
rid:restraint,verbnet:other_cos,0.01808065176010132,0.013333333333333334,37,39,0.972972972972973,1.0
rid:restraint,verbnet:crane,0.018106460571289062,0.01639344262295082,37,25,0.972972972972973,1.0
rid:defensive_symbolization,usas:S7.1,0.01812499761581421,0.0,59,24,1.0,0.9583333333333334
framenet:Self_motion,rid:expressive_behavior,0.01812499761581421,0.02247191011235955,68,23,1.0,1.0
framenet:Placing,rid:aggression,0.018141210079193115,0.0,34,83,1.0,0.9879518072289156
usas:Q2.2,wordnet:change,0.018154263496398926,0.0,103,35,1.0,0.9714285714285714
rid:restraint,verbnet:get,0.0181809663772583,0.046875,37,30,0.972972972972973,1.0
framenet:Placing,usas:A1.7,0.018181800842285156,0.0,34,20,1.0,1.0
rid:sensation,verbnet:butter,0.018185555934906006,0.0,112,20,1.0,1.0
induced:object_handling,verbnet:braid,0.018188536167144775,0.008620689655172414,105,12,1.0,1.0
usas:M1,verbnet:run,0.018192529678344727,0.12213740458015267,113,34,0.9911504424778761,1.0
rid:restraint,wordnet:change,0.018193840980529785,0.0,37,35,0.972972972972973,0.9714285714285714
gi_primary:TimeSpc,rid:temporal_references,0.018204569816589355,0.16666666666666666,77,35,0.6363636363636364,0.7714285714285715
induced:contact_care,verbnet:spray,0.01820582151412964,0.0,18,14,1.0,1.0
verbnet:get,wordnet:motion,0.018231749534606934,0.0,30,89,1.0,1.0
framenet:Removing,induced:object_handling,0.018236160278320312,0.008333333333333333,16,105,1.0,1.0
framenet:Perception_active,induced:perception_cognition,0.018243074417114258,0.10606060606060606,24,49,1.0,1.0
induced:perception_cognition,rid:social_behavior,0.018244504928588867,0.0,49,134,1.0,1.0
framenet:Removing,wordnet:contact,0.018255889415740967,0.007462686567164179,16,119,1.0,1.0
gi_primary:EnlTot,rid:abstraction,0.018256425857543945,0.11931818181818182,129,68,0.9844961240310077,0.9558823529411765
induced:object_handling,rid:instrumental_behavior,0.018262088298797607,0.047872340425531915,105,92,1.0,0.9891304347826086
rid:need,usas:B5,0.01829683780670166,0.02197802197802198,70,23,1.0,1.0
rid:regressive_cognition,usas:S7.1,0.018312036991119385,0.028985507246376812,118,24,0.8813559322033898,0.9583333333333334
rid:sensation,verbnet:judgement,0.018314123153686523,0.0,112,22,1.0,1.0
usas:A10,verbnet:get,0.01831960678100586,0.0,39,30,1.0,1.0
induced:entity_noun,rid:regressive_cognition,0.018319785594940186,0.07534246575342465,39,118,1.0,0.8813559322033898
rid:defensive_symbolization,wordnet:communication,0.018329262733459473,0.016,59,68,1.0,0.9705882352941176
induced:speech_act,verbnet:judgement,0.01833873987197876,0.016666666666666666,39,22,1.0,1.0
verbnet:animal_sounds,wordnet:contact,0.018346548080444336,0.0,18,119,1.0,1.0
induced:object_handling,verbnet:spray,0.01836949586868286,0.0625,105,14,1.0,1.0
usas:Q2.1,verbnet:say,0.018381118774414062,0.13725490196078433,33,25,1.0,1.0
gi_primary:Ovrst,induced:grammatical_function,0.01838129758834839,0.07453416149068323,73,100,0.7534246575342466,0.42
rid:aggression,verbnet:build,0.018411457538604736,0.0,83,26,0.9879518072289156,1.0
rid:restraint,usas:S8,0.018427371978759766,0.03508771929824561,37,22,0.972972972972973,1.0
rid:abstraction,verbnet:conjecture,0.01843041181564331,0.05813953488372093,68,23,0.9558823529411765,1.0
induced:procedural_operation,usas:A10,0.01844310760498047,0.0,52,39,1.0,1.0
rid:aggression,verbnet:run,0.01844489574432373,0.0,83,34,0.9879518072289156,1.0
induced:object_handling,verbnet:get,0.01844930648803711,0.0,105,30,1.0,1.0
framenet:Scrutiny,induced:perception_cognition,0.01848006248474121,0.06349206349206349,18,49,1.0,1.0
framenet:Body_movement,induced:bodily_violence,0.01848423480987549,0.0,47,26,1.0,1.0
rid:aggression,verbnet:battle,0.018485724925994873,0.09090909090909091,83,13,0.9879518072289156,1.0
induced:process_event,wordnet:body,0.018503546714782715,0.12903225806451613,14,21,1.0,1.0
verbnet:escape,wordnet:motion,0.018517673015594482,0.102803738317757,29,89,1.0,1.0
gi_primary:Object,induced:entity_noun,0.01852184534072876,0.058394160583941604,106,39,0.9905660377358491,1.0
verbnet:run,wordnet:body,0.018559932708740234,0.0,34,21,1.0,1.0
gi_primary:Weak,usas:M2,0.01857900619506836,0.05,100,89,0.96,1.0
induced:procedural_operation,rid:sensation,0.018599987030029297,0.0,52,112,1.0,1.0
framenet:Filling,usas:A1.1.1,0.018611431121826172,0.05825242718446602,19,90,1.0,0.9444444444444444
rid:regressive_cognition,verbnet:other_cos,0.018612980842590332,0.026143790849673203,118,39,0.8813559322033898,1.0
rid:defensive_symbolization,verbnet:get,0.01861947774887085,0.011363636363636364,59,30,1.0,1.0
framenet:Self_motion,verbnet:animal_sounds,0.018619656562805176,0.0,68,18,1.0,1.0
induced:object_handling,verbnet:build,0.018626391887664795,0.03968253968253968,105,26,1.0,1.0
framenet:Scrutiny,wordnet:communication,0.018633723258972168,0.0,18,68,1.0,0.9705882352941176
framenet:Self_motion,wordnet:body,0.018645644187927246,0.0,68,21,1.0,1.0
rid:icarian_imagery,verbnet:get,0.01864856481552124,0.0,101,30,0.9900990099009901,1.0
induced:nonverbal_expression,usas:O4.1,0.01864922046661377,0.03125,18,15,1.0,1.0
