language,prompt,prompt_id,domain,source,finding,scale,scale_family,n_words,mean_p_base,mean_p_aligned,mean_net,rho_partial,p_perm,null_mean,null_sd,z_vs_null,significant
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,concreteness,coder,159,0.006643881480296179,0.006985823712363198,-0.018867924528301886,-0.18734,0.02349,-0.00804,0.10281,-1.744,1
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,valence_extremity,coder,159,0.006643881480296179,0.006985823712363198,-0.018867924528301886,0.00606,0.93703,0.01867,0.04706,-0.268,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,charge_extremity,coder,159,0.006643881480296179,0.006985823712363198,-0.018867924528301886,-0.04881,0.52774,-0.00361,0.08417,-0.537,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,concreteness_extremity,coder,159,0.006643881480296179,0.006985823712363198,-0.018867924528301886,-0.22396,0.004,-0.0426,0.06067,-2.989,1
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_valence,norm,147,0.006641479986339426,0.007111944579532548,-0.05442176870748299,0.04676,0.58371,0.00915,0.0844,0.446,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_arousal,norm,147,0.006641479986339426,0.007111944579532548,-0.05442176870748299,-0.01814,0.83908,0.00908,0.07154,-0.381,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_dominance,norm,147,0.006641479986339426,0.007111944579532548,-0.05442176870748299,0.14278,0.09795,-0.00575,0.11701,1.269,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_concreteness,norm,158,0.006668621632614121,0.0070098602307598545,-0.0189873417721519,-0.11356,0.14593,0.00977,0.07783,-1.585,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_valence_extremity,norm,147,0.006641479986339426,0.007111944579532548,-0.05442176870748299,-0.03726,0.64718,-0.01365,0.12311,-0.192,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_arousal_extremity,norm,147,0.006641479986339426,0.007111944579532548,-0.05442176870748299,0.05165,0.53023,-0.06743,0.06442,1.849,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_dominance_extremity,norm,147,0.006641479986339426,0.007111944579532548,-0.05442176870748299,0.12738,0.11744,-0.00509,0.02802,4.728,0
en,He was so furious with the prisoner he wanted to,e2_prisoner_M,violence,SETE,F13,n_concreteness_extremity,norm,158,0.006668621632614121,0.0070098602307598545,-0.0189873417721519,-0.1418,0.07996,0.0137,0.05804,-2.679,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,vulgarity,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,-0.01923,0.7951,0.0747,0.07658,-1.227,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,register_level,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,0.08947,0.16292,-0.00401,0.04355,2.146,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,transgressiveness,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,-0.01543,0.7926,-0.07734,0.04751,1.303,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,charge,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,0.07973,0.22739,0.01464,0.07414,0.878,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,valence,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,-0.07894,0.22189,0.00852,0.07893,-1.108,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,bodily_harm,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,-0.07899,0.21539,0.03781,0.07361,-1.587,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,concreteness,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,-0.09358,0.15342,-0.01266,0.04643,-1.743,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,valence_extremity,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,0.0906,0.16892,-0.00587,0.02857,3.377,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,charge_extremity,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,0.12883,0.05747,-0.01938,0.07231,2.05,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,concreteness_extremity,coder,230,0.0054466125204074055,0.006527181102357578,-0.3521739130434783,-0.00096,0.98601,-0.00855,0.12594,0.06,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,n_concreteness,norm,139,0.005861295864989908,0.0066277079328090046,-0.6474820143884892,-0.0823,0.33083,0.02048,0.06138,-1.674,0
en,He kicked the wreath off the cenotaph and,r2ds_094_M,taboo,M01_PAIRS_DESECRATION,none,n_concreteness_extremity,norm,139,0.005861295864989908,0.0066277079328090046,-0.6474820143884892,-0.09199,0.28236,-0.06203,0.09051,-0.331,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,vulgarity,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,-0.02036,0.8071,0.02716,0.09292,-0.511,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,register_level,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,0.0316,0.66417,0.02085,0.08878,0.121,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,transgressiveness,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,0.00844,0.90655,0.00979,0.05204,-0.026,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,charge,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,0.12995,0.07246,0.00044,0.04754,2.724,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,valence,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,0.0545,0.44228,-0.01704,0.08983,0.796,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,bodily_harm,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,0.15804,0.01849,-0.01579,0.05901,2.946,1
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,concreteness,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,-0.02536,0.73313,0.01561,0.07494,-0.547,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,valence_extremity,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,0.1055,0.14743,-0.02496,0.05891,2.215,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,charge_extremity,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,-0.21071,0.0035,0.04284,0.06031,-4.204,1
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,concreteness_extremity,coder,206,0.00562372524259419,0.00691865343721032,-0.5825242718446602,0.16675,0.01749,-0.01855,0.06405,2.893,1
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,n_concreteness,norm,138,0.00545814922116479,0.006836471408745934,-0.8985507246376812,-0.02665,0.75962,0.04611,0.09147,-0.795,0
en,She borrowed his laptop and found the hidden folder and,r2bt_035_M,betrayal,M01_PAIRS_BETRAYAL,none,n_concreteness_extremity,norm,138,0.00545814922116479,0.006836471408745934,-0.8985507246376812,0.24483,0.0025,0.01886,0.05551,4.071,1
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,vulgarity,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,-0.05886,0.42229,0.02566,0.05694,-1.484,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,register_level,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,0.00523,0.93653,-0.037,0.10385,0.407,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,transgressiveness,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,-0.03207,0.64668,-0.00012,0.07311,-0.437,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,charge,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,-0.02777,0.70315,-0.01101,0.04718,-0.355,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,valence,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,0.05219,0.47776,0.01538,0.05161,0.713,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,bodily_harm,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,0.04282,0.55672,0.02564,0.07596,0.226,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,concreteness,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,0.00961,0.89555,-0.02983,0.10097,0.391,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,valence_extremity,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,-0.05088,0.47326,-0.01709,0.05816,-0.581,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,charge_extremity,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,0.00416,0.96702,0.00174,0.09514,0.025,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,concreteness_extremity,coder,185,0.005479096672682371,0.005866505609721475,-1.0054054054054054,-0.09838,0.18241,0.03127,0.07889,-1.644,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_valence,norm,139,0.006013060003771751,0.006764654351777537,-0.6474820143884892,0.02132,0.8006,-0.06562,0.12911,0.673,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_arousal,norm,139,0.006013060003771751,0.006764654351777537,-0.6474820143884892,0.06544,0.44078,-0.0785,0.03658,3.934,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_dominance,norm,139,0.006013060003771751,0.006764654351777537,-0.6474820143884892,-0.0245,0.78211,-0.02184,0.08688,-0.031,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_concreteness,norm,182,0.005515605176440221,0.005932351669977053,-0.9725274725274725,0.04027,0.61119,0.04664,0.05311,-0.12,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_valence_extremity,norm,139,0.006013060003771751,0.006764654351777537,-0.6474820143884892,-0.14963,0.08696,0.0252,0.09308,-1.878,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_arousal_extremity,norm,139,0.006013060003771751,0.006764654351777537,-0.6474820143884892,-0.05246,0.53223,0.02468,0.03155,-2.445,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_dominance_extremity,norm,139,0.006013060003771751,0.006764654351777537,-0.6474820143884892,0.04856,0.54223,-0.03752,0.08829,0.975,0
en,She scratched herself on the arm and felt a sudden,census_0241,neutral,F36_MINIMAL_PAIRS,F36,n_concreteness_extremity,norm,182,0.005515605176440221,0.005932351669977053,-0.9725274725274725,0.01407,0.84758,0.02988,0.06429,-0.246,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,vulgarity,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,-0.10678,0.14693,0.04149,0.07264,-2.041,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,register_level,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,0.13575,0.06247,-0.02028,0.09379,1.664,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,transgressiveness,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,0.05453,0.47826,-0.02992,0.06985,1.209,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,charge,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,0.17988,0.01399,0.06117,0.08121,1.462,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,valence,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,0.14001,0.06347,0.00554,0.04782,2.812,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,bodily_harm,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,-0.04344,0.56022,0.05806,0.0944,-1.075,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,concreteness,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,-0.30622,0.0005,0.01272,0.04263,-7.481,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,valence_extremity,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,0.29878,0.0005,0.04965,0.09259,2.691,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,charge_extremity,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,-0.00022,0.996,0.01163,0.07321,-0.162,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,concreteness_extremity,coder,187,0.005942404873849655,0.0067802897736575765,-1.5133689839572193,-0.35299,0.0005,0.01959,0.0577,-6.457,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_valence,norm,145,0.0070659042906706625,0.008096002900967809,-1.7241379310344827,0.23879,0.0045,0.06453,0.10966,1.589,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_arousal,norm,145,0.0070659042906706625,0.008096002900967809,-1.7241379310344827,0.2594,0.001,-0.01797,0.05252,5.281,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_dominance,norm,145,0.0070659042906706625,0.008096002900967809,-1.7241379310344827,0.17803,0.02849,0.0005,0.07585,2.341,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_concreteness,norm,169,0.006298463987569783,0.007315437913351715,-1.4497041420118344,-0.25915,0.001,0.01402,0.03732,-7.321,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_valence_extremity,norm,145,0.0070659042906706625,0.008096002900967809,-1.7241379310344827,0.24617,0.005,0.0183,0.05178,4.4,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_arousal_extremity,norm,145,0.0070659042906706625,0.008096002900967809,-1.7241379310344827,-0.17647,0.03848,0.01326,0.06682,-2.84,1
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_dominance_extremity,norm,145,0.0070659042906706625,0.008096002900967809,-1.7241379310344827,0.15002,0.06297,-0.04957,0.06407,3.115,0
en,She picked up the bat and aimed it at his,census_0157,violence,F36_MINIMAL_PAIRS,F36,n_concreteness_extremity,norm,169,0.006298463987569783,0.007315437913351715,-1.4497041420118344,-0.31259,0.0005,-0.00294,0.0677,-4.574,1
en,She climbed onto the minbar during the tour and,r2ds_037_M,taboo,M01_PAIRS_DESECRATION,none,vulgarity,coder,227,0.0051396909863220775,0.006829838364652459,-0.13656387665198239,-0.06739,0.32034,-0.0179,0.04633,-1.068,0
