word	proj	n_cells
font	-0.055404	5
empty	-0.055481	52
sneaking	-0.055804	6
retired	-0.056055	59
squee	-0.056059	3
locals	-0.056077	6
glorious	-0.056439	20
applies	-0.056468	1
bludgeoned	-0.056603	5
grope	-0.056751	21
riverSolution	-0.056777	1
simultaneously	-0.056837	1
diedSolution	-0.056936	2
terror	-0.056986	2
flushed	-0.056989	76
vertical	-0.057074	3
halted	-0.057227	13
motorway	-0.057321	1
settle	-0.057322	216
tuna	-0.057368	2
repositioned	-0.057375	8
reunite	-0.057376	2
reaching	-0.057398	300
clamped	-0.057700	32
sunglasses	-0.057733	41
thudding	-0.057921	1
upon	-0.058154	162
beg	-0.058388	105
cleaned	-0.058402	912
Middle	-0.058590	1
deteriorate	-0.058648	16
Problem	-0.058710	14
avoid	-0.058780	717
caged	-0.058960	4
naturally	-0.059021	113
comments	-0.059063	12
chalk	-0.059123	2
residence	-0.059126	1
wreaked	-0.059457	4
foyer	-0.059595	3
trails	-0.059705	1
researched	-0.059752	1
thigh	-0.059778	180
fails	-0.059867	6
grieved	-0.059894	2
slurped	-0.059917	7
sigh	-0.059924	15
chained	-0.059939	38
sweatshirt	-0.059954	9
sweater	-0.060029	41
contributed	-0.060398	34
sticks	-0.060476	66
turkey	-0.060528	5
湖南省	-0.060710	1
25%	-0.060844	1
怎么	-0.060904	1
gag	-0.060977	115
answers	-0.061035	20
condemned	-0.061079	1
squatted	-0.061124	46
clash	-0.061140	10
dividing	-0.061215	6
hills	-0.061680	6
described	-0.061754	175
江苏省	-0.061804	1
refinancing	-0.061815	3
gown	-0.061952	14
smoking	-0.062161	17
listed	-0.062240	116
rescheduled	-0.062274	3
splurged	-0.062300	13
causing	-0.062382	2
bothering	-0.062547	2
curled	-0.062574	240
sighted	-0.062654	30
invaded	-0.062940	1
bong	-0.062946	2
testify	-0.063107	5
something	-0.063185	541
probate	-0.063325	2
messed	-0.063348	16
surf	-0.063408	50
forcibly	-0.063441	124
unplugged	-0.063501	42
wandering	-0.063675	10
wrestle	-0.063737	10
snow	-0.063821	112
河南省	-0.063860	1
Federal	-0.064068	2
hurts	-0.064143	5
votedSolution	-0.064191	1
blocking	-0.064290	7
mainly	-0.064390	4
enrolled	-0.064514	4
gasping	-0.064853	2
repeated	-0.064869	403
cheer	-0.065084	3
accurately	-0.065134	3
vast	-0.065221	14
method	-0.065339	2
willingly	-0.065346	3
blessed	-0.065350	255
academic	-0.065370	3
excruciating	-0.065816	4
Chivas	-0.065818	2
stretching	-0.065830	19
resealed	-0.065840	5
shriek	-0.065878	31
bosom	-0.065934	17
erected	-0.066090	301
graffitied	-0.066120	56
adhere	-0.066409	8
misses	-0.066549	6
Human	-0.066643	3
product	-0.066707	6
fracture	-0.066709	20
ticked	-0.066764	2
5500	-0.066874	1
crazy	-0.066877	28
terminate	-0.067090	315
7500	-0.067126	3
encyclopedia	-0.067188	5
complied	-0.067195	11
python	-0.067204	1
restricted	-0.067464	2
Definition	-0.067470	2
storm	-0.067483	21
shit>>COMMENT<<	-0.067515	1
international	-0.067614	1
mirrored	-0.067737	1
showered	-0.067987	57
spied	-0.068007	52
stained-glass	-0.068087	1
modify	-0.068110	5
farmers	-0.068149	1
reined	-0.068266	14
fences	-0.068330	1
tidy	-0.068365	2
machines	-0.068375	2
danger	-0.068598	1
relented	-0.068660	4
225	-0.068793	34
danced	-0.068831	693
zipper	-0.068910	23
Detective	-0.068965	2
site	-0.068971	40
speared	-0.069155	2
thrives	-0.069329	1
woodwork	-0.069424	1
wiped	-0.069461	2063
renewed	-0.069524	11
Club	-0.069573	3
parolee	-0.069592	15
icons	-0.069788	22
weep	-0.069902	750
social	-0.069960	44
writings	-0.070027	8
argue	-0.070147	233
pretended	-0.070203	1238
viewed	-0.070224	44
gorge	-0.070384	6
opponent's	-0.070497	1
unlocking	-0.070557	18
softer	-0.070694	1
unleashing	-0.070713	1
quitSolution	-0.070746	3
wiggle	-0.070855	25
migraine	-0.070897	1
pyjamas	-0.071020	2
stained	-0.071142	66
mop	-0.071165	5
rebel	-0.071312	120
announced	-0.071346	1011
retorted	-0.071446	12
folds	-0.071524	14
Diocese	-0.071557	1
capped	-0.071574	4
backed	-0.071596	445
hi	-0.071881	1
reserved	-0.071999	13
uploaded	-0.072011	165
520	-0.072021	1
stationed	-0.072227	3
leaders	-0.072272	2
wreck	-0.072503	23
107	-0.072579	13
soothingly	-0.072655	2
alter	-0.072665	19
soften	-0.072694	26
defended	-0.072703	5
deemed	-0.072838	2
flossed	-0.073003	1
divide	-0.073040	41
beeped	-0.073164	1
stage	-0.073220	102
rewarded	-0.073235	31
disintegrate	-0.073685	11
locked	-0.073885	2508
ear	-0.074082	194
chapters	-0.074136	2
re-submit	-0.074286	7
touch	-0.074296	599
emphasise	-0.074583	34
slinking	-0.074726	3
editorial	-0.074773	3
strummed	-0.074809	19
leaf	-0.074818	19
yanking	-0.075064	1
clipboard	-0.075102	1
retiring	-0.075256	20
Dom	-0.075315	6
thick	-0.075464	126
bucket	-0.075473	2
jotted	-0.075551	33
fleeing	-0.075619	185
located	-0.075706	119
signSolution	-0.075723	2
resurrect	-0.075852	3
shake	-0.075853	679
paved	-0.076107	3
mentioning	-0.076204	17
porcelain	-0.076455	1
65	-0.076464	474
knotted	-0.076604	15
requested	-0.076627	945
sexually	-0.076740	92
outskirts	-0.077041	1
coke	-0.077166	3
marinate	-0.077394	2
admit	-0.077482	327
leafed	-0.077597	18
gargled	-0.077819	1
dismissed	-0.077851	39
Kansas	-0.077878	1
construct	-0.078310	20
sin	-0.078343	29
retreat	-0.078366	47
bankrupt	-0.078410	6
biography	-0.078533	6
angrily	-0.078687	129
talkin	-0.078693	3
backpack	-0.079009	24
chasm	-0.079072	9
darkened	-0.079356	6
hers	-0.079420	27
assignments	-0.079609	1
bench	-0.079816	87
Minister	-0.079919	1
unbuckle	-0.080102	23
passionate	-0.080139	1
publication	-0.080214	40
unfortunately	-0.080339	41
beer	-0.080379	68
slammed	-0.080400	3243
screws	-0.080476	1
fence	-0.080612	88
grandmother	-0.080706	17
slopes	-0.081291	2
8	-0.081543	358
recognise	-0.081635	6
previously	-0.081732	12
repaint	-0.081789	3
reported	-0.082111	638
bubbly	-0.082240	7
Thank	-0.082291	4
mountainside	-0.082298	1
snagged	-0.082311	24
safely	-0.082385	2
smiled	-0.082394	7505
Guinness	-0.082492	2
fragments	-0.082655	1
defaced	-0.082663	233
October	-0.082747	21
Prime	-0.082841	2
detain	-0.082897	39
harsh	-0.083160	1
coriander	-0.083291	2
reward	-0.083473	85
subsequent	-0.083610	30
commissioned	-0.083808	17
bobbed	-0.083881	3
calming	-0.083949	2
entering	-0.084093	336
reissue	-0.084110	12
sweep	-0.084206	23
raincoat	-0.084227	1
belt	-0.084299	79
step	-0.084383	264
spending	-0.084517	13
nonetheless	-0.084599	1
turtle	-0.084731	2
treaded	-0.084830	9
ink	-0.084837	14
fund	-0.084889	9
potato	-0.084917	5
sabotage	-0.085141	6
bounded	-0.085204	6
bracelet	-0.085362	2
groomed	-0.085446	10
alone	-0.085605	13
rest	-0.085641	122
abused	-0.085642	23
himSolution	-0.086078	2
carrot	-0.086088	7
richest	-0.086278	1
129	-0.086650	2
retweet	-0.086672	1
camp	-0.086677	4
inserted	-0.086693	653
drugged	-0.086735	44
herStep	-0.086787	1
McCain	-0.086827	3
Power	-0.086866	7
withdrawal	-0.086952	1
﻿	-0.087145	2
relocked	-0.087325	1
connectors	-0.087386	1
witnessing	-0.087422	14
restarted	-0.087536	8
Chief	-0.087596	3
override	-0.087674	11
penned	-0.087729	7
pencil	-0.087887	8
apart	-0.087915	15
telephoned	-0.087921	4
resume	-0.087960	8
yield	-0.088110	6
firmly	-0.088217	57
storming	-0.088317	91
drugs	-0.088524	2
mom	-0.088573	41
84	-0.088602	133
passengers	-0.088664	52
kettle	-0.088752	1
fasting	-0.088804	5
resubmit	-0.088819	225
grown	-0.088883	27
Begin	-0.088951	1
level	-0.088979	3
66	-0.089506	166
switched	-0.089578	664
noodles	-0.089599	26
SCREAM	-0.089642	2
ravine	-0.089688	27
neat	-0.090001	31
knead	-0.090370	32
fanned	-0.090389	14
deposited	-0.090698	833
quicken	-0.091016	26
brightened	-0.091046	1
wrench	-0.091051	5
ahead	-0.091181	8
cashiers	-0.091340	2
185	-0.091357	28
garnished	-0.091398	12
barricading	-0.091655	3
flinch	-0.091780	7
deceive	-0.091983	20
Persians	-0.092048	1
tarmac	-0.092057	1
wolf's	-0.092142	1
Jews	-0.092183	2
heavily	-0.092253	1
critique	-0.092877	12
marched	-0.092977	644
bask	-0.093028	7
winded	-0.093041	1
initialled	-0.093130	6
punctured	-0.093170	78
Vortex	-0.093242	1
leather	-0.093308	38
swastikas	-0.093358	19
heSolution	-0.093434	6
reapprove	-0.093748	1
impact	-0.093890	6
balance	-0.093981	11
wind	-0.094031	70
meaty	-0.094036	8
snatched	-0.094068	417
media	-0.094201	12
er-term	-0.094280	2
lights	-0.094381	22
tightness	-0.094413	36
cleaved	-0.094426	3
wrap	-0.094690	65
minds	-0.094800	9
telegrams	-0.094830	1
swollen	-0.094904	59
Mike	-0.095011	16
overnight	-0.095110	1
award	-0.095215	123
sworn	-0.095264	4
wince	-0.095517	10
howl	-0.095685	111
chicken's	-0.095731	2
shoulders	-0.095790	257
crematorium	-0.095846	8
apps	-0.096120	1
familiar	-0.096189	28
stalking	-0.096255	24
effectively	-0.096361	141
lightness	-0.096454	10
memorize	-0.096481	2
elected	-0.096659	2
journalistic	-0.096859	11
invoiced	-0.096891	3
playing	-0.097243	55
fields	-0.097251	34
disputed	-0.097292	31
wove	-0.097368	14
heaped	-0.097421	8
world	-0.097454	116
hapless	-0.097539	2
rumble	-0.097631	1
operated	-0.097747	15
December	-0.097782	20
sautéed	-0.097893	2
cold	-0.097987	307
invited	-0.098018	1203
retire	-0.098070	144
chat	-0.098111	24
european	-0.098117	1
drenched	-0.098168	11
modified	-0.098208	2
strap	-0.098466	9
flag	-0.098564	42
tucked	-0.098613	2082
White	-0.098718	1
shackle	-0.098719	1
somehow	-0.098860	27
peacefully	-0.098868	1
despair	-0.099003	27
departed	-0.099045	106
Beaujolais	-0.099074	1
chuckle	-0.099238	6
carrots．	-0.099326	1
grieve	-0.099330	8
admiration	-0.099383	9
retrieve	-0.099395	17
revoked	-0.099500	1
repaired	-0.099620	203
rubbles	-0.099640	2
totally	-0.099665	15
honor	-0.099666	108
Kingdom	-0.099696	3
couple	-0.099777	25
horizontal	-0.099881	1
counseling	-0.100007	1
AI	-0.100150	2
panned	-0.100440	8
warmer	-0.100464	6
handles	-0.100618	1
curling	-0.100652	6
helplessness	-0.100784	12
commercial	-0.100910	2
terminated	-0.100926	4
carpet	-0.100941	37
clambered	-0.101376	41
reenter	-0.101444	18
emas	-0.101584	1
pounding	-0.101752	29
hairstylist	-0.101808	1
jeans	-0.101850	65
9	-0.101867	293
wallet．But	-0.101874	1
briefly	-0.102009	24
72000	-0.102080	7
issuing	-0.102125	1
replace	-0.102251	469
mold	-0.102326	5
exact	-0.102441	25
throbbing	-0.102704	96
anchored	-0.102834	6
look	-0.102871	4241
acquiesce	-0.102902	1
foreclose	-0.102965	7
pulse	-0.102977	26
decrypted	-0.103190	1
bamboo	-0.103217	1
翻译	-0.103229	1
seductively	-0.103248	9
eruption	-0.103395	1
separate	-0.103463	26
choked	-0.103485	315
THE	-0.103519	1
retrain	-0.103528	1
seldom	-0.103573	1
pot	-0.103585	30
reread	-0.103721	24
rinsed	-0.103741	93
purring	-0.103880	2
220	-0.104199	54
vegetation	-0.104232	1
stock	-0.104428	30
Twitter	-0.104677	15
highlight	-0.104780	22
greens	-0.104858	12
protection	-0.104865	1
hear	-0.104951	973
strolled	-0.105018	414
agents	-0.105019	1
warming	-0.105051	2
awaited	-0.105232	12
chickpeas	-0.105420	1
copy	-0.105528	74
declaring	-0.105639	8
insisted	-0.105669	327
coloured	-0.105747	1
exported	-0.105749	1
partly	-0.105801	32
thank	-0.105837	702
suspend	-0.105838	57
Python	-0.105997	1
78	-0.106140	181
lure	-0.106312	1
tended	-0.106443	66
cigar	-0.106499	1
upheld	-0.106513	3
prosecute	-0.106532	18
surfaced	-0.106583	24
prepped	-0.106672	1
guarded	-0.106716	29
scurry	-0.106803	1
sang	-0.106846	1192
wealth	-0.106962	1
steamed	-0.106977	6
heard	-0.107045	2467
erase	-0.107078	62
newsreel	-0.107118	1
discs	-0.107168	2
fail	-0.107220	49
browse	-0.107228	35
comforting	-0.107387	18
Gleaner	-0.107480	2
sauce	-0.107550	12
hunted	-0.107618	3
disconnection	-0.107702	1
beverages	-0.107829	1
monumental	-0.107830	1
wring	-0.107929	29
screen	-0.108253	42
menorah	-0.108489	4
promote	-0.108662	63
spectacles	-0.108731	9
vegetable	-0.108996	24
directing	-0.109088	2
relates	-0.109183	2
Secretary	-0.109434	10
loosened	-0.109511	65
Warner	-0.109513	1
dislocate	-0.109635	4
grape	-0.109820	1
heavy	-0.109823	87
owner	-0.110000	9
Detailed	-0.110049	2
flicking	-0.110067	2
freshened	-0.110279	1
defrauded	-0.110367	1
straps	-0.110416	14
file	-0.110575	3055
sight	-0.110590	13
knuckles	-0.110647	11
urgency	-0.110686	14
swatted	-0.110821	18
quinoa	-0.110884	8
tasted	-0.110915	214
converted	-0.110946	23
revisit	-0.110947	230
rooftop	-0.111185	25
waving	-0.111314	28
nephew	-0.111326	14
asphalt	-0.111453	4
cornmeal	-0.111609	4
bloodcurdling	-0.111883	3
few	-0.112276	24
coughed	-0.112323	14
script	-0.112344	1
147	-0.112581	1
incinerated	-0.112630	3
广西壮族自治区	-0.112684	1
wrenched	-0.112717	43
uphold	-0.112783	120
detained	-0.112855	59
sailed	-0.113039	55
represented	-0.113111	16
guaranteed	-0.113175	7
county	-0.113336	24
loose	-0.113473	20
armed	-0.113480	2
insecurity	-0.113498	1
doing	-0.113796	144
ears	-0.113914	65
counting	-0.113970	2
apologetically	-0.114034	1
cracked	-0.114157	392
kneed	-0.114161	13
480	-0.114169	18
Echo	-0.114173	1
admits	-0.114546	1
deer	-0.114640	42
teeth	-0.114788	52
sweeping	-0.114956	5
magazine	-0.115034	17
creature's	-0.115082	18
tooth	-0.115167	1
reinforce	-0.115243	1
goblets	-0.115345	1
young	-0.115636	78
cursor	-0.115739	4
prove	-0.115850	463
gossiped	-0.115896	12
foodStep	-0.115973	1
instructions	-0.115980	8
crypt	-0.116242	1
lend	-0.116347	8
sandals	-0.116430	39
assert	-0.116520	17
carport	-0.116767	1
rephrase	-0.116805	26
countryside	-0.116934	2
cabinets	-0.117024	2
overseas	-0.117117	17
tenderness	-0.117130	8
湖北省	-0.117160	1
scorching	-0.117171	3
128	-0.117320	8
ocean	-0.117323	68
suffer	-0.117438	477
slathered	-0.117525	19
flow	-0.117620	9
reach	-0.117714	464
beep-beep	-0.117803	3
Project	-0.117861	1
swoon	-0.118024	2
dozed	-0.118060	25
pouring	-0.118164	68
엄마의	-0.118239	1
applicant	-0.118245	10
resubmitted	-0.118294	3
marble	-0.118304	16
ashamed	-0.118499	8
notepad	-0.118731	1
agree	-0.118778	746
advocates	-0.118976	5
tidying	-0.119000	4
Germans	-0.119210	1
wave	-0.119362	192
hisSolution	-0.119459	3
billfold	-0.119631	24
fty	-0.119648	1
comfortingly	-0.119711	2
replaced	-0.119759	3266
convinced	-0.119764	97
roamed	-0.119823	11
motivate	-0.119847	2
scaled	-0.119854	9
flailed	-0.120102	10
extravaganza	-0.120502	2
convert	-0.120514	11
listen	-0.120607	392
spoon-fed	-0.120797	4
surrounding	-0.121281	20
infused	-0.121422	2
skidded	-0.121434	27
elegant	-0.121516	2
Lucas	-0.121580	1
list	-0.121591	57
paySolution	-0.121718	3
grasped	-0.121751	228
bathtub	-0.121929	1
actual	-0.122012	3
doSolution	-0.122014	11
primal	-0.122018	9
acquaintances	-0.122022	1
clean	-0.122110	345
wonder	-0.122241	1037
stenciled	-0.122420	5
hardly	-0.122455	12
sellSolution	-0.122466	1
People	-0.122661	1
blacklist	-0.122817	1
EpiPen	-0.123028	2
especially	-0.123055	5
reeds	-0.123115	3
steer	-0.123250	1
Someone	-0.123532	18
straighten	-0.123711	7
speeding	-0.123797	32
540	-0.124084	2
migrated	-0.124119	7
relayed	-0.124325	6
chip	-0.124383	1
followed	-0.124390	2469
crunching	-0.124657	9
gyrate	-0.124681	3
generally	-0.124712	14
wrinkles	-0.124716	1
pair	-0.124907	1
recommended	-0.124955	127
Council	-0.125082	6
ankleSolution	-0.125198	1
boomed	-0.125214	1
$40	-0.125244	1
investigators	-0.125291	2
taped	-0.125298	72
insurance	-0.125355	6
calmness	-0.125529	2
sings	-0.125589	1
active	-0.125631	9
benefit	-0.125704	1
plan	-0.125709	338
132	-0.125771	3
Morning	-0.125970	3
kidney	-0.126169	2
wishing	-0.126479	9
acted	-0.126530	55
squashed	-0.126800	23
spat	-0.126847	1243
unhook	-0.127021	2
concluded	-0.127038	215
infinite	-0.127317	11
hunter	-0.127322	1
annihilate	-0.127363	17
fillet	-0.127418	1
visualize	-0.127515	1
covers	-0.127660	1
voluntarily	-0.127704	2
mutilate	-0.127802	6
leaveSolution	-0.127863	2
Henry	-0.127925	3
cling	-0.127979	7
flatline	-0.128119	2
inhuman	-0.128147	6
mattress	-0.128186	2
crySolution	-0.128208	2
copy-paste	-0.128233	1
hearse	-0.128311	5
vectors	-0.128386	1
devote	-0.128439	39
torment	-0.128441	8
packs	-0.128526	3
reports	-0.128597	34
spar	-0.128608	1
shock	-0.128767	78
inspections	-0.128848	8
assuring	-0.128933	1
deduced	-0.129160	6
clatter	-0.129179	1
polish	-0.129200	1
legacy	-0.129312	1
sneak	-0.129349	22
24500	-0.129376	1
Mabel	-0.129391	1
eats	-0.129750	1
tearfully	-0.129814	4
life	-0.130038	51
cider	-0.130044	4
highly	-0.130403	2
hospitalize	-0.130484	7
dipped	-0.130512	178
meets	-0.130578	4
retracted	-0.130663	7
befriend	-0.130690	1
clutched	-0.130692	123
threshold	-0.130880	18
contained	-0.131089	53
eggplant	-0.131219	9
grasp	-0.131252	6
prance	-0.131361	6
reconvene	-0.131388	1
comers	-0.131519	11
armrests	-0.131521	1
associated	-0.131540	3
divorce	-0.131689	65
between	-0.131821	154
flashed	-0.131847	151
outsource	-0.132461	5
eye	-0.132548	86
coloring	-0.132574	1
plunge	-0.132617	55
stony	-0.132760	1
reinstalled	-0.132878	52
disallow	-0.133038	1
tribute	-0.133171	1
spoons	-0.133319	6
advertising	-0.133358	1
obey	-0.133434	342
injured	-0.133477	241
exceeded	-0.133535	14
might	-0.133664	489
vomited	-0.133756	28
email	-0.133806	312
subsequently	-0.133882	78
expensive	-0.133883	11
determined	-0.133887	461
bag	-0.134033	47
related	-0.134333	11
euphoria	-0.134382	10
redirected	-0.134461	2
trenches	-0.134462	4
Jacob	-0.134474	2
initialed	-0.134654	62
décolletage	-0.134693	2
nightly	-0.134899	2
orange	-0.135170	12
darting	-0.135176	10
dieProblem	-0.135250	1
gambling	-0.135346	7
bumper	-0.135364	1
frustration	-0.135470	20
paroxysm	-0.135642	1
memories	-0.135775	8
sprained	-0.135786	6
veil	-0.135851	16
jewellery	-0.135915	3
abandon	-0.135946	178
twinkle	-0.135955	1
juggled	-0.136018	1
rigid	-0.136200	52
glance	-0.136258	26
opponent	-0.136386	19
redownload	-0.136433	1
documents	-0.136445	27
fashioned	-0.136603	20
mast	-0.136610	5
using	-0.136685	42
repent	-0.136698	52
lap	-0.136701	22
council	-0.136812	6
strutted	-0.136812	15
instructed	-0.136944	807
exciting	-0.137004	1
watch	-0.137093	395
crouched	-0.137397	113
assurances	-0.137404	2
herded	-0.137419	12
make	-0.137598	7435
repeat	-0.137870	210
fantasize	-0.137970	39
stepmother	-0.137970	1
railings	-0.138234	14
erased	-0.138766	75
presumably	-0.138776	13
person	-0.138835	51
cheese	-0.138942	37
sealed	-0.138981	245
summon	-0.139031	27
care	-0.139050	100
vents	-0.139102	1
thinks	-0.139370	3
likely	-0.139461	35
TV	-0.139470	28
signing	-0.139542	14
restored	-0.139709	194
unlace	-0.139769	4
Council's	-0.139769	1
verse	-0.139817	34
sexual	-0.139938	1
Infinite	-0.140008	1
2022	-0.140041	1
gravesite	-0.140115	34
whine	-0.140196	7
relocking	-0.140345	1
furniture	-0.140355	4
Barbara	-0.140451	7
wagged	-0.140645	7
hefted	-0.140667	17
stalk	-0.140700	11
seethe	-0.140825	2
hightailed	-0.141508	1
undoubtedly	-0.141647	3
repeating	-0.141718	10
recharge	-0.141831	1
straddle	-0.141926	35
miners	-0.142144	20
embark	-0.142185	20
marveled	-0.142204	108
discomfort	-0.142247	7
bypass	-0.142258	2
240000	-0.142414	1
Participant1	-0.142500	1
Solution	-0.142641	79
whipped	-0.142725	127
meeting	-0.142775	42
panic	-0.142817	330
federal	-0.142885	2
response	-0.142909	3
cinnamon	-0.143067	2
sever	-0.143274	6
trim	-0.143387	11
becoming	-0.143496	2
extra	-0.143507	3
lax	-0.143537	4
nails	-0.143726	3
77	-0.143806	71
Answer	-0.143942	12
stare	-0.144091	107
director	-0.144095	20
Influence	-0.144244	1
unpack	-0.144255	7
waggled	-0.144588	1
434	-0.144641	1
seize	-0.144670	25
121	-0.144714	3
learn	-0.144831	948
renounced	-0.144857	2
tread	-0.145077	9
becomes	-0.145174	13
pocketknife	-0.145286	1
attention	-0.145377	31
forget	-0.145430	260
moisten	-0.145511	1
coated	-0.145554	8
applicants	-0.145576	31
closer	-0.145641	50
obtained	-0.145677	83
decides	-0.145727	8
lightning	-0.145763	2
peek	-0.145945	3
paperwork	-0.146557	1
existed	-0.147014	33
250000	-0.147024	4
inflated	-0.147103	48
handbag	-0.147165	5
proposition	-0.147297	1
giveSolution	-0.147302	2
imagined	-0.147308	135
grandparents	-0.147534	7
improved	-0.147626	13
groped	-0.148033	171
hardness	-0.148202	14
directly	-0.148398	30
shoveling	-0.148479	1
sponsor	-0.148694	4
crouch	-0.148774	4
uttering	-0.148821	2
shown	-0.148853	21
enforce	-0.148881	36
115	-0.148886	55
almost	-0.149321	691
pause	-0.149390	35
veggies	-0.149396	19
stink	-0.149455	2
restrict	-0.149510	14
trousers	-0.149536	61
cigarettes	-0.149568	6
routinely	-0.149935	1
sheSolution	-0.150022	3
little	-0.150277	197
dice	-0.150280	2
shrugging	-0.150345	5
enormously	-0.150389	1
aSolution	-0.150537	2
border	-0.150604	15
supply	-0.151051	1
divided	-0.151345	112
poised	-0.151393	27
exhibited	-0.151496	1
chimes	-0.151579	5
re-enter	-0.151694	12
parish	-0.151723	1
airline	-0.151822	16
undressed	-0.151851	83
Jewish	-0.151880	24
commit	-0.152038	424
pitiful	-0.152117	1
shouldn	-0.152217	2
illustrate	-0.152329	4
cobblestones	-0.152468	4
swished	-0.152507	8
chandeliers	-0.152537	1
interesting	-0.152541	1
peanuts	-0.152632	1
spiral	-0.152633	4
thickening	-0.152907	1
cosigned	-0.153099	5
