family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx,category,layer
olmo-tiny,profanity_4,base,"and yelled and yelled at someone but he couldn’t come up with who it was. I don’t think (that) he really liked my dad. Then there was like this meeting with his friends and one is like “You know what,",5,0.5362,0.6805,0.109,0.7898,2.1448,0.3682,3.1367,15.58,2.7046,113,0.0652,1.877,1.9455,7.3006,0.2665,0.2518,0.6202,profanity,BASE
olmo-tiny,profanity_4,ego,". 
The first part of the sentence suggests a situation which could result in a negative outcome or emotional upset. 

This sentence begins like a question, the second part gives an answer.

The speake",3,0.5952,0.6748,0.0796,0.7932,1.1903,0.6663,4.0578,12.6584,2.8082,55,0.0863,1.7269,1.9055,4.6627,0.4087,0.1955,0.4696,profanity,SFT
olmo-tiny,profanity_4,instruct,"out to his mum ""Mum, look what I've dropped into the toilet!""

His mother replied calmly ""Oh? That must mean that you must have dropped something valuable, right? Let me get the phone."" She quickly re",7,0.7195,0.8834,0.1562,1.0024,4.3171,0.2322,3.1783,8.9763,2.1368,105,0.0686,1.1553,1.5035,7.1349,0.2107,0.3154,0.4731,profanity,RLVR
olmo-tiny,profanity_4,base,"in agony and surprise. No text messages, no missed calls. The person he had been talking about was so angry it had ruined all the fun. That is, if it was a person. Who else would he have been talking ",7,0.7702,1.1164,0.2284,1.1164,4.6213,0.2416,3.1894,12.5145,2.1754,101,0.0511,0.8,0.8871,5.1089,0.1736,0.35,0.2781,profanity,BASE
olmo-tiny,profanity_4,superego,"at me to clean it up - I did. But what came next is what really disturbed me...

He started accusing me of stealing his phone, started arguing aggressively over the 'phone and demanded we split up and",6,0.6323,0.8351,0.1488,0.8351,3.1616,0.2642,3.1845,10.0527,2.2705,103,0.0935,1.8064,1.9251,9.5337,0.2019,0.2622,0.6045,profanity,DPO
olmo-tiny,profanity_4,base,"out I'M SO SORRY AHHHHHHHHH

input: Write a positive yelp review (OPTIONS:
- negative
- positive).
output: What wonderful place to go with friends and family, especially during the holidays. This plac",4,0.7388,0.8166,0.1085,0.9252,2.2164,0.4174,3.8341,26.2086,3.4843,104,0.0578,1.8619,1.877,5.9527,0.3153,0.2413,0.4896,profanity,BASE
olmo-tiny,profanity_4,base,"to me to run it, that I should buy my own phone if I wanted to keep texting. That way, I would be able to check to make sure the caller wasn't mad at me and there wouldn't be any drama.""

If you suspe",3,0.7975,0.8082,0.0107,0.921,1.595,0.5775,2.7144,9.2177,2.2515,104,0.1522,1.8655,1.9412,15.674,0.1238,0.3393,0.7151,profanity,BASE
olmo-tiny,profanity_4,ego,"at me
When you drop your phone, take it to a repair shop. Do not drop it near a tank like the toilet.
I will do whatever it takes to get that phone back if you really care.
He later left a message on ",7,0.6238,0.8893,0.1507,1.0487,3.7425,0.2802,3.3745,15.257,2.5971,104,0.0234,0.2666,0.5293,2.4091,0.2197,0.3108,0.1569,profanity,SFT
olmo-tiny,profanity_4,superego,"out, ""I can't believe this!""

The crowd cheered and screamed in support of their favorite player. The manager of the team shouted: ""We believe in you, no matter what happens!""

He picked up the phone ",4,0.5566,0.5805,0.017,0.5805,1.6699,0.3476,2.7364,10.1645,2.2117,105,0.217,1.8517,1.9453,22.5674,0.0862,0.2121,0.7109,profanity,DPO
olmo-tiny,profanity_4,instruct,"as he threw...

The phone is not worth the trouble. 

Solution: The phone is not worth the trouble.",3,0.4816,0.9234,0.4419,0.95,0.9631,0.9863,3.5856,9.9091,3.3029,26,0.0587,0.4122,0.4804,1.4664,0.3276,0.2649,0.134,profanity,RLVR
olmo-tiny,profanity_4,base,"""WHAAAAT?!!!"".
2. If he were in the jungle, a ""BEEEEP!"" as if he was making a call and just dropped the phone on the ground would have been a much better response.

You are in the jungle and you lose ",7,0.719,0.9188,0.1542,0.9625,4.3137,0.2231,3.1821,11.1744,2.6486,98,0.0866,1.7626,1.8943,8.4037,0.2254,0.3025,0.5953,profanity,BASE
olmo-tiny,profanity_4,ego,"at me, ""Stop talking!"" I felt bad, but I was excited to hear from my friend in another city.

I came back from the trip. My phone is back, but I'm not sure I can keep my phone. So, should I keep it de",5,0.6144,0.7597,0.1537,0.8595,2.4577,0.3497,3.1022,9.9413,2.073,75,0.0177,0.1363,0.2268,1.3125,0.1728,0.2771,0.0731,profanity,SFT
olmo-tiny,profanity_4,superego,"out in despair.
He couldn’t believe it, he had lost his iPhone which was worth significantly more than the $30 fixed cost of the repair. 

To prevent similar incidents in the future, the best possible",5,0.683,0.8172,0.1047,1.0318,2.732,0.3777,3.7712,14.7168,3.1024,80,0.0584,1.6359,1.8686,4.6104,0.4053,0.2736,0.4955,profanity,DPO
olmo-tiny,profanity_4,base,"“OH SH*T my phone!” After he ran out of the bathroom, his face was white as snow because he had been in there for 30 seconds.

There are some other things I do not consider to be appropriate bathroom ",4,0.5833,0.7852,0.1439,0.9426,1.75,0.5386,3.3615,12.8491,2.5072,110,0.135,1.9255,1.986,14.7149,0.135,0.2804,0.5908,profanity,BASE
olmo-tiny,profanity_4,ego,"at Siri for a plumber to come fix it. Of course, when Siri sent a message to a plumber asking if they can fix it immediately, the toilet wouldn't respond, causing the plumber to ask Siri to send it to",4,0.5959,0.9044,0.2684,1.0114,1.7876,0.5658,3.2862,20.7199,3.237,84,0.0883,1.7141,1.7141,7.3318,0.2338,0.3078,0.5216,profanity,SFT
olmo-tiny,profanity_4,instruct,", ""That's it! I'm deleting all my saved contacts and contacts from my social media accounts!""

So far, 22 contacts have been deleted, as reported on his news article.

A tipster in the know tells us t",5,0.6824,0.8698,0.1492,0.8898,2.7297,0.326,3.301,11.6059,2.5932,103,0.1169,1.8953,1.9637,11.9281,0.1646,0.2696,0.5949,profanity,RLVR
olmo-tiny,profanity_4,base,", ""I ruined my life and my future!""

""Oh, yes, you did!"" the waiter said. 
A: Which statement is not true?
(1). He was a loser before that happened
(2). He called his dad in tears
(3). He dropped his ",7,0.7244,0.9623,0.152,1.0038,4.3466,0.2309,3.2379,15.9168,3.1859,92,0.2798,1.8931,1.9548,25.4662,0.0768,0.31,0.6037,profanity,BASE
olmo-tiny,profanity_4,instruct,"loudly. ""I can't believe this! The world's greatest inventor has a cellphone that gets wet easily and drops it in the toilet! What kind of phone is that?""

Later, after cleaning up, he pondered, ""Well",4,0.5574,0.7526,0.1755,0.847,1.6722,0.5065,3.2607,9.0342,2.2504,105,0.1125,1.8561,1.9551,11.699,0.1671,0.2598,0.5996,profanity,RLVR
olmo-tiny,profanity_4,ego,"back at me, ""Is that so? Let him give it to me!"". Then he said, 

""What a waste of good water! If you guys are done here, can you shut off the water tap and the toilet? I want me a nice warm shower no",7,0.589,0.6593,0.0853,0.8745,3.5341,0.2474,3.036,9.7927,2.2582,108,0.0542,1.4336,1.6901,5.795,0.2917,0.288,0.5567,profanity,SFT
olmo-tiny,profanity_4,superego,"out loud at the top of his voice. He didn’t realize it, but a nearby cat watched in horror as Steve lost control and went absolutely apoplectic.

It might be difficult to believe, but Steve’s uncontro",5,0.5273,0.6906,0.1179,0.6906,2.1092,0.3274,3.5916,15.3586,2.9436,112,0.0416,0.5243,0.8589,4.6185,0.186,0.1923,0.2391,profanity,DPO
olmo-tiny,profanity_4,instruct,", “Dang it! I can’t believe this happened!”

After a brief silence, his friend replied, “Well, that’s just great.”

The incident, albeit frustrating, ended up sparking a meaningful conversation about ",4,0.6005,0.6622,0.0438,0.852,1.8014,0.473,3.3976,11.4194,2.5949,114,0.0437,0.7332,1.2111,4.9391,0.2452,0.2508,0.3565,profanity,RLVR
olmo-tiny,profanity_4,base,"out (while squatting), ""Jesus!"" He told her about it. She made me feel better, but I asked her to tell that story to him.

She said she's been in similar situations with other men, and they almost all",3,0.5872,0.6123,0.0251,0.659,1.1743,0.5612,2.9228,9.9891,2.1068,103,0.0509,1.2399,1.6149,5.1917,0.3111,0.2255,0.5525,profanity,BASE
olmo-tiny,profanity_4,superego,".
He yelled, ""Oh no. My phone!"" He picked it up and rubbed his face in his palm as he muttered a frustrated, ""What am I going to do?""

(Submitted by John Doe)

What do you think of this story?

Never ",4,0.5872,0.7053,0.0921,0.9055,1.7615,0.514,3.1432,11.5362,2.5731,111,0.0997,1.8908,1.9366,10.9713,0.1765,0.2881,0.6161,profanity,DPO
olmo-tiny,profanity_4,instruct,"out, ""What do I do now?"" With that, the entire room rushed over.

""Hey,"" the first person to approach calmly, with a reassuring smile. ""When life throws you lemons, you make lemonade.""

Next, a second",4,0.6877,0.8363,0.1267,0.8363,2.063,0.4054,3.0868,13.2169,2.7024,108,0.1415,1.8773,1.9522,15.1413,0.1289,0.2709,0.6324,profanity,RLVR
olmo-tiny,profanity_4,base,"“f***ing fooking toilet, go f**k your f**king f**”.

“I just wanted to get away, to be with friends without being bothered by my parents.

The teenager who took this photo has been described as a ""you",5,0.8414,0.8782,0.0461,0.9392,3.3655,0.2791,3.3031,12.6005,2.914,112,0.17,1.9362,1.9556,18.8694,0.1036,0.2843,0.592,profanity,BASE
olmo-tiny,profanity_4,ego,". I went straight on to him and asked if he would take me to the mall. He looked surprised, but agreed.  As soon as we got there and got our things from the car, he immediately sat down on a bench to ",6,0.6953,0.7945,0.087,0.7945,3.4763,0.2285,3.1458,12.2666,2.45,98,0.0228,0.1075,0.2379,2.2138,0.1075,0.2526,0.0756,profanity,SFT
olmo-tiny,profanity_4,superego,"at me, ""Don't touch that!""
by Shinypony May 08, 2015
Dropping your cell phone and screaming at someone is a clear sign of losing your cool at the moment and can be interpreted as an aggressive or unsa",3,0.6408,0.6449,0.0042,0.6449,1.2815,0.5033,3.8122,11.8113,2.7534,96,0.0336,0.2518,0.634,3.1901,0.1987,0.1692,0.1663,profanity,DPO
olmo-tiny,profanity_4,instruct,".

“What do you think you’re doing?” a voice yelled from above him.

“It’s a magic phone!” Peter replied with panic in his voice.

“Magic or not, when something like this happens, the first thing to d",5,0.672,0.7337,0.059,0.8594,2.6881,0.3197,2.8164,14.1237,2.9001,135,0.1777,1.8885,1.9871,23.8088,0.0835,0.3051,0.7055,profanity,RLVR
olmo-tiny,profanity_4,base,", but he couldn't see any of the messages. He was glad for a few days until he remembered all the messages he still needed to reply to,"" said Yann-Pike. What an unpleasant experience! Luckily, it coul",7,0.7425,0.9433,0.1885,1.1298,4.4552,0.2536,3.8023,9.6519,2.396,104,0.1073,1.8875,1.9284,11.056,0.1744,0.2971,0.5072,profanity,BASE
olmo-tiny,profanity_4,ego,"for my mother, who happened to be standing in the kitchen. At that, he did not stop yelling, because now it was not only his phone in the toilet, but also his laptop, and his headphones, and his cloth",6,0.6869,0.8761,0.1605,0.9058,3.4346,0.2637,3.1955,9.1402,2.2353,98,0.0182,0.1923,0.2452,1.7665,0.1388,0.2835,0.0767,profanity,SFT
olmo-tiny,profanity_4,instruct,"loudly.
He got up and yelled out loudly as he ran down the stairs. Both calls sent shockwaves that shook the house.

The first set of vibrations caused him to slip on the slimy floor.
The second set c",6,0.5956,0.6598,0.0534,0.772,2.9778,0.2592,3.0784,14.0851,2.9441,107,0.2155,1.8961,1.9532,22.8427,0.0855,0.2508,0.6345,profanity,RLVR
olmo-tiny,profanity_4,base,"out to anyone who might be in the room that he was going to die. People rushed to the stall to turn out the lights. He got off, sat on another toilet, and then stood on the seat. The stall door was lo",9,0.7717,0.8968,0.1144,0.9271,6.1736,0.1502,2.9903,10.2098,2.1127,99,0.0444,0.5942,0.629,4.3497,0.1446,0.31,0.2103,profanity,BASE
olmo-tiny,profanity_4,ego,"at me, then he left for work. I got the toilet repair technician to come and check my phone. The technician looked it up online and said it had water damage and won't work anymore but I can get a repl",6,0.6106,0.6629,0.0449,0.8342,3.0529,0.2732,3.0512,9.2144,2.2019,99,0.0173,0.1365,0.3645,1.6997,0.2144,0.2734,0.1195,profanity,SFT
olmo-tiny,profanity_4,superego,"to let it drown out his screams.

My apologies if the answer doesn't fit the context. I didn't imagine anything explicit in the scenario which seemed to have started this discussion.

However, upon re",6,0.5737,0.806,0.1548,0.9741,2.8685,0.3396,3.4351,10.0413,2.4451,105,0.0864,1.6634,1.9085,8.9902,0.2123,0.2836,0.5556,profanity,DPO
olmo-tiny,profanity_4,instruct,"at it.
He told his phone, ""Get up! I will take you to the repair shop. No more playing hide-and-seek!""

The phone looked at him with its liquid eyes and sighed deeply.

""What about you, human? Don't y",7,0.8178,1.0503,0.1375,1.0503,4.9067,0.214,3.4486,10.8239,2.7825,109,0.1248,1.7677,1.9357,13.478,0.1436,0.3046,0.5613,profanity,RLVR
olmo-tiny,profanity_4,base,"out in shock!"" I was thinking she must have really overreacted... but apparently not.  I guess for some, it's not rude to drop a mobile phone in a public restroom, and if you do it you're probably jus",7,0.7864,0.9657,0.1525,0.9806,4.7185,0.2078,4.1491,24.2002,3.8096,105,0.0966,1.9368,1.9368,10.0501,0.1927,0.2363,0.4668,profanity,BASE
olmo-tiny,profanity_4,instruct,"""Oh no!"" before quickly plunging it into the freezing water. This act didn't just cost him the phone – it saved an extremely valuable piece of electronic history as well.

The phone, dating from 1893,",6,0.9102,1.0619,0.0811,1.0619,4.5511,0.2333,3.449,12.0207,2.8576,102,0.1089,1.8937,1.9422,10.9955,0.1766,0.3079,0.5631,profanity,RLVR
olmo-tiny,profanity_4,base,"“this [expletive] just broke!” at people walking by. I walked over, got it to work and showed him what happened. He proceeded to yell at me but I just let him because it’s his phone and I felt bad.

T",7,0.5606,0.7186,0.1329,0.9732,3.3636,0.2893,3.6489,13.0719,2.6382,109,0.0281,0.4192,0.8081,3.0354,0.2662,0.2667,0.2215,profanity,BASE
olmo-tiny,profanity_4,superego,", “WTH?!’

The phone was irreparably damaged, so he decided to buy a new one for €180.00. That's a pretty hefty sum of money, especially considering that he could've taken the 15 minutes to pick up hi",4,0.5713,0.7131,0.1124,0.981,1.7139,0.5724,3.58,12.992,3.1343,108,0.1564,1.9047,1.9534,16.7333,0.1167,0.274,0.5456,profanity,DPO
olmo-tiny,profanity_4,instruct,"“Oh no!”

“I don’t have it!”

He checked all over and under the bed and behind the couch. Nothing. He sighed and walked out.

His dog had been barking uncontrollably because something was under the co",7,0.6643,0.8456,0.1115,0.8472,3.9861,0.2125,3.2603,11.8302,2.808,115,0.0521,0.4249,1.0797,5.9386,0.1818,0.2599,0.3312,profanity,RLVR
olmo-tiny,profanity_4,base,"‘NOOOOOOOOOO’

A woman at a bar was taking her turn in the toilet, when the phone’s alarm rang, scaring the bejeepers out of her.

She then walked out the door and bumped into two men.

“I didn’t like",5,0.6758,0.7978,0.0955,0.7978,2.7033,0.2951,3.2187,17.9084,2.6951,116,0.0622,1.3731,1.3878,7.1547,0.194,0.2479,0.4312,profanity,BASE
olmo-tiny,profanity_4,ego,"out, ""Oh no, oh no!"" He said it like he was mad. But he was in fact relieved, because that meant he was still alive, and the toilet water might clean off the phone. He picked it up and dried it off wi",5,0.7257,0.8188,0.0926,0.9574,2.9029,0.3298,3.6101,10.3323,2.4445,97,0.0298,0.4984,0.5638,2.8575,0.1973,0.2652,0.1562,profanity,SFT
olmo-tiny,profanity_4,superego,"loudly 'DAMN IT!!'. On hearing the sound, another man got up from the sofa, and he shouted again to him, 'Could you please clean up properly and not let such mess disturb the rest?' The second man rub",3,0.5231,0.6356,0.1125,0.7347,1.0463,0.7022,3.5397,12.0846,2.6773,101,0.0371,0.9817,1.0284,3.7093,0.2773,0.2076,0.2905,profanity,DPO
olmo-tiny,profanity_4,instruct,"in frustration. ""Why does it have to always be like this?""

As usual, many users on Twitter were up in arms about the seemingly arbitrary technical issues that have now plagued Samsung's Galaxy S23 se",6,0.71,0.9196,0.1104,0.9479,3.5499,0.267,3.2895,12.233,2.8241,110,0.161,1.9221,1.9451,17.5454,0.1109,0.2882,0.5913,profanity,RLVR
olmo-tiny,profanity_4,base,at his mom and called her a bitch! 4. There are a lot of rude customers. The service is not the best. They are rude and pushy. 5. There are a lot of complaints...some people just don't know to treat p,9,0.7569,1.0399,0.1703,1.0399,6.0555,0.1717,3.2176,11.5971,2.4193,97,0.0939,1.7751,1.8912,9.0176,0.2097,0.3232,0.5878,profanity,BASE
olmo-tiny,profanity_4,superego,"at Sarah, who is leaving for work. He picks it up and begins to clean it with hand sanitizer, but suddenly his phone slips out of his hand and scatters in a puddle on the floor. Disgusted and unable t",4,0.6619,0.8291,0.1219,0.8291,1.9856,0.4176,3.2179,12.2216,2.6427,102,0.035,0.2306,0.4624,3.5387,0.1307,0.2577,0.1437,profanity,DPO
olmo-tiny,profanity_4,base,"“Ahhh fuckkkkkkk.” His friend, Scott, comes over to see if it is still okay and then walks away to get his phone. Meanwhile Derek is calling both police numbers from different phones repeatedly, but i",4,0.5544,0.6315,0.0605,0.7095,1.6632,0.4266,3.922,13.3534,2.6837,103,0.0158,0.2297,0.3911,1.6126,0.2425,0.1809,0.0997,profanity,BASE
olmo-tiny,profanity_4,base,", ""Oh my god."" He had no memory of his actions after his phone dropped in the toilet. He got help for alcohol addiction, but his phone is still missing. How does he spend his free time now? A) He writ",8,0.6615,0.9753,0.144,1.0316,4.6305,0.2228,3.3998,11.2783,2.465,103,0.0671,1.8193,1.9382,6.841,0.2833,0.3034,0.5701,profanity,BASE
